"","timeseries","SSStime"
"2604","20170221","34.331122636795"
"2605","20170222","34.3374207019806"
"2606","20170223","34.342983007431"
"2607","20170224","34.3473927974701"
"2608","20170225","34.3503446578979"
"2609","20170226","34.349326133728"
"2610","20170227","34.3464443683624"
"2611","20170228","34.3431088924408"
"2612","20170301","34.3405201435089"
"2613","20170302","34.3377747535706"
"2614","20170303","34.3371610641479"
"2615","20170304","34.3381280899048"
"2616","20170305","34.3409268856049"
"2617","20170306","34.3452069759369"
"2618","20170307","34.3499948978424"
"2619","20170308","34.3545441627502"
"2620","20170309","34.3588693141937"
"2621","20170310","34.3632168769836"
"2622","20170311","34.3659925460815"
"2623","20170312","34.3678987026215"
"2624","20170313","34.3707821369171"
"2625","20170314","34.3735294342041"
"2626","20170315","34.3770792484283"
"2627","20170316","34.3807346820831"
"2628","20170317","34.3838007450104"
"2629","20170318","34.3873496055603"
"2630","20170319","34.3903195858002"
"2631","20170320","34.3931963443756"
"2632","20170321","34.3961410522461"
"2633","20170322","34.3991160392761"
"2634","20170323","34.4024837017059"
"2635","20170324","34.4067013263702"
"2636","20170325","34.4106049537659"
"2637","20170326","34.4148347377777"
"2638","20170327","34.4185695648193"
"2639","20170328","34.4202423095703"
"2640","20170329","34.4199645519257"
"2641","20170330","34.4169063568115"
"2642","20170331","34.4114286899567"
"2643","20170401","34.4044735431671"
"2644","20170402","34.3970229625702"
"2645","20170403","34.3902413845062"
"2646","20170404","34.3849260807037"
"2647","20170405","34.382687330246"
"2648","20170406","34.3833613395691"
"2649","20170407","34.3873398303986"
"2650","20170408","34.3938219547272"
"2651","20170409","34.4021663665771"
"2652","20170410","34.4096131324768"
"2653","20170411","34.4170517921448"
"2654","20170412","34.4228217601776"
"2655","20170413","34.4264388084412"
"2656","20170414","34.4282643795013"
"2657","20170415","34.4278106689453"
"2658","20170416","34.426328420639"
"2659","20170417","34.4233639240265"
"2660","20170418","34.4214332103729"
"2661","20170419","34.4205589294434"
"2662","20170420","34.4213664531708"
"2663","20170421","34.4250884056091"
"2664","20170422","34.4312238693237"
"2665","20170423","34.4403779506683"
"2666","20170424","34.4519085884094"
"2667","20170425","34.4654235839844"
"2668","20170426","34.480132818222"
"2669","20170427","34.4953792095184"
