Final_d18O,Final_d13C,Specimen,Species,D47_corr,D47_sd_ext,d18O_sd_ext,d13C_sd_ext,ShellChron_DOY,ShellChron_DOY_err,Month,T_mean,T_sd
1.1,0.46,SG115,Pecten complanatus,0.649300848,0.040470915,0.173754774,0.08841006,179.1844897,,6,9.336918291,11.53770559
1.28,0.41,SG115,Pecten complanatus,0.629352738,0.040470915,0.173754774,0.08841006,282.2338335,2.484702236,10,15.1765158,12.2724816
1.51,0.54,SG115,Pecten complanatus,0.590185501,0.040470915,0.173754774,0.08841006,308.4162509,3.240495468,11,27.78116204,13.96518721
1.77,0.52,SG115,Pecten complanatus,0.610159649,0.040470915,0.173754774,0.08841006,351.1888136,,12,21.15122119,13.05637761
2.2,0.49,SG115,Pecten complanatus,0.710182679,0.040470915,0.173754774,0.08841006,7.575094785,1.214393675,1,-6.50755408,9.694822038
1.59,0.46,SG115,Pecten complanatus,0.629301853,0.040470915,0.173754774,0.08841006,41.07456606,3.454242139,2,15.19187791,12.27445517
1.27,0.43,SG115,Pecten complanatus,0.580168015,0.040470915,0.173754774,0.08841006,72.54835067,2.935736327,3,31.27950074,14.46158377
1.2,0.69,SG115,Pecten complanatus,0.570184212,0.040470915,0.173754774,0.08841006,83.3284869,2.236442094,3,34.89035093,14.98637217
0.63,1,SG115,Pecten complanatus,0.599303854,0.040470915,0.173754774,0.08841006,101.2207725,2.095676724,4,24.69949186,13.53760404
0.37,0.47,SG115,Pecten complanatus,0.600168911,0.040470915,0.173754774,0.08841006,118.3658082,2.163935882,4,24.41202635,13.49817686
0.57,0.78,SG115,Pecten complanatus,0.610218051,0.040470915,0.173754774,0.08841006,126.9565315,2.076984963,5,21.13247398,13.05386634
-0.12,0.48,SG115,Pecten complanatus,0.639304929,0.040470915,0.173754774,0.08841006,146.8622035,3.493406425,5,12.21831303,11.89642772
-0.21,0.45,SG115,Pecten complanatus,0.580170756,0.040470915,0.173754774,0.08841006,159.4466261,3.819255499,6,31.27852692,14.46144395
0.2,0.44,SG115,Pecten complanatus,0.600221821,0.040470915,0.173754774,0.08841006,170.8306397,8.133085608,6,24.39447085,13.49577157
-0.13,0.26,SG115,Pecten complanatus,0.619306933,0.040470915,0.173754774,0.08841006,177.9352734,5.735849499,6,18.25783593,12.67265433
0.13,0.27,SG115,Pecten complanatus,0.61017168,0.040470915,0.173754774,0.08841006,185.6482478,6.35938944,7,21.14735879,13.05586019
0.79,0.28,SG115,Pecten complanatus,0.600219296,0.040470915,0.173754774,0.08841006,194.4533885,9.21449853,7,24.39530873,13.49588637
0.86,0.22,SG115,Pecten complanatus,0.659307969,0.040470915,0.173754774,0.08841006,203.826273,9.332365414,7,6.537991488,11.19632038
1.05,0.14,SG115,Pecten complanatus,0.599354097,0.040470915,0.173754774,0.08841006,231.7219071,11.00017111,8,24.68277301,13.53530884
-2.05,-1.11,SG115,Pecten complanatus,0.660221254,0.040470915,0.173754774,0.08841006,238.4178002,7.277649368,8,6.286674749,11.16600549
1.69,0.33,SG115,Pecten complanatus,0.619310147,0.040470915,0.173754774,0.08841006,349.9449851,14.72334151,12,18.25683419,12.67252282
1.9,0.24,SG115,Pecten complanatus,0.590173392,0.040470915,0.173754774,0.08841006,23.11356922,5.984017085,1,27.7853184,13.96577001
1.38,0.11,SG115,Pecten complanatus,0.55020919,0.040470915,0.173754774,0.08841006,50.3300489,6.942794059,2,42.51801531,16.13722849
1.42,0.27,SG115,Pecten complanatus,0.67017427,0.040470915,0.173754774,0.08841006,60.76434949,,2,3.591018537,10.84432259
0.97,0.38,SG115,Pecten complanatus,0.590208758,0.040470915,0.173754774,0.08841006,81.6329524,,3,27.77318024,13.96406806
0.36,0.24,SG115,Pecten complanatus,0.69931126,0.040470915,0.173754774,0.08841006,92.06725299,,4,-3.873331329,9.986323843
0.6,0.4,SG115,Pecten complanatus,0.650175576,0.040470915,0.173754774,0.08841006,102.5015553,,4,9.088904821,11.5071752
0.27,0.52,SG115,Pecten complanatus,0.650207886,0.040470915,0.173754774,0.08841006,133.8044588,,5,9.079756285,11.50605006
1.749542643,-0.354789497,SG105,Pygocardia rustica,0.705175571,0.044589825,0.064010861,0.030159281,24.38556935,,1,-5.303940203,10.83524857
1.758244822,1.598721644,SG105,Pygocardia rustica,0.688165839,0.044589825,0.064010861,0.030159281,112.5765847,,4,-1.089997047,11.3577281
1.155991492,0.434765486,SG105,Pygocardia rustica,0.609156375,0.044589825,0.064010861,0.030159281,188.7109656,14.72713989,7,21.47383957,14.44809822
1.894260082,0.999134337,SG105,Pygocardia rustica,0.635151709,0.044589825,0.064010861,0.030159281,285.8446291,,10,13.44171029,13.29001643
2.340720145,1.359681485,SG105,Pygocardia rustica,0.639138046,0.044589825,0.064010861,0.030159281,59.26268368,,2,12.26716923,13.12613868
2.348319466,1.238054681,SG105,Pygocardia rustica,0.664133611,0.044589825,0.064010861,0.030159281,337.6367479,,12,5.217692348,12.17125116
1.490262651,0.283116225,SG105,Pygocardia rustica,0.671129176,0.044589825,0.064010861,0.030159281,332.1721402,23.49676562,11,3.336475376,11.92463246
2.204796526,1.702022488,SG105,Pygocardia rustica,0.648120529,0.044589825,0.064010861,0.030159281,294.2755082,13.39159152,10,9.672615359,12.76900211
1.950194817,1.759506229,SG105,Pygocardia rustica,0.705116316,0.044589825,0.064010861,0.030159281,,,1,-5.289598713,10.83699862
2.076892673,1.485639689,SG105,Pygocardia rustica,0.625112103,0.044589825,0.064010861,0.030159281,353.9430202,25.73451097,12,16.46526478,13.71825435
2.329679694,1.240920272,SG105,Pygocardia rustica,0.69010789,0.044589825,0.064010861,0.030159281,358.1729405,49.77223388,12,-1.5811953,11.29596699
1.777902933,0.917794633,SG105,Pygocardia rustica,0.6670997,0.044589825,0.064010861,0.030159281,47.46097078,33.42723391,2,4.415387507,12.06565467
1.769153242,0.279586859,SG105,Pygocardia rustica,0.576095723,0.044589825,0.064010861,0.030159281,223.88186,21.21413294,8,32.73693382,16.18496109
2.019245296,1.668704318,SG105,Pygocardia rustica,0.629091747,0.044589825,0.064010861,0.030159281,210.7369068,,7,15.25533586,13.54578057
1.943704612,1.483087502,SG105,Pygocardia rustica,0.67908777,0.044589825,0.064010861,0.030159281,347.7175064,32.29197863,12,1.24197415,11.65405795
1.72138825,1.348648956,SG105,Pygocardia rustica,0.610080019,0.044589825,0.064010861,0.030159281,84.09077086,51.5266907,3,21.1767887,14.40409319
2.525591991,1.583786352,SG105,Pygocardia rustica,0.646076246,0.044589825,0.064010861,0.030159281,345.8880576,,12,10.25687659,12.84884259
1.774360295,-0.228662246,SG105,Pygocardia rustica,0.640146394,0.044589825,0.064010861,0.030159281,19.07794944,,1,11.97234944,13.08522029
1.402844408,0.646603351,SG105,Pygocardia rustica,0.657151866,0.044589825,0.064010861,0.030159281,100.405161,9.275394806,4,7.134006275,12.42599888
2.448509957,1.433901499,SG105,Pygocardia rustica,0.587156791,0.044589825,0.064010861,0.030159281,17.15235295,65.81917974,1,28.82611363,15.56663376
2.611411602,1.191439877,SG105,Pygocardia rustica,0.655161306,0.044589825,0.064010861,0.030159281,322.8144065,13.6302814,11,7.687655888,12.50026589
2.056233422,0.518701003,SG105,Pygocardia rustica,0.636176965,0.044589825,0.064010861,0.030159281,342.296605,23.90058529,12,13.1382427,13.24754293
2.357558021,1.76353883,SG105,Pygocardia rustica,0.650182398,0.044589825,0.064010861,0.030159281,315.9581539,9.820500023,11,9.08697292,12.68931107
1.750626973,1.372357737,SG105,Pygocardia rustica,0.681187681,0.044589825,0.064010861,0.030159281,74.65316973,11.27988725,3,0.697220844,11.58437214
2.315319412,1.633643105,SG105,Pygocardia rustica,0.70120187,0.044589825,0.064010861,0.030159281,,,1,-4.337050005,10.9536636
1.797462888,0.411796983,SG105,Pygocardia rustica,0.749207303,0.044589825,0.064010861,0.030159281,87.72481568,30.43384203,3,-15.36360714,9.654091348
2.102701468,0.882738223,SG105,Pygocardia rustica,0.681212284,0.044589825,0.064010861,0.030159281,184.1975349,,7,0.690857578,11.58355981
1.796449109,-0.13541753,SG105,Pygocardia rustica,0.607223471,0.044589825,0.064010861,0.030159281,19.07794944,,1,22.09839732,14.54091797
2.459573733,1.554002066,SG105,Pygocardia rustica,0.62423007,0.044589825,0.064010861,0.030159281,17.15235295,65.81917974,1,16.73549632,13.75697813
2.53419523,1.235638217,SG105,Pygocardia rustica,0.650236331,0.044589825,0.064010861,0.030159281,322.8144065,13.6302814,11,9.07170306,12.68723775
2.155604551,1.490936273,SG105,Pygocardia rustica,0.63630875,0.044589825,0.064010861,0.030159281,303.3680818,39.62768439,10,13.0993051,13.24209987
1.883904122,0.90326775,SG105,Pygocardia rustica,0.833314503,0.044589825,0.064010861,0.030159281,59.26268368,,2,-31.79422086,7.916854996
2.513971383,1.328799211,SG105,Pygocardia rustica,0.660327477,0.044589825,0.064010861,0.030159281,341.7624028,,12,6.257488297,12.30903422
2.06663213,1.524635838,SG105,Pygocardia rustica,0.724741337,0.044589825,0.064010861,0.030159281,315.9581539,9.820500023,11,-9.917096197,10.28216559
1.783792066,0.470152051,SG105,Pygocardia rustica,0.595705192,0.044589825,0.064010861,0.030159281,87.72481568,30.43384203,3,25.90436183,15.11533145
2.235053897,1.460125973,SG105,Pygocardia rustica,0.600321646,0.044589825,0.064010861,0.030159281,17.15235295,65.81917974,1,24.36135765,14.88062853
1.606976025,0.324908778,SG105,Pygocardia rustica,0.582334024,0.044589825,0.064010861,0.030159281,342.296605,23.90058529,12,30.51274542,15.83128904
1.38576458,1.294469791,SG105,Pygocardia rustica,0.665925369,0.044589825,0.064010861,0.030159281,144.5132097,16.66944535,5,4.732204967,12.10727862
1.190072966,1.044497231,SG105,Pygocardia rustica,0.735934649,0.044589825,0.064010861,0.030159281,134.3899131,15.29587571,5,-12.45135777,9.986599189
2.503838948,1.378773962,SG105,Pygocardia rustica,0.556249057,0.044589825,0.064010861,0.030159281,59.26268368,,2,40.15212442,17.40298255
2.281341887,1.137205537,SG105,Pygocardia rustica,0.689257775,0.044589825,0.064010861,0.030159281,284.7528871,,10,-1.36650546,11.32293314
1.464852471,1.01312064,SG105,Pygocardia rustica,0.642266774,0.044589825,0.064010861,0.030159281,78.26515145,,3,11.35536294,12.99986816
1.288025754,1.297739401,SG105,Pygocardia rustica,0.584282284,0.044589825,0.064010861,0.030159281,144.5132097,16.66944535,5,29.82799858,15.72347634
2.411176835,1.337010987,SG105,Pygocardia rustica,0.617290071,0.044589825,0.064010861,0.030159281,59.26268368,,2,18.88845523,14.0681497
2.531760392,1.336761453,SG105,Pygocardia rustica,0.714296106,0.044589825,0.064010861,0.030159281,284.7528871,,10,-7.484295762,10.5714008
1.594673404,1.08055237,SG105,Pygocardia rustica,0.716302335,0.044589825,0.064010861,0.030159281,78.26515145,,3,-7.956801126,10.51480032
1.671230767,0.454467761,SG105,Pygocardia rustica,0.63831442,0.044589825,0.064010861,0.030159281,305.615787,21.38584431,10,12.50866021,13.15972009
2.201972449,1.747347682,SG105,Pygocardia rustica,0.65732111,0.044589825,0.064010861,0.030159281,287.0839004,15.50462026,10,7.087084189,12.41971849
2.241469343,1.900771393,SG105,Pygocardia rustica,0.661326427,0.044589825,0.064010861,0.030159281,38.88112604,18.84513716,2,5.983458371,12.27262062
2.279905771,1.466748086,SG105,Pygocardia rustica,0.665331916,0.044589825,0.064010861,0.030159281,348.0295189,43.95006791,12,4.892723104,12.12840479
1.804098079,0.54536679,SG105,Pygocardia rustica,0.646349538,0.044589825,0.064010861,0.030159281,305.615787,21.38584431,10,10.17855916,12.83812077
2.2786385,1.24504294,SG105,Pygocardia rustica,0.707354701,0.044589825,0.064010861,0.030159281,348.0295189,43.95006791,12,-5.829761507,10.77121584
2.590044353,1.675140937,SG105,Pygocardia rustica,0.647360031,0.044589825,0.064010861,0.030159281,354.1393674,45.52117169,12,9.88954529,12.79860665
2.1,1.31,SG107,,,,0.048,0.063,314.3536374,8.534526923,11,,
2.5,1.63,SG107,,,,0.048,0.063,356.9982565,3.704607985,12,,
2.11,1.44,SG107,,,,0.048,0.063,48.46247498,6.799466899,2,,
1.68,0.94,SG107,,,,0.048,0.063,74.36375491,9.880553672,3,,
1.35,0.98,SG107,,,,0.048,0.063,84.68714002,5.149913837,3,,
1.48,1.28,SG107,,,,0.048,0.063,96.52088478,5.676382461,4,,
1.21,1.32,SG107,,,,0.048,0.063,96.52088478,5.676382461,4,,
1.23,0.95,SG107,,,,0.048,0.063,119.4329206,9.226309016,4,,
0.94,0.77,SG107,,,,0.048,0.063,179.0315351,7.633334627,6,,
1.16,0.74,SG107,,,,0.048,0.063,258.8444314,6.8052127,9,,
1.73,1.21,SG107,,,,0.048,0.063,302.0327601,5.683583985,10,,
2.57,0.83,SG107,,,,0.048,0.063,327.5310585,3.545875231,11,,
2.6,0.89,SG107,,,,0.048,0.063,2.226124363,4.470886582,1,,
2.75,1.53,SG107,,,,0.048,0.063,364.7103907,,12,,
2.66,1.28,SG107,,,,0.048,0.063,3.941120502,3.701728159,1,,
2.58,1.12,SG107,,,,0.048,0.063,3.941120502,3.701728159,1,,
2.62,1.11,SG107,,,,0.048,0.063,20.40653876,2.374978697,1,,
2.55,1.12,SG107,,,,0.048,0.063,25.27534626,2.747994891,1,,
2.46,0.92,SG107,,,,0.048,0.063,57.34701979,5.150577539,2,,
2.51,1.33,SG107,,,,0.084,0.075,63.81347371,6.029724011,3,,
2.56,1.18,SG107,,,,0.048,0.063,60.21818286,6.973049765,2,,
2.49,1.23,SG107,,,,0.084,0.075,60.21818286,6.973049765,2,,
1.9,1.01,SG107,,,,0.048,0.063,85.17251241,6.896933958,3,,
1.21,1.07,SG107,,,,0.084,0.075,85.17251241,6.896933958,3,,
1.87,0.98,SG107,,,,0.048,0.063,85.17251241,6.896933958,3,,
0.48,0.41,SG107,,,,0.084,0.075,128.5306147,15.2182764,5,,
0.82,0.51,SG107,,,,0.084,0.075,142.5521113,18.10671447,5,,
2.67,1.24,SG107,,,,0.084,0.075,40.80639898,20.25770043,2,,
2.47,0.96,SG107,,,,0.084,0.075,49.90019399,10.43243183,2,,
2.59,1.17,SG107,,,,0.084,0.075,49.90019399,10.43243183,2,,
1.96,0.23,SG107,,,,0.084,0.075,101.3424786,17.60170325,4,,
2.05,0.39,SG107,,,,0.084,0.075,108.8435386,18.87960392,4,,
0.76,0.12,SG107,,,,0.084,0.075,195.5316812,16.59237034,7,,
1.81,0.58,SG107,,,,0.084,0.075,264.9464405,16.86147895,9,,
2.62,1.16,SG107,,,,0.084,0.075,298.928584,15.72725847,10,,
2.42,1,SG107,,,,0.084,0.075,298.928584,15.72725847,10,,
2.91,1.16,SG107,,,,0.084,0.075,334.2538355,21.239029,11,,
2.65,0.8,SG107,,,,0.084,0.075,314.0299251,20.63891817,11,,
2.86,0.93,SG107,,,,0.084,0.075,336.396533,18.64373883,12,,
2.85,0.82,SG107,,,,0.084,0.075,352.6452298,18.39107292,12,,
2.43,0.46,SG107,,,,0.084,0.075,61.07578717,,3,,
1.64,0.04,SG107,,,,0.084,0.075,229.2020653,,8,,
2.41,1.35,SG107,,,,0.048,0.063,283.3330059,75.60601714,10,,
2.1,1.51,SG107,,,,0.048,0.063,271.2313344,69.14433868,9,,
2.34,1.84,SG107,,,,0.048,0.063,240.2141638,64.62013555,8,,
2.07,1.49,SG107,,,,0.048,0.063,270.0391611,59.43966749,9,,
2.23,1.42,SG107,,,,0.048,0.063,226.0171334,54.86670115,8,,
2.17,1.66,SG107,,,,0.048,0.063,226.0171334,54.86670115,8,,
1.96,1.3,SG107,,,,0.048,0.063,202.8826532,44.54587802,7,,
2.12,1.56,SG107,,,,0.048,0.063,183.0228217,40.28355547,7,,
1.98,1.44,SG107,,,,0.048,0.063,176.1151022,36.19310443,6,,
1.78,1.67,SG107,,,,0.048,0.063,166.4781535,31.76990329,6,,
1.79,1.5,SG107,,,,0.048,0.063,198.2523686,28.38342966,7,,
1.48,1.31,SG107,,,,0.048,0.063,1.80644679,25.24858518,1,,
1.58,1.38,SG107,,,,0.048,0.063,268.5586487,22.40076423,9,,
1.39,1.24,SG107,,,,0.048,0.063,328.1865163,19.83757267,11,,
1.34,1.29,SG107,,,,0.048,0.063,221.0905272,15.11908799,8,,
1.06,0.81,SG107,,,,0.048,0.063,166.7078455,10.85881593,6,,
1.13,0.78,SG107,,,,0.048,0.063,166.7078455,10.85881593,6,,
2.73,1.57,SG107,,,,0.084,0.075,285.5701173,82.59369706,10,,
2.79,1.69,SG107,,,,0.084,0.075,285.5701173,82.59369706,10,,
2.56,1.7,SG107,,,,0.084,0.075,301.6003574,89.51389316,10,,
2.57,1.86,SG107,,,,0.084,0.075,334.7887576,92.24719881,11,,
2.87,1.97,SG107,,,,0.084,0.075,333.2001189,81.13342315,11,,
2.74,1.81,SG107,,,,0.084,0.075,363.1400767,26.69916546,12,,
2.02,1.89,SG107,,,,0.084,0.075,288.9699962,,10,,
1.7,1.95,SG116,,,,0.087,0.138,362.8653903,,12,,
1.48,2.15,SG116,,,,0.087,0.138,63.51791756,,3,,
1.33,2.09,SG116,,,,0.087,0.138,63.51791756,,3,,
1.33,-4.64,SG116,,,,0.087,0.138,,,1,,
0.94,2.09,SG116,,,,0.087,0.138,89.15045018,284.4832778,3,,
0.84,2.32,SG116,,,,0.087,0.138,202.1940908,204.2775082,7,,
1.48,2.2,SG116,,,,0.087,0.138,205.5490246,207.2702504,7,,
1.58,1.76,SG116,,,,0.087,0.138,209.7133601,178.6833032,7,,
1.37,2.48,SG116,,,,0.087,0.138,238.6017351,140.6656684,8,,
1.36,2.44,SG116,,,,0.087,0.138,238.6017351,140.6656684,8,,
0.89,2.4,SG116,,,,0.087,0.138,179.6179435,101.2175158,6,,
0.85,2.37,SG116,,,,0.087,0.138,128.284061,75.20535283,5,,
1.55,2.46,SG116,,,,0.087,0.138,335.1048534,61.47614412,11,,
1.43,2.31,SG116,,,,0.087,0.138,335.1048534,61.47614412,11,,
1.95,2.25,SG116,,,,0.087,0.138,346.8200425,25.92812061,12,,
2.05,1.73,SG116,,,,0.087,0.138,14.31806866,19.24116893,1,,
0.97,1.98,SG116,,,,0.087,0.138,99.81288725,24.52163416,4,,
1.14,2.69,SG116,,,,0.087,0.138,99.81288725,24.52163416,4,,
0.8,2.43,SG116,,,,0.087,0.138,71.22635487,19.48307325,3,,
0.57,2.4,SG116,,,,0.087,0.138,168.009,13.9627025,6,,
1.49,2.05,SG116,,,,0.087,0.138,299.7283579,20.04149378,10,,
1.67,2.04,SG116,,,,0.087,0.138,308.4540201,36.36611737,11,,
1.28,2.13,SG116,,,,0.087,0.138,33.9809742,48.83208449,2,,
1,1.82,SG116,,,,0.087,0.138,33.9809742,48.83208449,2,,
1.08,2.48,SG116,,,,0.087,0.138,190.0096035,30.59834034,7,,
1.6,2.28,SG116,,,,0.087,0.138,316.6645683,17.15921425,11,,
2.62,2.04,SG116,,,,0.087,0.138,319.3214851,18.78194332,11,,
1.44,2.39,SG116,,,,0.087,0.138,78.82843549,18.89194912,3,,
0.89,2.52,SG116,,,,0.087,0.138,135.3209867,12.1649165,5,,
0.71,2.37,SG116,,,,0.087,0.138,179.5794759,11.92514535,6,,
1.04,2.56,SG116,,,,0.087,0.138,179.5794759,11.92514535,6,,
0.89,2.32,SG116,,,,0.087,0.138,234.6491262,12.29835019,8,,
2.49,2.32,SG116,,,,0.087,0.138,108.749299,49.74557509,4,,
2.14,1.93,SG116,,,,0.087,0.138,220.9364549,46.70303947,8,,
1.35,2.27,SG116,,,,0.087,0.138,62.07090402,37.10304771,3,,
1.1,2.02,SG116,,,,0.087,0.138,87.04341825,22.42826255,3,,
1.28,2.16,SG116,,,,0.087,0.138,87.04341825,22.42826255,3,,
0.65,2.13,SG116,,,,0.087,0.138,155.2858262,12.01728007,6,,
0.67,1.78,SG116,,,,0.087,0.138,202.7189701,5.194808685,7,,
0.91,2.01,SG116,,,,0.087,0.138,228.635863,4.715388575,8,,
1.88,2.19,SG116,,,,0.087,0.138,236.5194331,7.65102925,8,,
1.84,2.26,SG116,,,,0.087,0.138,236.5194331,7.65102925,8,,
2.18,1.89,SG116,,,,0.087,0.138,271.7974658,6.156149871,9,,
1.71,2.05,SG117,,,,0.087,0.138,,,1,,
2.04,2.25,SG117,,,,0.087,0.138,,,1,,
2.26,2.14,SG117,,,,0.087,0.138,,,1,,
0.69,2.07,SG117,,,,0.087,0.138,,,1,,
0.52,2.06,SG117,,,,0.087,0.138,,,1,,
0.29,1.74,SG117,,,,0.087,0.138,,,1,,
0.45,2.16,SG117,,,,0.087,0.138,,,1,,
0.39,2.15,SG117,,,,0.087,0.138,,,1,,
0.43,2.05,SG117,,,,0.087,0.138,,,1,,
1.41,1.97,SG117,,,,0.087,0.138,,,1,,
1.84,1.81,SG117,,,,0.087,0.138,,,1,,
0.72,1.91,SG117,,,,0.087,0.138,,,1,,
0.82,2,SG117,,,,0.087,0.138,,,1,,
0.76,2.36,SG117,,,,0.087,0.138,,,1,,
0.14,2.28,SG117,,,,0.087,0.138,,,1,,
0.04,2.02,SG117,,,,0.087,0.138,,,1,,
0.12,1.68,SG117,,,,0.087,0.138,,,1,,
0.22,1.54,SG117,,,,0.087,0.138,,,1,,
0.28,2.2,SG117,,,,0.087,0.138,,,1,,
0.8,2.16,SG117,,,,0.087,0.138,,,1,,
1.78,1.98,SG117,,,,0.087,0.138,,,1,,
3.04,1.66,SG121,,,,0.084,0.075,98.38629581,,4,,
2.52,1.67,SG121,,,,0.084,0.075,98.38629581,,4,,
2.91,1.72,SG121,,,,0.084,0.075,106.3842785,19.07319619,4,,
2.77,1.53,SG121,,,,0.084,0.075,120.0965585,25.05998721,4,,
2.85,2.19,SG121,,,,0.084,0.075,125.0403229,18.58292506,5,,
2.73,2.4,SG121,,,,0.084,0.075,140.0144564,11.19200124,5,,
2.54,2.34,SG121,,,,0.084,0.075,161.9389115,13.87573788,6,,
2.32,2.19,SG121,,,,0.084,0.075,210.2347919,9.656471701,7,,
2.6,1.86,SG121,,,,0.084,0.075,228.2022594,13.2307751,8,,
2.78,2.16,SG121,,,,0.084,0.075,262.5529242,13.02094237,9,,
2.48,1.48,SG121,,,,0.084,0.075,285.5719128,11.36040554,10,,
2.67,1.73,SG121,,,,0.084,0.075,285.5719128,11.36040554,10,,
2.88,1.31,SG121,,,,0.084,0.075,296.6443003,15.23548051,10,,
3.02,1.62,SG121,,,,0.084,0.075,338.3617883,24.88631876,12,,
2.93,1.95,SG121,,,,0.084,0.075,333.3361168,35.77785401,11,,
2.93,2.24,SG121,,,,0.084,0.075,232.3634413,47.17572803,8,,
2.85,2.2,SG121,,,,0.084,0.075,56.33278035,26.7674495,2,,
2.25,1.59,SG121,,,,0.084,0.075,178.9882874,32.60258649,6,,
2.73,2.07,SG121,,,,0.048,0.063,127.827843,33.04964945,5,,
2.54,2.25,SG121,,,,0.048,0.063,147.1901478,28.88661522,5,,
3,2.14,SG121,,,,0.048,0.063,265.7531226,19.34726813,9,,
3.18,2.19,SG121,,,,0.048,0.063,318.8632146,9.615219527,11,,
3.26,2.12,SG121,,,,0.048,0.063,213.1596101,15.37637058,7,,
3.2,2.12,SG121,,,,0.048,0.063,99.62191446,45.05775923,4,,
3.45,2.35,SG121,,,,0.048,0.063,215.0651209,47.10034284,8,,
3.15,2.27,SG121,,,,0.048,0.063,74.96313592,26.29084359,3,,
3.24,2.13,SG121,,,,0.048,0.063,74.96313592,26.29084359,3,,
2.9,2.21,SG121,,,,0.048,0.063,77.42660754,32.55981926,3,,
3,2.29,SG121,,,,0.048,0.063,82.24146298,26.27623616,3,,
3.05,2.4,SG121,,,,0.048,0.063,87.88726231,20.53800123,3,,
2.98,2.36,SG121,,,,0.048,0.063,91.51276533,19.02120003,3,,
2.88,2.41,SG121,,,,0.048,0.063,97.19756094,17.52548338,4,,
2.78,2.31,SG121,,,,0.048,0.063,102.4835774,16.68182634,4,,
2.75,2.48,SG121,,,,0.048,0.063,102.4835774,16.68182634,4,,
2.79,2.68,SG121,,,,0.048,0.063,130.5809285,16.50737219,5,,
2.63,2.36,SG121,,,,0.048,0.063,113.6513887,20.36991954,4,,
2.76,2.61,SG121,,,,0.048,0.063,109.58034,25.71790487,4,,
2.8,2.79,SG121,,,,0.048,0.063,88.56380115,32.1322938,3,,
2.73,2.65,SG121,,,,0.048,0.063,82.76734953,37.61289927,3,,
2.63,2.76,SG121,,,,0.048,0.063,81.93495545,34.26574552,3,,
2.63,2.86,SG121,,,,0.048,0.063,88.33997867,,3,,
2.55,2.92,SG121,,,,0.048,0.063,88.33997867,,3,,
2.17,2.31,SG121,,,,0.048,0.063,183.9874042,,7,,
3.29,1.07,SG126,,,,0.07,0.052,48.35768595,,2,,
1.69,0.4,SG126,,,,0.07,0.052,163.6345643,18.25196282,6,,
1.1,0.54,SG126,,,,0.07,0.052,205.3836672,25.50875012,7,,
0.76,0.84,SG126,,,,0.07,0.052,284.2191651,33.75517815,10,,
0.9,0.8,SG126,,,,0.07,0.052,290.6746023,50.3009911,10,,
1.29,0.75,SG126,,,,0.07,0.052,90.35533392,42.68275936,3,,
1.78,0.57,SG126,,,,0.07,0.052,96.07717302,36.23899248,4,,
2.86,0.3,SG126,,,,0.07,0.052,40.53978759,19.76806328,2,,
1.61,0.06,SG126,,,,0.07,0.052,119.0884859,19.17778292,4,,
0.96,0.16,SG126,,,,0.07,0.052,126.4104957,21.32097603,5,,
1.37,0.06,SG126,,,,0.07,0.052,129.9717924,23.54914148,5,,
0.91,-0.26,SG126,,,,0.07,0.052,138.4886301,26.42276628,5,,
1.27,0.63,SG126,,,,0.07,0.052,155.4258326,20.84729242,6,,
1.21,0.72,SG126,,,,0.07,0.052,308.4991586,17.68427999,11,,
3.07,0.93,SG126,,,,0.07,0.052,6.26896213,25.33236064,1,,
2.59,0.88,SG126,,,,0.07,0.052,13.97235947,17.5145904,1,,
1.54,0.47,SG126,,,,0.07,0.052,102.9444133,16.85904928,4,,
1.05,0.2,SG126,,,,0.07,0.052,150.2693656,17.22117742,5,,
0.6,0.79,SG126,,,,0.07,0.052,153.0044688,32.86674936,6,,
0.81,0.99,SG126,,,,0.07,0.052,205.9058452,28.31282774,7,,
2.22,0.61,SG126,,,,0.07,0.052,76.45862282,38.54649337,3,,
2.35,0.89,SG126,,,,0.07,0.052,48.17416383,21.34606791,2,,
2.04,1.28,SG126,,,,0.07,0.052,39.23865165,21.32507902,2,,
1.62,1.3,SG126,,,,0.07,0.052,110.2524653,15.53221064,4,,
1.06,1.34,SG126,,,,0.07,0.052,127.680258,20.34038546,5,,
0.82,1.3,SG126,,,,0.07,0.052,119.6444295,22.14282104,4,,
0.53,0.95,SG126,,,,0.07,0.052,127.5039661,21.80230239,5,,
1.73,0.5,SG126,,,,0.07,0.052,13.43195167,17.31102729,1,,
2.67,0.81,SG126,,,,0.07,0.052,341.5980298,30.39972873,12,,
2.31,1.06,SG126,,,,0.07,0.052,357.1505103,29.09241172,12,,
1.75,1.09,SG126,,,,0.07,0.052,116.5534983,31.8317604,4,,
0.87,0.51,SG126,,,,0.07,0.052,196.0751899,29.74479182,7,,
1.78,-0.13,SG126,,,,0.07,0.052,232.6652509,23.77221702,8,,
0.97,0.61,SG126,,,,0.07,0.052,271.1211386,21.885519,9,,
1.68,0.57,SG126,,,,0.07,0.052,261.4493311,29.28243472,9,,
0.92,0.83,SG126,,,,0.07,0.052,274.7521999,27.63183222,9,,
2.54,1.02,SG126,,,,0.07,0.052,275.8460114,27.81311401,10,,
2.34,0.63,SG126,,,,0.07,0.052,294.823204,38.89616074,10,,
0.79,0.3,SG126,,,,0.07,0.052,291.1019959,43.3081651,10,,
1.04,1.09,SG126,,,,0.07,0.052,302.0173628,26.68994694,10,,
