Final_d18O,Final_d13C,Specimen,Species,D47_corr,D47_sd_ext,d18O_sd_ext,d13C_sd_ext,ShellChron_DOY,ShellChron_DOY_err,Month,T_mean,T_sd
2.12,2.06,SG116,Glycymeris radiolyrata,0.631225872,0.056342426,0.082083598,0.057852486,32.84556591,47.56042177,2,14.61271354,17.05659024
2.27,1.97,SG116,Glycymeris radiolyrata,0.591214448,0.056342426,0.082083598,0.057852486,354.2370248,4.904329131,12,27.42862051,19.47094872
0.8,2.26,SG116,Glycymeris radiolyrata,0.391181646,0.056342426,0.082083598,0.057852486,200.072222,10.9394083,7,134.0894373,49.6605785
0.94,2.17,SG116,Glycymeris radiolyrata,0.631169836,0.056342426,0.082083598,0.057852486,77.49418156,18.86745039,3,14.62953199,17.05961595
1.27,2.28,SG116,Glycymeris radiolyrata,0.56115915,0.056342426,0.082083598,0.057852486,245.8920893,16.683958,9,38.2674915,21.68866509
1.38,2.09,SG116,Glycymeris radiolyrata,0.571137678,0.056342426,0.082083598,0.057852486,40.2517177,33.74236737,2,34.53994944,20.90728396
1.28,2.21,SG116,Glycymeris radiolyrata,0.711125472,0.056342426,0.082083598,0.057852486,204.1683252,8.865119495,7,-6.732373637,13.50428309
1.35,1.92,SG116,Glycymeris radiolyrata,0.711114685,0.056342426,0.082083598,0.057852486,170.5393214,48.43842088,6,-6.729804583,13.5046771
0.88,2.11,SG116,Glycymeris radiolyrata,0.581103614,0.056342426,0.082083598,0.057852486,242.6212718,18.14057882,8,30.94759203,20.17288125
2.22,1.76,SG116,Glycymeris radiolyrata,0.671068804,0.056342426,0.082083598,0.057852486,315.9726713,,11,3.352547781,15.11214276
1.22,2.1,SG116,Glycymeris radiolyrata,0.571058199,0.056342426,0.082083598,0.057852486,90.57526711,17.39520793,3,34.56911254,20.91332038
1.31,2.1,SG116,Glycymeris radiolyrata,0.661047307,0.056342426,0.082083598,0.057852486,199.3155108,11.36456868,7,6.059944721,15.56502272
1.66,2.03,SG116,Glycymeris radiolyrata,0.581024013,0.056342426,0.082083598,0.057852486,270.5515893,,9,30.97578866,20.17857511
1.02,2.28,SG116,Glycymeris radiolyrata,0.611012179,0.056342426,0.082083598,0.057852486,229.5942173,24.80915441,8,20.87790852,18.20942806
0.91,2.26,SG116,Glycymeris radiolyrata,0.60100121,0.056342426,0.082083598,0.057852486,193.8878909,,7,24.1362306,18.82963557
1.54,1.82,SG116,Glycymeris radiolyrata,0.530989376,0.056342426,0.082083598,0.057852486,319.3214851,18.78194332,11,50.41919822,24.37659407
0.58,2.1,SG116,Glycymeris radiolyrata,0.680967042,0.056342426,0.082083598,0.057852486,191.1271338,4.85855065,7,0.754305992,14.68606577
0.73,2.26,SG116,Glycymeris radiolyrata,0.620955093,0.056342426,0.082083598,0.057852486,163.7874336,16.7011576,6,17.74552195,17.62657585
1.32,2.04,SG116,Glycymeris radiolyrata,0.770943144,0.056342426,0.082083598,0.057852486,199.3155108,11.36456868,7,-19.92900015,11.58166137
0.6,2.07,SG116,Glycymeris radiolyrata,0.910932069,0.056342426,0.082083598,0.057852486,119.4474941,,4,-44.46557659,8.515769974
1.23,2.17,SG116,Glycymeris radiolyrata,0.700909629,0.056342426,0.082083598,0.057852486,186.8827668,40.58915597,7,-4.265527237,13.88622837
1.11,1.97,SG116,Glycymeris radiolyrata,0.680897388,0.056342426,0.082083598,0.057852486,249.154622,,9,0.772334629,14.68899362
0.77,1.58,SG116,Glycymeris radiolyrata,0.460886022,0.056342426,0.082083598,0.057852486,96.93352352,8.446765822,4,85.23974207,33.36158196
1.98,1.99,SG116,Glycymeris radiolyrata,0.590497064,0.056342426,0.082083598,0.057852486,281.6305732,44.5974595,10,27.67428257,19.51939534
1.41,2.36,SG113,Ostrea edulis,0.550485078,0.056342426,0.082083598,0.057852486,63.88850866,,3,42.40877609,22.58025697
1.04,2.14,SG116,Glycymeris radiolyrata,0.560462005,0.056342426,0.082083598,0.057852486,104.9693965,,4,38.53300531,21.74508279
0.62,1.44,SG113,Ostrea edulis,0.620425427,0.056342426,0.082083598,0.057852486,257.2960534,,9,17.90986853,17.65683306
1.31,1.96,SG116,Glycymeris radiolyrata,0.600402933,0.056342426,0.082083598,0.057852486,12.09594634,,1,24.33440185,18.86781891
1.2,2.37,SG113,Ostrea edulis,0.57037954,0.056342426,0.082083598,0.057852486,63.88850866,,3,34.81846978,20.9649837
1.71,2.19,SG116,Glycymeris radiolyrata,0.580367544,0.056342426,0.082083598,0.057852486,132.1593347,21.29014367,5,31.20862546,20.22563529
0.32,1.22,SG113,Ostrea edulis,0.678556897,0.056342426,0.082083598,0.057852486,257.1345694,23.29726256,9,1.380207234,14.78794529
-9,-8.14,SG116,Glycymeris radiolyrata,0.638550587,0.056342426,0.082083598,0.057852486,199.3155108,11.36456868,7,12.43935236,16.66868147
1.01,1.14,SG113,Ostrea edulis,0.638544591,0.056342426,0.082083598,0.057852486,63.76588004,18.56904303,3,12.44111113,16.66899291
0.3,1.47,SG113,Ostrea edulis,0.518538439,0.056342426,0.082083598,0.057852486,204.3620016,28.90481599,7,55.86601475,25.65344065
0.56,1.15,SG113,Ostrea edulis,0.638520494,0.056342426,0.082083598,0.057852486,21.7795031,24.26904276,1,12.44818069,16.67024482
0.72,1.38,SG113,Ostrea edulis,0.648514668,0.056342426,0.082083598,0.057852486,246.0583444,,9,9.560384266,16.16420033
1.09,1.22,SG113,Ostrea edulis,0.638508991,0.056342426,0.082083598,0.057852486,63.76588004,18.56904303,3,12.45155576,16.67084252
0.97,1.29,SG113,Ostrea edulis,0.628492273,0.056342426,0.082083598,0.057852486,52.89624256,30.08705675,2,15.43662367,17.20524822
0.64,1.35,SG113,Ostrea edulis,0.688484028,0.056342426,0.082083598,0.057852486,257.1345694,23.29726256,9,-1.170658336,14.37573735
0.13,2.27,SG113,Ostrea edulis,0.788475782,0.056342426,0.082083598,0.057852486,259.0305035,24.11140425,9,-23.43991172,11.10342426
0.93,1.06,SG113,Ostrea edulis,0.688467117,0.056342426,0.082083598,0.057852486,63.76588004,18.56904303,3,-1.166373304,14.37642314
0.94,1.25,SG113,Ostrea edulis,0.688450848,0.056342426,0.082083598,0.057852486,264.6773986,27.03961801,9,-1.162250713,14.37708295
0.67,1.05,SG113,Ostrea edulis,0.658445931,0.056342426,0.082083598,0.057852486,78.58418542,17.52053518,3,6.775829504,15.68630462
0.62,1.37,SG113,Ostrea edulis,0.638440884,0.056342426,0.082083598,0.057852486,257.1345694,23.29726256,9,12.47154042,16.67438193
0.65,0.77,SG113,Ostrea edulis,0.668431353,0.056342426,0.082083598,0.057852486,51.67656561,,2,4.057434775,15.2291737
0.07,1.29,SG113,Ostrea edulis,0.718426375,0.056342426,0.082083598,0.057852486,234.9821194,24.84961637,8,-8.45431567,13.24195336
0.86,1.21,SG113,Ostrea edulis,0.698421639,0.056342426,0.082083598,0.057852486,266.8987086,17.89407388,9,-3.654298061,13.9819904
0.68,1.14,SG113,Ostrea edulis,0.638417025,0.056342426,0.082083598,0.057852486,63.92342223,19.60331192,3,12.47854235,16.67562214
0.63,1.08,SG113,Ostrea edulis,0.718407994,0.056342426,0.082083598,0.057852486,246.0583444,,9,-8.450022266,13.24260309
0.59,0.79,SG113,Ostrea edulis,0.748403349,0.056342426,0.082083598,0.057852486,176.3628141,,6,-15.18997532,12.24907832
0.54,1.27,SG113,Ostrea edulis,0.708396779,0.056342426,0.082083598,0.057852486,21.7795031,24.26904276,1,-6.080121451,13.60456728
-0.01,1.29,SG113,Ostrea edulis,0.658388348,0.056342426,0.082083598,0.057852486,234.9821194,24.84961637,8,6.791738455,15.68900716
0.6,1.41,SG113,Ostrea edulis,0.618379988,0.056342426,0.082083598,0.057852486,257.1345694,23.29726256,9,18.5471591,17.77449955
0.62,1.2,SG113,Ostrea edulis,0.658229169,0.056342426,0.082083598,0.057852486,56.64989657,72.53257619,2,6.835730074,15.6964819
0.75,1.23,SG113,Ostrea edulis,0.578229102,0.056342426,0.082083598,0.057852486,246.0583444,,9,31.97081482,20.38021671
3.38,2.26,SG115,Pecten complanatus,0.621933682,0.056342426,0.082083598,0.057852486,9.312310129,17.37880143,1,17.442613,17.57090179
3.27,1.89,SG115,Pecten complanatus,0.691918467,0.056342426,0.082083598,0.057852486,178.1963049,81.97197457,6,-2.036751941,14.23758311
2.35,2.02,SG115,Pecten complanatus,0.63190396,0.056342426,0.082083598,0.057852486,143.9629358,66.89979067,5,14.40942669,17.02004722
-0.06,1.27,SG115,Pecten complanatus,0.631889454,0.056342426,0.082083598,0.057852486,76.11059971,18.07830497,3,14.41377124,17.02082764
-0.35,0.97,SG115,Pecten complanatus,0.621845495,0.056342426,0.082083598,0.057852486,78.46449477,17.90277743,3,17.46987127,17.57590686
-0.22,0.89,SG115,Pecten complanatus,0.651831292,0.056342426,0.082083598,0.057852486,91.31823844,16.71598943,3,8.621239076,16.00192328
0.2,0.72,SG115,Pecten complanatus,0.571817089,0.056342426,0.082083598,0.057852486,56.10214534,12.00341495,2,34.29099231,20.85580177
0.48,0.44,SG115,Pecten complanatus,0.551788997,0.056342426,0.082083598,0.057852486,46.05497052,6.655190042,2,41.89401304,22.46807255
-0.34,0.47,SG115,Pecten complanatus,0.561773685,0.056342426,0.082083598,0.057852486,171.1330004,3.237334785,6,38.03400245,21.63913607
0.32,0.55,SG115,Pecten complanatus,0.581759798,0.056342426,0.082083598,0.057852486,123.3701565,,5,30.71545377,20.12604673
1.4,0.32,SG115,Pecten complanatus,0.621744842,0.056342426,0.082083598,0.057852486,253.4504502,18.94733933,9,17.50099202,17.58162233
-2.45,-1.08,SG126,Astarte benedeni,0.759278235,0.040470915,0.173754774,0.08841006,96.07717302,36.23899248,4,-17.50936236,8.53924507
1.89,0.17,SG126,Astarte benedeni,0.739251965,0.040470915,0.173754774,0.08841006,119.0884859,19.17778292,4,-13.18847683,8.9813356
1.63,-0.04,SG126,Astarte benedeni,0.639263338,0.040470915,0.173754774,0.08841006,129.9717924,23.54914148,5,12.23048673,11.89795908
1.19,0.56,SG126,Astarte benedeni,0.659280808,0.040470915,0.173754774,0.08841006,155.4258326,20.84729242,6,6.545476193,11.19722407
2.58,0.79,SG126,Astarte benedeni,0.669254779,0.040470915,0.173754774,0.08841006,308.4991586,17.68427999,11,3.83678678,10.87338835
3.14,0.98,SG126,Astarte benedeni,0.669267915,0.040470915,0.173754774,0.08841006,6.26896213,25.33236064,1,3.833271067,10.87297219
2.71,0.88,SG126,Astarte benedeni,0.66926513,0.040470915,0.173754774,0.08841006,13.97235947,17.5145904,1,3.834016329,10.87306041
2.5,0.82,SG126,Astarte benedeni,0.529451661,0.040470915,0.173754774,0.08841006,13.97235947,17.5145904,1,51.07728048,17.49869012
1.58,0.41,SG126,Astarte benedeni,0.649283284,0.040470915,0.173754774,0.08841006,102.9444133,16.85904928,4,9.341904955,11.53832
1.06,0.3,SG126,Astarte benedeni,0.679300119,0.040470915,0.173754774,0.08841006,150.2693656,17.22117742,5,1.186739248,10.56274182
0.81,1.13,SG126,Astarte benedeni,0.669270685,0.040470915,0.173754774,0.08841006,205.9058452,28.31282774,7,3.832529784,10.87288444
0.77,1.07,SG126,Astarte benedeni,0.589454459,0.040470915,0.173754774,0.08841006,205.9058452,28.31282774,7,28.03238958,14.00044364
2.28,0.98,SG126,Astarte benedeni,0.569279867,0.040470915,0.173754774,0.08841006,48.17416383,21.34606791,2,35.22380905,15.03547855
2.09,1.28,SG126,Astarte benedeni,0.709274114,0.040470915,0.173754774,0.08841006,39.23865165,21.32507902,2,-6.290357281,9.718637057
2.11,1.32,SG126,Astarte benedeni,0.609298613,0.040470915,0.173754774,0.08841006,39.23865165,21.32507902,2,21.42803623,13.0934963
1.83,1.21,SG126,Astarte benedeni,0.609888434,0.040470915,0.173754774,0.08841006,39.23865165,21.32507902,2,21.23833018,13.06805053
1.58,1.27,SG126,Astarte benedeni,0.619299568,0.040470915,0.173754774,0.08841006,110.2524653,15.53221064,4,18.26013118,12.67295566
1.12,1.38,SG126,Astarte benedeni,0.759442803,0.040470915,0.173754774,0.08841006,127.680258,20.34038546,5,-17.54398222,8.535763407
0.89,1.35,SG126,Astarte benedeni,0.659271573,0.040470915,0.173754774,0.08841006,119.6444295,22.14282104,4,6.548020996,11.19753133
0.51,0.8,SG126,Astarte benedeni,0.639285771,0.040470915,0.173754774,0.08841006,127.5039661,21.80230239,5,12.22392049,11.89713308
0.37,0.9,SG126,Astarte benedeni,0.58945377,0.040470915,0.173754774,0.08841006,127.5039661,21.80230239,5,28.03262674,14.00047695
0.59,1.17,SG113,Ostrea edulis,0.739361289,0.040470915,0.173754774,0.08841006,21.7795031,24.26904276,1,-13.21266278,8.978819097
0.69,1.39,SG113,Ostrea edulis,0.7493622,0.040470915,0.173754774,0.08841006,246.0583444,,9,-15.39702016,8.753492698
0.42,0.84,SG113,Ostrea edulis,0.739362675,0.040470915,0.173754774,0.08841006,126.1969166,,5,-13.21296925,8.978787212
0.13,2.1,SG113,Ostrea edulis,0.719363612,0.040470915,0.173754774,0.08841006,242.533363,31.62291423,8,-8.672956556,9.459538491
0.58,1.14,SG113,Ostrea edulis,0.629364959,0.040470915,0.173754774,0.08841006,255.9024977,20.5084876,9,15.17282652,12.27200767
1.31,2.37,SG113,Ostrea edulis,0.619366293,0.040470915,0.173754774,0.08841006,63.88850866,,3,18.23933747,12.67022594
0.86,1.09,SG113,Ostrea edulis,0.619366728,0.040470915,0.173754774,0.08841006,63.76588004,18.56904303,3,18.23920169,12.67020812
0.26,1.5,SG113,Ostrea edulis,0.60936762,0.040470915,0.173754774,0.08841006,204.3620016,28.90481599,7,21.40582229,13.09051495
-3.94,-0.73,SG113,Ostrea edulis,0.629368748,0.040470915,0.173754774,0.08841006,,,1,15.17168263,12.27186073
1.1,1.58,SG113,Ostrea edulis,0.629369187,0.040470915,0.173754774,0.08841006,257.2960534,,9,15.17155019,12.27184372
0.52,1.24,SG113,Ostrea edulis,0.659370521,0.040470915,0.173754774,0.08841006,257.1345694,23.29726256,9,6.520756912,11.1942397
0.91,2.66,SG113,Ostrea edulis,0.619371362,0.040470915,0.173754774,0.08841006,161.4987489,30.38365861,6,18.23775778,12.67001858
0.26,0.79,SG113,Ostrea edulis,0.649371781,0.040470915,0.173754774,0.08841006,157.9387373,63.48957383,6,9.316782099,11.53522479
0.04,1.28,SG113,Ostrea edulis,0.609372666,0.040470915,0.173754774,0.08841006,234.9821194,24.84961637,8,21.40419818,13.09029699
0.74,1.14,SG113,Ostrea edulis,0.639373069,0.040470915,0.173754774,0.08841006,63.92342223,19.60331192,3,12.19837185,11.89391956
0.67,1.04,SG113,Ostrea edulis,0.609373957,0.040470915,0.173754774,0.08841006,266.8987086,17.89407388,9,21.40378244,13.0902412
1.15,1.12,SG113,Ostrea edulis,0.619374829,0.040470915,0.173754774,0.08841006,341.2868206,,12,18.23667761,12.66987679
2.48,2.24,SG116,Glycymeris radiolyrata,0.579375252,0.040470915,0.173754774,0.08841006,49.70382851,15.89068044,2,31.56158991,14.50212488
1.83,2.44,SG116,Glycymeris radiolyrata,0.559375663,0.040470915,0.173754774,0.08841006,103.3813363,27.69890454,4,38.94810497,15.59138985
2.3,2.39,SG116,Glycymeris radiolyrata,0.599376936,0.040470915,0.173754774,0.08841006,275.1317293,16.03992811,10,24.67517397,13.53426571
1.64,0.56,SG126,Astarte benedeni,0.629300934,0.040470915,0.173754774,0.08841006,13.43195167,17.31102729,1,15.19215548,12.27449084
2.8,0.84,SG126,Astarte benedeni,0.809275488,0.040470915,0.173754774,0.08841006,341.5980298,30.39972873,12,-27.42153352,7.580873714
2.82,0.88,SG126,Astarte benedeni,0.589446006,0.040470915,0.173754774,0.08841006,341.5980298,30.39972873,12,28.03529828,14.00085219
2.25,0.74,SG126,Astarte benedeni,0.699906448,0.040470915,0.173754774,0.08841006,341.5980298,30.39972873,12,-4.019574611,9.96998777
2.38,1.05,SG126,Astarte benedeni,0.649284954,0.040470915,0.173754774,0.08841006,357.1505103,29.09241172,12,9.341430813,11.53826158
2.36,1.08,SG126,Astarte benedeni,0.649297022,0.040470915,0.173754774,0.08841006,357.1505103,29.09241172,12,9.338004391,11.5378394
2.37,1.1,SG126,Astarte benedeni,0.679910996,0.040470915,0.173754774,0.08841006,357.1505103,29.09241172,12,1.02802798,10.54432972
1.73,1.06,SG126,Astarte benedeni,0.589298424,0.040470915,0.173754774,0.08841006,116.5534983,31.8317604,4,28.08609354,14.0079881
1.36,0.97,SG126,Astarte benedeni,0.639900552,0.040470915,0.173754774,0.08841006,116.5534983,31.8317604,4,12.04414404,11.87453318
0.87,0.62,SG126,Astarte benedeni,0.649273275,0.040470915,0.173754774,0.08841006,196.0751899,29.74479182,7,9.344746664,11.53867015
0.91,0.67,SG126,Astarte benedeni,0.639297848,0.040470915,0.173754774,0.08841006,196.0751899,29.74479182,7,12.22038537,11.8966884
0.57,0.47,SG126,Astarte benedeni,0.589259621,0.040470915,0.173754774,0.08841006,232.6652509,23.77221702,8,28.09945307,14.0098653
0.94,0.65,SG126,Astarte benedeni,0.679297377,0.040470915,0.173754774,0.08841006,232.6652509,23.77221702,8,1.187452378,10.5628246
1.44,0.63,SG126,Astarte benedeni,0.579446715,0.040470915,0.173754774,0.08841006,271.1211386,21.885519,9,31.53612899,14.49846254
1.61,0.66,SG126,Astarte benedeni,0.679902123,0.040470915,0.173754774,0.08841006,271.1211386,21.885519,9,1.030331214,10.54459677
2.04,0.12,SG126,Astarte benedeni,0.629262436,0.040470915,0.173754774,0.08841006,261.4493311,29.28243472,9,15.20377975,12.27598435
1.84,0.13,SG126,Astarte benedeni,0.629450628,0.040470915,0.173754774,0.08841006,261.4493311,29.28243472,9,15.14696939,12.26868638
1.15,0.81,SG126,Astarte benedeni,0.629448803,0.040470915,0.173754774,0.08841006,274.7521999,27.63183222,9,15.14751999,12.26875709
2.49,1.13,SG126,Astarte benedeni,0.629299014,0.040470915,0.173754774,0.08841006,275.8460114,27.81311401,10,15.19273522,12.27456532
0.87,0.77,SG113,Ostrea edulis,0.589294514,0.040470915,0.173754774,0.08841006,29.73552719,119.7948354,1,28.08743973,14.00817725
0.55,0.76,SG113,Ostrea edulis,0.649294251,0.040470915,0.173754774,0.08841006,67.17645837,45.03769234,3,9.33879109,11.53793633
0.57,0.81,SG113,Ostrea edulis,0.66929383,0.040470915,0.173754774,0.08841006,285.5491715,,10,3.826335728,10.87215128
0.35,0.81,SG113,Ostrea edulis,0.619293608,0.040470915,0.173754774,0.08841006,126.1969166,,5,18.26198885,12.67319955
0.53,0.69,SG113,Ostrea edulis,0.57929322,0.040470915,0.173754774,0.08841006,64.95984885,,3,31.59082413,14.50633075
0.55,0.73,SG113,Ostrea edulis,0.619292744,0.040470915,0.173754774,0.08841006,176.3628141,,6,18.26225792,12.67323487
0.65,0.93,SG113,Ostrea edulis,0.639292604,0.040470915,0.173754774,0.08841006,94.45509579,,4,12.22192025,11.89688147
0.76,0.88,SG113,Ostrea edulis,0.619292349,0.040470915,0.173754774,0.08841006,56.64989657,72.53257619,2,18.26238129,12.67325107
0.52,0.8,SG113,Ostrea edulis,0.569292061,0.040470915,0.173754774,0.08841006,285.5491715,,10,35.21930543,15.0348146
0.89,0.72,SG113,Ostrea edulis,0.599291878,0.040470915,0.173754774,0.08841006,29.73552719,119.7948354,1,24.7034774,13.53815122
0.63,0.91,SG113,Ostrea edulis,0.68929184,0.040470915,0.173754774,0.08841006,94.45509579,,4,-1.37511809,10.2681811
0.51,0.82,SG113,Ostrea edulis,0.569291784,0.040470915,0.173754774,0.08841006,126.1969166,,5,35.21940765,15.03482967
0.52,0.73,SG113,Ostrea edulis,0.619291767,0.040470915,0.173754774,0.08841006,64.95984885,,3,18.26256263,12.67327488
0.5,0.77,SG113,Ostrea edulis,0.559291741,0.040470915,0.173754774,0.08841006,67.17645837,45.03769234,3,38.98024111,15.59624656
0.61,0.9,SG113,Ostrea edulis,0.589291734,0.040470915,0.173754774,0.08841006,94.45509579,,4,28.08839681,14.00831173
0.59,0.78,SG113,Ostrea edulis,0.659291727,0.040470915,0.173754774,0.08841006,67.17645837,45.03769234,3,6.542467319,11.19686077
0.52,0.83,SG113,Ostrea edulis,0.649291742,0.040470915,0.173754774,0.08841006,285.5491715,,10,9.339503597,11.53802412
0.86,0.88,SG113,Ostrea edulis,0.669291754,0.040470915,0.173754774,0.08841006,56.64989657,72.53257619,2,3.826891221,10.87221703
0.5,0.81,SG113,Ostrea edulis,0.629291786,0.040470915,0.173754774,0.08841006,126.1969166,,5,15.19491765,12.27484572
0.88,0.76,SG113,Ostrea edulis,0.599291806,0.040470915,0.173754774,0.08841006,29.73552719,119.7948354,1,24.7035013,13.5381545
0.78,0.8,SG113,Ostrea edulis,0.609291857,0.040470915,0.173754774,0.08841006,176.3628141,,6,21.43021113,13.09378822
0.91,0.31,SG126,Astarte benedeni,0.739438622,0.040470915,0.173754774,0.08841006,291.1019959,43.3081651,10,-13.22976712,8.977039709
1.02,1.16,SG126,Astarte benedeni,0.61928243,0.040470915,0.173754774,0.08841006,302.0173628,26.68994694,10,18.26547276,12.67365695
1.47,1.16,SG126,Astarte benedeni,0.539449837,0.040470915,0.173754774,0.08841006,311.5228328,34.11322787,11,46.8687692,16.81987645
2.54,0.81,SG127,Astarte benedeni,0.53985634,0.040470915,0.173754774,0.08841006,,,1,46.70110971,16.79321219
2.36,0.47,SG127,Astarte benedeni,0.669398115,0.040470915,0.173754774,0.08841006,130.0585733,71.31986402,5,3.798431866,10.86884885
2.67,0.53,SG127,Astarte benedeni,0.589868912,0.040470915,0.173754774,0.08841006,130.0585733,71.31986402,5,27.88988285,13.98043732
0.92,0.38,SG127,Astarte benedeni,0.649403004,0.040470915,0.173754774,0.08841006,237.5809906,46.76962772,8,9.307920033,11.53413309
0.93,0.43,SG127,Astarte benedeni,0.649857903,0.040470915,0.173754774,0.08841006,237.5809906,46.76962772,8,9.178899558,11.5182472
1.79,0.61,SG127,Astarte benedeni,0.689386484,0.040470915,0.173754774,0.08841006,223.0395491,63.47453212,8,-1.399042494,10.26545673
1.07,2.33,SG113,Ostrea edulis,0.639425355,0.040470915,0.173754774,0.08841006,63.88850866,,3,12.18307306,11.89199556
0.11,2.4,SG113,Ostrea edulis,0.539426036,0.040470915,0.173754774,0.08841006,207.8617114,26.25475136,7,46.87859408,16.82143988
0.24,2.08,SG113,Ostrea edulis,0.649427366,0.040470915,0.173754774,0.08841006,242.533363,31.62291423,8,9.301005946,11.5332814
0.83,2.65,SG113,Ostrea edulis,0.659435851,0.040470915,0.173754774,0.08841006,161.4987489,30.38365861,6,6.502760234,11.19206729
0.02,2.36,SG113,Ostrea edulis,0.679436489,0.040470915,0.173754774,0.08841006,207.8617114,26.25475136,7,1.151285153,10.55862691
1.28,2.36,SG113,Ostrea edulis,0.689437925,0.040470915,0.173754774,0.08841006,242.533363,31.62291423,8,-1.412043325,10.26397648
2.18,0.14,SG127,Astarte benedeni,0.619391954,0.040470915,0.173754774,0.08841006,125.3559698,47.59484188,5,18.23134173,12.6691764
0.71,2.64,SG113,Ostrea edulis,0.689439998,0.040470915,0.173754774,0.08841006,161.4987489,30.38365861,6,-1.412567244,10.26391683
2.39,0.34,SG127,Astarte benedeni,0.629883905,0.040470915,0.173754774,0.08841006,125.3559698,47.59484188,5,15.01630093,12.25191158
1.25,2.35,SG113,Ostrea edulis,0.609444607,0.040470915,0.173754774,0.08841006,63.88850866,,3,21.38104549,13.08719018
0.64,0.34,SG127,Astarte benedeni,0.61986088,0.040470915,0.173754774,0.08841006,142.9804229,43.66667124,5,18.08534504,12.65002279
0.69,0.3,SG127,Astarte benedeni,0.649395814,0.040470915,0.173754774,0.08841006,241.5537848,32.80481742,8,9.309960617,11.53438445
0.65,0.36,SG127,Astarte benedeni,0.649891312,0.040470915,0.173754774,0.08841006,241.5537848,32.80481742,8,9.169431147,11.51708197
1.78,-0.3,SG127,Astarte benedeni,0.55945231,0.040470915,0.173754774,0.08841006,241.3184515,53.05032317,8,38.91876304,15.58695633
2.04,-0.15,SG127,Astarte benedeni,0.639874813,0.040470915,0.173754774,0.08841006,241.3184515,53.05032317,8,12.05166397,11.87547794
0.92,-0.34,SG127,Astarte benedeni,0.589391218,0.040470915,0.173754774,0.08841006,240.2100664,39.77240181,8,28.05415238,14.00350059
1.06,-0.28,SG127,Astarte benedeni,0.639895991,0.040470915,0.173754774,0.08841006,240.2100664,39.77240181,8,12.04547658,11.87470059
1.07,-0.1,SG127,Astarte benedeni,0.65938395,0.040470915,0.173754774,0.08841006,251.7456193,38.62819127,9,6.517057375,11.1937931
1.1,0.74,SG127,Astarte benedeni,0.709400789,0.040470915,0.173754774,0.08841006,243.9356962,37.63273293,8,-6.320671353,9.71531084
1.24,0.8,SG127,Astarte benedeni,0.619864549,0.040470915,0.173754774,0.08841006,243.9356962,37.63273293,8,18.08420365,12.64987313
2.63,0.54,SG127,Astarte benedeni,0.689387233,0.040470915,0.173754774,0.08841006,204.5237674,65.47805773,7,-1.399231944,10.26543516
2.44,1.04,SG127,Astarte benedeni,0.639377438,0.040470915,0.173754774,0.08841006,76.44732619,35.30627562,3,12.19709339,11.89375877
2.58,1.12,SG127,Astarte benedeni,0.599877843,0.040470915,0.173754774,0.08841006,76.44732619,35.30627562,3,24.50865773,13.51142159
1.95,0.92,SG127,Astarte benedeni,0.669382389,0.040470915,0.173754774,0.08841006,73.55663133,46.75859588,3,3.802639245,10.86934675
1.74,0.89,SG127,Astarte benedeni,0.679897487,0.040470915,0.173754774,0.08841006,73.55663133,46.75859588,3,1.031534773,10.54473631
1.14,0.58,SG127,Astarte benedeni,0.609396534,0.040470915,0.173754774,0.08841006,146.6697806,18.27762575,5,21.39651617,13.08926611
0.68,0.53,SG127,Astarte benedeni,0.629394302,0.040470915,0.173754774,0.08841006,164.1731827,19.77398778,6,15.16396917,12.2708699
0.67,0.84,SG127,Astarte benedeni,0.60937992,0.040470915,0.173754774,0.08841006,174.5199904,16.93703671,6,21.40186342,13.08998368
1.07,1.02,SG127,Astarte benedeni,0.679389559,0.040470915,0.173754774,0.08841006,180.9860295,24.03316693,6,1.163484735,10.56004271
0.29,2.16,SG113,Ostrea edulis,0.539886975,0.040470915,0.173754774,0.08841006,242.533363,31.62291423,8,46.68848496,16.79120554
1.82,1.01,SG127,Astarte benedeni,0.66938149,0.040470915,0.173754774,0.08841006,210.6390697,45.96140376,7,3.802879598,10.86937519
2.42,0.82,SG127,Astarte benedeni,0.649379155,0.040470915,0.173754774,0.08841006,229.5009076,77.41259113,8,9.314688912,11.53496692
2.49,0.87,SG127,Astarte benedeni,0.639892769,0.040470915,0.173754774,0.08841006,229.5009076,77.41259113,8,12.04641783,11.87481884
2.23,0.38,SG127,Astarte benedeni,0.659384774,0.040470915,0.173754774,0.08841006,72.79064719,77.4963025,3,6.516830411,11.1937657
0.71,0.43,SG127,Astarte benedeni,0.639388793,0.040470915,0.173754774,0.08841006,216.2905956,44.81082849,8,12.1937705,11.89334087
0.63,0.56,SG127,Astarte benedeni,0.629870291,0.040470915,0.173754774,0.08841006,216.2905956,44.81082849,8,15.02040408,12.2524381
2.05,0.34,SG127,Astarte benedeni,0.599260536,0.040470915,0.173754774,0.08841006,285.0582122,,10,24.71390855,13.5395834
2.21,0.43,SG127,Astarte benedeni,0.659904879,0.040470915,0.173754774,0.08841006,285.0582122,,10,6.373657732,11.17649147
0.92,0.37,SG127,Astarte benedeni,0.639256794,0.040470915,0.173754774,0.08841006,134.8592564,,5,12.23240222,11.89820005
0.74,0.34,SG127,Astarte benedeni,0.619882485,0.040470915,0.173754774,0.08841006,134.8592564,,5,18.07862373,12.64914148
