Date,Sample_name,Run,ID,Row,Int,par49,d47,d47_SE,D47_Raw,D47_SD,D47_final,Final_d18O,Final_d13C,OUTLIER,Specimen,Species,Sample_nr,Datetime,Sample_or_Standard,Sample_or_Standard2,D47_offset_corr_strict,D47_offset_N_strict,D47_accepted,D47_corrETF_strict,D47_acc,Instrument,D47_sd_ext,d18O_sd_ext,d13C_sd_ext,mineral,temp_strict,d18Ow_strict,Sample_nr2,Dist,ShellChron_Age,ShellChron_DOY,ShellChron_DOY_err,month_score,month,Day_offset,ShellChron_DOY_rotated,Rotated month
44672.55972,Pygocardia A2,234,BG,5,18203.792,0.000541427,18.43919802,0.019680173,-0.229883662,0.117771893,0.6237,2.239117264,-0.397061707,FALSE,SG105,Pygocardia rustica,2,44672.55972,Sample,Sample,0.630410712,40,NA,0.621082944,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,17.70589374,3.123629307,2,61.7160274,2579.385569,24.38556935,NA,1,January,1,25.38556935,1
44672.58681,Pygocardia B2,234,BG,6,12319.29,0.00167851,20.81545635,0.021431987,-0.132870218,0.118326742,0.72053,2.53568413,1.596918861,FALSE,SG105,Pygocardia rustica,14,44672.58681,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,14,53.86835616,2302.576585,112.5765847,NA,4,April,1,113.5765847,4
44672.61111,Pygocardia C2,234,BG,7,16184.643,0.00124291,18.65599705,0.021980194,-0.182812526,0.106945768,0.66904,1.630582061,0.406793036,FALSE,SG105,Pygocardia rustica,26,44672.61111,Sample,Sample,0.659953871,44,NA,0.648611215,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,9.532912949,0.719408711,26,46.02068493,2013.710966,188.7109656,14.72713989,7,July,1,189.7109656,7
44672.63681,Pygocardia D4,234,BG,8,14692.564,0.002181468,20.60561867,0.022455992,-0.218825194,0.109317799,0.63323,2.609396085,1.395280781,FALSE,SG105,Pygocardia rustica,40,44672.63681,Sample,Sample,0.629213992,24,NA,0.619720778,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,18.12894168,3.584585876,40,36.86506849,1683.999572,223.9995716,61.13478551,8,August,1,224.9995716,8
44672.71875,Pygocardia E2,234,BG,11,18796.676,0.002002289,21.14504497,0.021171602,-0.202599124,0.10846667,0.64937,2.990933988,1.510061673,FALSE,SG105,Pygocardia rustica,50,44672.71875,Sample,Sample,0.65936011,29,NA,0.647678918,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,9.798522693,2.138522621,50,30.32534247,1129.434597,34.43459651,70.62096487,2,February,1,35.43459651,2
44672.74306,Pygocardia F2,234,BG,12,15965.9,0.000240344,20.92439417,0.023233629,-0.171838392,0.109488914,0.68024,2.983043698,1.262394831,FALSE,SG105,Pygocardia rustica,62,44672.74306,Sample,Sample,0.672197729,46,NA,0.659456668,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,6.497026686,1.377023474,62,22.47767123,698.511093,333.511093,13.62429688,11,November,1,334.511093,11
44672.76875,Pygocardia A8,234,BG,13,15761.532,0.001348737,19.35046126,0.023232932,-0.190728666,0.09533902,0.6615,2.379344755,0.321926456,FALSE,SG105,Pygocardia rustica,8,44672.76875,Sample,Sample,0.655463053,40,NA,0.643846552,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,10.8982755,1.774573018,8,57.79219178,2522.17214,332.1721402,23.49676562,11,November,1,333.1721402,11
44672.82431,Pygocardia C8,234,BG,15,17083.185,0.002452163,20.99914041,0.025262558,-0.19960789,0.132687301,0.65266,2.469427105,1.871620258,FALSE,SG105,Pygocardia rustica,32,44672.82431,Sample,Sample,0.648636796,49,NA,0.637347382,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,12.79298391,2.286071221,32,42.09684932,1875.805141,50.80514073,NA,2,February,1,51.80514073,2
44672.85278,Pygocardia D8,234,BG,16,18318.976,0.002073128,21.03227403,0.02585846,-0.194110046,0.111571879,0.65813,2.85885651,1.481149871,FALSE,SG105,Pygocardia rustica,44,44672.85278,Sample,Sample,0.667170607,38,NA,0.654673994,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,7.823696337,1.557889635,44,34.24917808,1448.94302,353.9430202,25.73451097,12,December,1,354.9430202,12
44672.87847,Pygocardia E8,234,BG,17,18249.408,0.002079112,21.07109583,0.023932466,-0.170111696,0.116727339,0.6816,3.046921763,1.293076175,FALSE,SG105,Pygocardia rustica,56,44672.87847,Sample,Sample,0.690625909,38,NA,0.676440639,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,1.933340301,0.370192311,56,26.40150685,723.1729405,358.1729405,49.77223388,12,December,1,359.1729405,12
44672.90417,Pygocardia F8,234,BG,18,16198.295,0.002496386,20.4623513,0.026596888,-0.193617998,0.121211052,0.65828,2.860142612,0.908953635,FALSE,SG105,Pygocardia rustica,68,44672.90417,Sample,Sample,0.649148399,44,NA,0.637617988,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,12.7133363,2.65910006,68,18.55383562,412.4609708,47.46097078,33.42723391,2,February,1,48.46097078,2
44672.95972,Pygocardia A5,234,BG,20,18388.323,0.001780686,19.90725944,0.019231908,-0.208232923,0.113591417,0.64373,2.438044745,0.783288935,FALSE,SG105,Pygocardia rustica,5,44672.95972,Sample,Sample,0.65304773,38,NA,0.641306073,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,11.63441032,1.99762774,5,59.75410959,2555.179979,0.179979365,23.06957965,1,January,1,1.179979365,1
44672.98542,Pygocardia B5,234,BG,21,16625.541,0.001407196,21.06570931,0.021929601,-0.236625795,0.108782387,0.61546,2.60464285,1.814311429,FALSE,SG105,Pygocardia rustica,17,44672.98542,Sample,Sample,0.607910984,45,NA,0.598935963,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,24.82199761,4.976162675,17,51.90643836,2206.766711,16.76671087,17.50619035,1,January,1,17.76671087,1
44673.01389,Pygocardia D5,234,BG,22,17783.533,0.002306092,20.72478429,0.022175761,-0.166054374,0.085043294,0.68618,2.508948711,1.495520335,FALSE,SG105,Pygocardia rustica,41,44673.01389,Sample,Sample,0.684472244,44,NA,0.670984758,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,3.374927025,0.175350879,41,36.21109589,1575.966743,115.9667427,NA,4,April,1,116.9667427,4
44673.03958,Pygocardia E5,234,BG,23,15291.522,0.002856064,21.01926066,0.023344988,-0.276248296,0.116490595,0.57637,3.016181705,1.374995003,FALSE,SG105,Pygocardia rustica,53,44673.03958,Sample,Sample,0.56630718,31,NA,0.560269981,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,38.6062587,8.082092345,53,28.36342466,1103.186839,8.186839153,65.56090499,1,January,1,9.186839153,1
44673.11944,Pygocardia F5,234,BG,26,16459.913,0.002415665,20.89850738,0.01798095,-0.227515361,0.114539982,0.62493,2.89019674,1.313205643,FALSE,SG105,Pygocardia rustica,65,44673.11944,Sample,Sample,0.616265147,44,NA,0.606889708,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,22.20664514,4.723915388,65,20.51575342,611.6913671,246.6913671,35.63510115,9,September,1,247.6913671,9
44673.14514,Pygocardia A11,234,BG,27,17380.169,0.001673476,19.37970063,0.041760381,-0.297917575,0.127600918,0.55512,2.223070029,0.545149278,FALSE,SG105,Pygocardia rustica,11,44673.14514,Sample,Sample,0.551362726,49,NA,0.546225513,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,44.10812565,8.295734895,11,55.83027397,2413.88186,223.88186,21.21413294,8,August,1,224.88186,8
44673.17292,Pygocardia C11,234,BG,28,16258.126,0.002347365,21.10582305,0.039820719,-0.196781851,0.125123413,0.65603,2.609076978,1.776895895,FALSE,SG105,Pygocardia rustica,35,44673.17292,Sample,Sample,0.647954367,45,NA,0.636605213,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,13.01176959,2.47402215,35,40.13493151,1807.717506,347.7175064,32.29197863,12,December,1,348.7175064,12
44673.22431,Pygocardia D11,234,BG,30,17291.969,0.002450937,20.2809766,0.028662857,-0.233397033,0.12108333,0.61951,2.655242828,0.961621932,FALSE,SG105,Pygocardia rustica,47,44673.22431,Sample,Sample,0.614849383,48,NA,0.605655581,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,22.60794052,4.571735013,47,32.28726027,1263.335046,168.3350462,58.23140385,6,June,1,169.3350462,6
44673.25278,Pygocardia E11,234,BG,31,18027.151,0.002029696,20.59510816,0.035736381,-0.178109304,0.095633167,0.67466,2.67050601,1.199918451,FALSE,SG105,Pygocardia rustica,59,44673.25278,Sample,Sample,0.676322177,38,NA,0.663118008,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,5.494008645,0.832682372,59,24.43958904,710.8880576,345.8880576,NA,12,December,1,346.8880576,12
44673.27778,Pygocardia F11,234,BG,32,15710.948,0.001385126,21.39775124,0.025827034,-0.183877258,0.104451752,0.66892,3.274097763,1.40792504,FALSE,SG105,Pygocardia rustica,71,44673.27778,Sample,Sample,0.662014941,41,NA,0.649716385,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,9.219018583,2.290361731,71,16.59191781,326.5753518,326.5753518,NA,11,November,1,327.5753518,11
44673.30347,Pygocardia B2,234,BG,33,14163.134,0.002405064,19.32390088,0.017265923,-0.17324561,0.106381031,0.67953,1.623931833,1.024078963,FALSE,SG105,Pygocardia rustica,14,44673.30347,Sample,Sample,0.674615153,14,NA,0.661077215,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,6.051746204,-0.082734452,14,53.86835616,2302.576585,112.5765847,NA,4,April,1,113.5765847,4
44673.35625,Pygocardia D1,234,BG,35,17008.125,0.003316538,19.87641497,0.047124973,-0.18462617,0.125852696,0.66818,2.410940408,0.763615433,FALSE,SG105,Pygocardia rustica,37,44673.35625,Sample,Sample,0.6653407,49,NA,0.652232497,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,8.508266059,1.266704296,37,38.8269863,1745.844629,285.8446291,NA,10,October,1,286.8446291,10
44673.38333,Pygocardia E1,234,BG,36,15465.08,0.00156724,21.05699211,0.034459307,-0.191746221,0.12251133,0.6611,2.882027604,1.474486388,FALSE,SG105,Pygocardia rustica,49,44673.38333,Sample,Sample,0.652295846,34,NA,0.640105255,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,11.98435957,2.519310775,49,30.97931507,1154.262684,59.26268368,NA,2,February,1,60.26268368,2
44673.40903,Pygocardia F1,234,BG,37,17571.887,0.002250425,21.01979662,0.026611578,-0.200707897,0.110606325,0.65324,3.050200786,1.269022405,FALSE,SG105,Pygocardia rustica,61,44673.40903,Sample,Sample,0.649509461,47,NA,0.637945718,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,12.61696394,2.827789255,61,23.13164384,702.6367479,337.6367479,NA,12,December,1,338.6367479,12
44673.43611,Pygocardia A6,234,BG,38,18929.066,0.001884485,20.49126706,0.020337538,-0.087333485,0.108338798,0.76766,2.575470181,1.116247666,FALSE,SG105,Pygocardia rustica,6,44673.43611,Sample,Sample,0.774835649,26,NA,0.755293773,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-16.66683948,-4.841487963,6,59.10013699,2543.738292,353.7382923,NA,12,December,1,354.7382923,12
44673.48819,Pygocardia D6,234,BG,40,14199.484,0.001933549,20.73908604,0.03450918,-0.243800706,0.135299023,0.61119,2.750905701,1.362416118,FALSE,SG105,Pygocardia rustica,42,44673.48819,Sample,Sample,0.604060057,14,NA,0.595519787,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,25.96683395,5.355576451,42,35.55712329,1467.933914,7.933913896,47.81238425,1,January,1,8.933913896,1
44673.51806,Pygocardia E6,234,BG,41,17526.442,0.001629909,20.61005894,0.02311141,-0.143068358,0.09064846,0.71197,2.5763961,1.312142076,FALSE,SG105,Pygocardia rustica,54,44673.51806,Sample,Sample,0.70767569,48,NA,0.692363082,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-2.148270518,-1.08566063,54,27.70945205,807.1652742,77.16527419,58.08186027,3,March,1,78.16527419,3
44673.54375,Pygocardia F6,234,BG,42,15750.339,0.001478332,20.15263048,0.028553407,-0.163421592,0.101873967,0.69202,2.527724244,0.919761322,FALSE,SG105,Pygocardia rustica,66,44673.54375,Sample,Sample,0.682770127,40,NA,0.669088443,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,3.881316296,0.313296699,66,19.86178082,674.862333,309.862333,45.4212763,11,November,1,310.862333,11
44742.58125,PWP_Pru_E2,606,FH,5,17959.995,0.026193687,20.44538594,0.018746414,-0.213796134,0.103296436,0.69375,2.973286029,1.451733578,FALSE,SG105,Pygocardia rustica,50,44742.58125,Sample,Sample,0.692297809,59,NA,0.683558077,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,0.086180442,-0.14637611,50,30.32534247,1129.434597,34.43459651,70.62096487,2,February,1,35.43459651,2
44742.65833,PWP_Pru_A5,606,FH,8,15280.551,0.04145149,19.08918258,0.02146561,-0.319929083,0.127880597,0.58549,2.288759815,0.930457965,FALSE,SG105,Pygocardia rustica,5,44742.65833,Sample,Sample,0.613030986,14,NA,0.608358278,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,21.73123898,4.022561816,5,59.75410959,2555.179979,0.179979365,23.06957965,1,January,1,1.179979365,1
44742.68403,PWP_Pru_A4,606,FH,9,19663.809,-0.052881071,18.13618278,0.014682806,-0.270500435,0.1024425,0.63539,2.178958666,0.025826655,FALSE,SG105,Pygocardia rustica,4,44742.68403,Sample,Sample,0.618018415,52,NA,0.613121366,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,20.20498229,3.593262939,4,60.40808219,2568.77033,13.77032961,37.75877188,1,January,1,14.77032961,1
44742.73472,PWP_Pru_E2,606,FH,11,16540.094,0.043254988,20.12878234,0.016183236,-0.293877624,0.100471693,0.6115,2.875607126,1.364740935,FALSE,SG105,Pygocardia rustica,50,44742.73472,Sample,Sample,0.623248777,34,NA,0.617913858,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,18.69297622,3.971154561,50,30.32534247,1129.434597,34.43459651,70.62096487,2,February,1,35.43459651,2
44742.80069,PWP_Pru_A2,606,FH,14,19538.185,0.003467065,17.52362442,0.017637517,-0.257811977,0.107326467,0.64805,1.991495545,-0.390321932,FALSE,SG105,Pygocardia rustica,2,44742.80069,Sample,Sample,0.631371073,51,NA,0.625549879,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,16.33142211,2.580657139,2,61.7160274,2579.385569,24.38556935,NA,1,January,1,25.38556935,1
44742.88264,PWP_Pru_B6,606,FH,18,20450.952,-0.00404232,20.17549987,0.0172064,-0.218847449,0.093343874,0.6878,2.463314373,1.785436221,FALSE,SG105,Pygocardia rustica,18,44742.88264,Sample,Sample,0.662062069,44,NA,0.654548259,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,7.85882921,1.170892739,18,51.25246575,2173.862432,348.8624321,NA,12,December,1,349.8624321,12
44742.92292,PWP_Pru_F10,606,FH,20,15447.776,0.017964617,20.03535266,0.019309153,-0.244755371,0.109755871,0.66141,2.876662345,1.257226796,FALSE,SG105,Pygocardia rustica,70,44742.92292,Sample,Sample,0.689869703,15,NA,0.681053407,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,0.731956933,-0.087136831,70,17.24589041,409.3454182,44.34541818,35.14105145,2,February,1,45.34541818,2
44742.99028,PWP_Pru_A5,606,FH,23,21220.286,-0.010037071,18.94607835,0.014825836,-0.254780297,0.098145319,0.65143,2.260264008,0.827838092,FALSE,SG105,Pygocardia rustica,5,44742.99028,Sample,Sample,0.619994017,34,NA,0.613489262,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,20.08807954,3.650090997,5,59.75410959,2555.179979,0.179979365,23.06957965,1,January,1,1.179979365,1
44743.01597,PWP_Pru_D3,606,FH,24,15373.329,0.011917758,19.19997822,0.019468399,-0.312796754,0.117557643,0.59325,2.357267394,1.013165866,FALSE,SG105,Pygocardia rustica,39,44743.01597,Sample,Sample,0.620163315,14,NA,0.613274001,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,20.15646401,3.761618165,39,37.5190411,1710.797724,250.7977237,61.29005273,9,September,1,251.7977237,9
44743.15833,PWP_Pru_C8,606,FH,30,16048.289,0.02756495,19.80961424,0.016709607,-0.310006145,0.105175885,0.59654,2.262019911,1.695993341,FALSE,SG105,Pygocardia rustica,32,44743.15833,Sample,Sample,0.607504961,25,NA,0.599779242,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,24.54141346,4.575434928,32,42.09684932,1875.805141,50.80514073,NA,2,February,1,51.80514073,2
44743.21111,PWP_Pru_A2,606,FH,32,24749.242,-0.001794382,17.66151732,0.013855482,-0.232945334,0.088365892,0.67461,2.11050678,-0.394629603,FALSE,SG105,Pygocardia rustica,2,44743.21111,Sample,Sample,0.627900902,5,NA,0.618703807,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,18.44598891,3.152723408,2,61.7160274,2579.385569,24.38556935,NA,1,January,1,25.38556935,1
44743.23819,PWP_Pru_F2,606,FH,33,21987.562,-0.002087181,19.88728703,0.013685802,-0.246329401,0.075167739,0.66109,2.748099992,1.20798768,FALSE,SG105,Pygocardia rustica,62,44743.23819,Sample,Sample,0.611465683,20,NA,0.602655415,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,23.59035242,4.867557232,62,22.47767123,698.511093,333.511093,13.62429688,11,November,1,334.511093,11
44743.29236,PWP_Pru_B6,606,FH,35,15675.473,0.005522404,20.28052694,0.013540603,-0.29120174,0.087609269,0.61641,2.653970108,1.805766172,FALSE,SG105,Pygocardia rustica,18,44743.29236,Sample,Sample,0.643020978,17,NA,0.632574098,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,14.20894622,2.782097905,18,51.25246575,2173.862432,348.8624321,NA,12,December,1,349.8624321,12
44743.31944,PWP_Pru_C8,606,FH,36,15379.914,0.022679751,19.72478874,0.020122401,-0.303623624,0.104467934,0.60384,2.207908279,1.714289524,FALSE,SG105,Pygocardia rustica,32,44743.31944,Sample,Sample,0.629336445,14,NA,0.619559411,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,18.17917999,3.193415849,32,42.09684932,1875.805141,50.80514073,NA,2,February,1,51.80514073,2
44743.37361,PWP_Pru_F10,606,FH,38,18706.822,0.00344392,20.00147375,0.015354205,-0.218387102,0.097053049,0.69011,2.791968908,1.292608477,FALSE,SG105,Pygocardia rustica,70,44743.37361,Sample,Sample,0.679291757,49,NA,0.666909809,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,4.466543878,0.714243796,70,17.24589041,409.3454182,44.34541818,35.14105145,2,February,1,45.34541818,2
44743.47917,PWP_Pru_A3,606,FH,42,18147.276,0.002390027,18.0176279,0.017963651,-0.232422428,0.115680049,0.67588,2.161504018,-0.07770026,FALSE,SG105,Pygocardia rustica,3,44743.47917,Sample,Sample,0.676315486,56,NA,0.664170663,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,5.207627134,0.258022524,3,61.06205479,2574.077949,19.07794944,NA,1,January,1,20.07794944,1
44763.71736,PWP_Pru_E2,614,FH,15,15780.126,0.032809213,19.46629269,0.021001356,-0.273223939,0.122792558,0.60093,2.485840429,1.139086689,FALSE,SG105,Pygocardia rustica,50,44763.71736,Sample,Sample,0.680236152,11,NA,0.669354911,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,3.809991075,0.254740258,50,30.32534247,1129.434597,34.43459651,70.62096487,2,February,1,35.43459651,2
44763.77014,PWP_Pru_F2,614,FH,17,13385.249,0.052672888,19.47060258,0.021003759,-0.309372883,0.130506366,0.56229,2.43695586,1.232412334,FALSE,SG105,Pygocardia rustica,62,44763.77014,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,62,22.47767123,698.511093,333.511093,13.62429688,11,November,1,334.511093,11
44764.01597,PWP_Pru_A4,614,FH,27,18403.333,0.010915846,17.07522435,0.015706307,-0.26303126,0.092099472,0.61088,1.511527171,-0.230091284,FALSE,SG105,Pygocardia rustica,4,44764.01597,Sample,Sample,0.64472665,27,NA,0.6354051,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,13.36661874,1.454763613,4,60.40808219,2568.77033,13.77032961,37.75877188,1,January,1,14.77032961,1
44869.66111,Pygocardia A2,294,BG,13,10578.792,0.000599967,17.23196158,0.025168913,-0.186636338,0.060640157,0.707,1.749542643,-0.354789497,FALSE,SG105,Pygocardia rustica,2,44869.66111,Sample,Sample,0.706309866,50,NA,0.703744131,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,-4.956842459,-2.604646505,2,61.7160274,2579.385569,24.38556935,NA,1,January,1,25.38556935,1
44869.70972,Pygocardia B2,294,BG,15,8610.824,0.000736735,19.24462837,0.035992765,-0.202414812,0.107946283,0.69,1.758244822,1.598721644,FALSE,SG105,Pygocardia rustica,14,44869.70972,Sample,Sample,0.687083571,9,NA,0.683626791,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,0.0685284,-1.361895503,14,53.86835616,2302.576585,112.5765847,NA,4,April,1,113.5765847,4
44869.75833,Pygocardia C2,294,BG,20,11194.912,0.000809073,17.2846578,0.03223775,-0.276010283,0.085216887,0.611,1.155991492,0.434765486,FALSE,SG105,Pygocardia rustica,26,44869.75833,Sample,Sample,0.613362229,41,NA,0.606401366,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,22.36524179,3.01939909,26,46.02068493,2013.710966,188.7109656,14.72713989,7,July,1,189.7109656,7
44869.78264,Pygocardia D1,294,BG,23,10207.513,0.001185083,18.62810768,0.026603918,-0.252114248,0.070815844,0.637,1.894260082,0.999134337,FALSE,SG105,Pygocardia rustica,37,44869.78264,Sample,Sample,0.639661774,45,NA,0.633643356,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,13.88993036,1.952418792,37,38.8269863,1745.844629,285.8446291,NA,10,October,1,286.8446291,10
44869.85556,Pygocardia E1,294,BG,26,11001.266,0.000661617,19.47963903,0.017042756,-0.247953497,0.039233039,0.641,2.340720145,1.359681485,FALSE,SG105,Pygocardia rustica,49,44869.85556,Sample,Sample,0.638324283,44,NA,0.63185791,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,14.42321871,2.515675219,49,30.97931507,1154.262684,59.26268368,NA,2,February,1,60.26268368,2
44869.87986,Pygocardia F1,294,BG,27,10601.523,0.000715804,19.39096848,0.026688011,-0.225299943,0.071325198,0.666,2.348319466,1.238054681,FALSE,SG105,Pygocardia rustica,61,44869.87986,Sample,Sample,0.66692072,51,NA,0.661973843,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,5.806290389,0.583562352,61,23.13164384,702.6367479,337.6367479,NA,12,December,1,338.6367479,12
44869.90417,Pygocardia A8,294,BG,28,11077.625,0.000925123,17.55412743,0.020279917,-0.218225334,0.065794798,0.673,1.490262651,0.283116225,FALSE,SG105,Pygocardia rustica,8,44869.90417,Sample,Sample,0.669123368,43,NA,0.663944082,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,5.269195404,-0.397626161,8,57.79219178,2522.17214,332.1721402,23.49676562,11,November,1,333.1721402,11
44869.95278,Pygocardia B8,294,BG,30,10148.366,0.000525041,19.72697224,0.014645648,-0.239555741,0.046633934,0.65,2.204796526,1.702022488,FALSE,SG105,Pygocardia rustica,20,44869.95278,Sample,Sample,0.651000343,44,NA,0.645926296,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,10.29987523,1.465920262,20,49.94452055,2119.275508,294.2755082,13.39159152,10,October,1,295.2755082,10
44870.00139,Pygocardia D8,294,BG,32,10757.218,0.000239168,19.34452617,0.022380559,-0.260686307,0.056449707,0.627,2.076892673,1.485639689,FALSE,SG105,Pygocardia rustica,44,44870.00139,Sample,Sample,0.63145928,50,NA,0.625864674,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,16.23529329,2.645359927,44,34.24917808,1448.94302,353.9430202,25.73451097,12,December,1,354.9430202,12
44870.02569,Pygocardia E8,294,BG,33,11787.721,0.000496257,19.39818751,0.024444551,-0.201109935,0.063866774,0.692,2.329679694,1.240920272,FALSE,SG105,Pygocardia rustica,56,44870.02569,Sample,Sample,0.688710127,25,NA,0.68473328,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,-0.215250584,-0.860796838,56,26.40150685,723.1729405,358.1729405,49.77223388,12,December,1,359.1729405,12
44870.07431,Pygocardia F8,294,BG,35,10802.556,0.000175694,18.50053715,0.021758472,-0.222142634,0.062523143,0.669,1.777902933,0.917794633,FALSE,SG105,Pygocardia rustica,68,44870.07431,Sample,Sample,0.667756258,49,NA,0.663006227,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,5.524471106,-0.051211849,68,18.55383562,412.4609708,47.46097078,33.42723391,2,February,1,48.46097078,2
44870.09861,Pygocardia A11,294,BG,36,9351.863,0.000713394,17.77854274,0.030886306,-0.306112981,0.085477497,0.578,1.769153242,0.279586859,FALSE,SG105,Pygocardia rustica,11,44870.09861,Sample,Sample,0.589110646,24,NA,0.581460768,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,30.82117563,5.338562619,11,55.83027397,2413.88186,223.88186,21.21413294,8,August,1,224.88186,8
44870.12292,Pygocardia B11,294,BG,37,10382.751,0.001149745,19.45273397,0.039296602,-0.257640215,0.106419796,0.631,2.019245296,1.668704318,FALSE,SG105,Pygocardia rustica,23,44870.12292,Sample,Sample,0.635487199,47,NA,0.629435976,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,15.15139102,2.352860348,23,47.98260274,2035.736907,210.7369068,NA,7,July,1,211.7369068,7
44870.14722,Pygocardia C11,294,BG,38,10565.733,0.00073335,19.23961403,0.051481643,-0.210864987,0.147432434,0.681,1.943704612,1.483087502,FALSE,SG105,Pygocardia rustica,35,44870.14722,Sample,Sample,0.682081217,50,NA,0.677649458,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,1.616978541,-0.805488777,35,40.13493151,1807.717506,347.7175064,32.29197863,12,December,1,348.7175064,12
44870.19583,Pygocardia D11,294,BG,40,9511.881,0.000523979,18.78350579,0.036879482,-0.275271606,0.100312445,0.612,1.72138825,1.348648956,FALSE,SG105,Pygocardia rustica,48,44870.19583,Sample,Sample,0.616787817,29,NA,0.610050041,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,21.18641584,3.340646767,48,31.63328767,1179.090771,84.09077086,51.5266907,3,March,1,85.09077086,3
44870.22014,Pygocardia E11,294,BG,41,10249.298,0.001126384,19.90968918,0.021725019,-0.241307696,0.068817502,0.648,2.525591991,1.583786352,FALSE,SG105,Pygocardia rustica,59,44870.22014,Sample,Sample,0.65021025,46,NA,0.644607026,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,10.67902674,1.871606559,59,24.43958904,710.8880576,345.8880576,NA,12,December,1,346.8880576,12
44876.67569,Pygocardia A3,298,BG,5,9177.079,0.001210265,17.21557305,0.029667006,-0.241780279,0.084583335,0.642,1.774360295,-0.228662246,FALSE,SG105,Pygocardia rustica,3,44876.67569,Sample,Sample,0.648214341,19,NA,0.644784026,NA,PACMAN CC,0.041295773,0.064010861,0.030159281,aragonite,10.62806948,1.109445339,3,61.06205479,2574.077949,19.07794944,NA,1,January,1,20.07794944,1
