Date,Sample_name,Run,ID,Row,Int,par49,d47,d47_SE,D47_Raw,D47_SD,D47_final,Final_d18O,Final_d13C,OUTLIER,Specimen,Species,Sample_nr,Datetime,Sample_or_Standard,Sample_or_Standard2,D47_offset_corr_strict,D47_offset_N_strict,D47_accepted,D47_corrETF_strict,D47_acc,Instrument,D47_sd_ext,d18O_sd_ext,d13C_sd_ext,mineral,temp_strict,d18Ow_strict,Sample_nr2,Dist,ShellChron_Age,ShellChron_DOY,ShellChron_DOY_err,month_score,month,Day_offset,ShellChron_DOY_rotated,Rotated month
44608.21875,A-isl (104-115),208,BV,21,13188.72,0.000682234,20.40509408,0.027096375,-0.206541578,0.131637592,0.65248,2.320217644,1.459239675,FALSE,SG107,Arctica islandica,104-115,44608.21875,Sample,Sample,0.618360526,10,NA,0.611981898,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,20.56794964,3.810959842,109.5,36.53212766,425.4852883,60.48528831,4.6754163,5,May,62,122.4852883,5
44613.65139,A-isl-(111+112),210,BV,6,14052.578,0.002655935,20.3581944,0.021777405,-0.189058245,0.118668032,0.6362,2.322940463,1.42327952,FALSE,SG107,Arctica islandica,111;112,44613.65139,Sample,Sample,0.626901189,28,NA,0.619111257,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,18.31883967,3.338314206,111.5,36.18914894,419.6031029,54.6031029,4.745942249,4,April,62,116.6031029,4
44614.28403,A-isl-(10+11+12),210,BV,31,12681.295,0.000274177,19.31301874,0.021261397,-0.237447666,0.130782356,0.58841,2.008307786,0.715267728,FALSE,SG107,Arctica islandica,10;11;12,44614.28403,Sample,Sample,0.580170354,7,NA,0.574542111,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,33.2984983,6.060859609,11,52.26944444,1199.217639,104.2176389,15.86156759,6,June,62,166.2176389,6
44722.94444,PWP_Ais_84_89_92_93_94,247,NdW,7,18003.691,0.001289349,19.49181401,0.017391637,-0.232591937,0.107105244,0.652,1.659691952,1.384761945,FALSE,SG107,Arctica islandica,84;89;92;93;94,44722.94444,Sample,Sample,0.62106551,30,NA,0.605697398,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,22.59431607,3.571462772,90.4,39.80757447,481.1500855,116.1500855,10.41301607,6,June,62,178.1500855,6
44723.05417,PWP_Ais_122_123_130_128,247,NdW,11,13609.581,0.000790242,19.72841367,0.029461063,-0.226473358,0.117852104,0.65869,1.856883416,1.410714026,FALSE,SG107,Arctica islandica,122;123;130;128,44723.05417,Sample,Sample,0.636992561,7,NA,0.620332664,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,17.93868012,2.790768801,125.75,22.63392857,187.3922959,187.3922959,13.60984426,9,September,62,249.3922959,9
44723.18889,PWP_Ais_2_4_9_8,247,NdW,16,19827.327,0.00101032,18.43773321,0.033918056,-0.313797808,0.11674781,0.56711,1.462868008,0.579776229,FALSE,SG107,Arctica islandica,2;4;9;8,44723.18889,Sample,Sample,0.555390035,21,NA,0.545905159,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,44.23704316,7.554184487,5.75,53.02048611,1253.464759,158.4647593,20.45086732,8,August,62,220.4647593,8
44723.46181,PWP_Ais_58_64_69_73,247,NdW,26,14017.634,0.002244853,20.63340289,0.020768732,-0.17142355,0.126177792,0.7114,2.622027703,1.333571591,FALSE,SG107,Arctica islandica,58;64;69;73,44723.46181,Sample,Sample,0.696432169,9,NA,0.675367233,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,2.215180677,0.01351581,66,44.40138889,750.4792516,20.47925163,4.234459876,3,March,62,82.47925163,3
44723.62569,PWP_Ais_31_33_34_35_41_44_45_49_48,247,NdW,32,16724.432,0.001159377,19.394856,0.020808418,-0.322130935,0.094723822,0.55621,1.854715835,1.118277857,FALSE,SG107,Arctica islandica,31;33;34;35;41;44;45;49;48,44723.62569,Sample,Sample,0.508792443,20,NA,0.503371618,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,62.88796771,11.13145273,40,48.12083333,793.6773642,63.67736421,6.035173723,5,May,62,125.6773642,5
44723.7375,PWP_Ais_120_116_121,247,NdW,36,17958.447,0.001494055,20.34706843,0.020468071,-0.198682054,0.098560819,0.68596,2.646542882,1.203372423,FALSE,SG107,Arctica islandica,120;116;121,44723.7375,Sample,Sample,0.652835485,29,NA,0.635876528,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,13.22706981,2.558971674,119,34.90297872,382.2397647,17.23976472,3.373816746,3,March,62,79.23976472,3
44723.87431,PWP_Ais_100_98_97_103_113,247,NdW,41,11777.141,0.002605672,20.2258304,0.030810895,-0.255637287,0.160910314,0.62507,2.294876377,1.516595202,FALSE,SG107,Arctica islandica,100;98;97;103;113,44723.87431,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,102.2,37.784,445.3369234,80.33692336,5.78869834,5,May,62,142.3369234,5
44601.78819,A_isl_070,544,BV,18,12621.099,0.102574931,20.06096018,0.025773794,-0.229258056,0.149491132,0.55774,2.806828643,1.282885669,FALSE,SG107,Arctica islandica,70,44601.78819,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,70,43.82916667,688.8632733,323.8632733,3.445777975,1,January,62,20.8632733,1
44601.82639,A_isl_124+125+126,544,BV,20,14539.51,0.1102361,18.63698851,0.019878592,-0.174803963,0.107187852,0.61453,1.382346925,1.267561922,FALSE,SG107,Arctica islandica,124;125;126,44601.82639,Sample,Sample,0.682882674,11,NA,0.678531737,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,1.386763777,-1.42025502,125,23.05714286,144.6795205,144.6795205,10.12916934,7,July,62,206.6795205,7
44606.86944,A_isl_067,547,BV,18,14787.024,0.102173085,19.97211504,0.019891647,-0.218633276,0.125976521,0.62431,2.746026292,1.383944017,FALSE,SG107,Arctica islandica,67,44606.86944,Sample,Sample,0.64040284,14,NA,0.637866871,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,12.64014085,2.528811858,67,44.25833333,708.7093954,343.7093954,4.313025664,2,February,62,40.7093954,2
44607.07083,A_isl_071+072,547,BV,26,14484.589,0.101429026,19.66954312,0.01712114,-0.239133386,0.105929492,0.60317,2.631940352,1.271417695,FALSE,SG107,Arctica islandica,71;72,44607.07083,Sample,Sample,0.621229933,16,NA,0.618484064,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,18.51463136,3.689304879,71.5,43.61458334,684.2238642,319.2238642,NA,1,January,62,16.2238642,1
44609.58264,A_isl_029+030,549,BV,5,19679.855,0.094209509,19.58455647,0.015906864,-0.201162024,0.104723511,0.64002,2.23400715,1.361571979,FALSE,SG107,Arctica islandica,29;30,44609.58264,Sample,Sample,0.623780927,23,NA,0.617915579,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,18.69243773,3.328739326,29.5,49.62291667,1023.740322,293.7403218,23.46920447,12,December,62,355.7403218,12
44609.60833,A_isl_049+050,549,BV,6,13032.765,0.107483547,19.52106549,0.022954025,-0.283398128,0.133489721,0.55401,2.408743702,1.1982762,FALSE,SG107,Arctica islandica,49;50,44609.60833,Sample,Sample,0.599276966,6,NA,0.593477516,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,26.65757919,5.152108442,49.5,46.76180556,758.891558,28.89155802,4.294990247,3,March,62,90.89155802,3
44609.66042,A_isl_032+0333,549,BV,8,13826.092,0.095425935,17.70328157,0.024402439,-0.187025701,0.138256992,0.65429,0.867959917,0.775284996,FALSE,SG107,Arctica islandica,32;33,44609.66042,Sample,Sample,0.695402806,12,NA,0.688430485,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-1.157090329,-2.54605505,32.5,49.19375,860.1703985,130.1703985,15.69829862,7,July,62,192.1703985,7
44609.68403,A_isl_041+042,549,BV,9,14929.583,0.095237736,19.25570491,0.022386207,-0.268272592,0.138192176,0.56994,1.955638481,1.291542568,FALSE,SG107,Arctica islandica,41;42,44609.68403,Sample,Sample,0.593250276,16,NA,0.586996391,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,28.88175816,5.142806041,41.5,47.90625,783.9523289,53.95232892,6.413398429,4,April,62,115.9523289,4
44609.73542,A_isl_034+035,549,BV,11,16196.605,0.093546185,18.42334465,0.018536802,-0.222699602,0.112475457,0.61749,1.503973272,0.924161074,FALSE,SG107,Arctica islandica,34;35,44609.73542,Sample,Sample,0.623248015,24,NA,0.616824561,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,19.03459026,2.670443809,34.5,48.90763889,843.2160247,113.2160247,13.09626761,6,June,62,175.2160247,6
44615.06875,A_isl_022+023,552,BV,14,12580.242,0.087311032,19.07707464,0.022491761,-0.196977236,0.133981654,0.6449,2.200793118,0.883652853,FALSE,SG107,Arctica islandica,22;23,44615.06875,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,22.5,50.62430556,1153.736388,58.73638802,14.43488121,4,April,62,120.736388,4
44615.09375,A_isl_062,552,BV,15,14022.237,0.088642464,20.04100711,0.018922809,-0.199006425,0.12140537,0.6428,2.670083075,1.365190263,FALSE,SG107,Arctica islandica,62,44615.09375,Sample,Sample,0.690198878,10,NA,0.684809219,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-0.23469405,-0.52618085,62,44.97361111,728.6241578,363.6241578,4.6062017,2,February,62,60.6241578,2
44615.13264,A_isl_059+060,552,BV,17,12319.718,0.069307636,19.98643973,0.019234543,-0.222297919,0.119806532,0.61865,2.607707203,1.406378107,FALSE,SG107,Arctica islandica,59;60,44615.13264,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,59.5,45.33125,730.9605103,0.960510317,4.632802969,3,March,62,62.96051032,3
44615.24583,A_isl_037+038,552,BV,23,12794.959,0.055487258,18.6340081,0.020863121,-0.237498925,0.13136047,0.60289,1.679440474,1.043158982,FALSE,SG107,Arctica islandica,37;38,44615.24583,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,37.5,48.47847222,807.0913113,77.09131131,6.941961609,5,May,62,139.0913113,5
44615.32292,A_isl_063+064,552,BV,27,15764.671,0.083032066,19.84877755,0.01639826,-0.218397578,0.101611874,0.62217,2.575973533,1.306856841,FALSE,SG107,Arctica islandica,63;64,44615.32292,Sample,Sample,0.632700658,22,NA,0.627465139,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,15.74803746,3.039316172,63.5,44.75902778,724.0738158,359.0738158,5.251485964,2,February,62,56.0738158,2
44615.35903,A_isl_083,552,BV,29,14700.993,0.045725225,18.39917505,0.015213755,-0.241821407,0.097980494,0.59861,1.243432138,1.260636402,FALSE,SG107,Arctica islandica,83,44615.35903,Sample,Sample,0.617407676,14,NA,0.612185591,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,20.50296622,2.718951634,83,41.07659574,579.1580287,214.1580287,NA,10,October,62,276.1580287,10
44615.43333,A_isl_077+078,552,BV,33,12820.387,0.058310251,19.04202401,0.017118497,-0.22800279,0.106094101,0.61293,1.94244519,1.162265129,FALSE,SG107,Arctica islandica,77;78,44615.43333,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,77.5,42.01978723,646.5055126,281.5055126,6.607214805,12,December,62,343.5055126,12
44615.46875,A_isl_099,552,BV,35,13119.54,0.064135672,19.72099827,0.017836442,-0.178601356,0.105674623,0.66407,2.229157969,1.499437415,FALSE,SG107,Arctica islandica,99,44615.46875,Sample,Sample,0.712959363,5,NA,0.706763043,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-5.687301563,-2.310311903,99,38.33276596,451.9216364,86.9216364,NA,5,May,62,148.9216364,5
44615.54583,A_isl_046+047,552,BV,39,15218.336,0.052588228,19.44775143,0.019891781,-0.146239169,0.124270717,0.69755,2.204317998,1.185291296,FALSE,SG107,Arctica islandica,46;47,44615.54583,Sample,Sample,0.705852852,17,NA,0.699914185,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-4.021474146,-1.918670634,46.5,47.19097222,782.7390652,52.73906516,NA,4,April,62,114.7390652,4
44615.59722,A_isl_076,552,BV,41,12004.955,0.07872132,18.93560712,0.023569886,-0.232072027,0.129657179,0.60873,1.871046452,1.132198586,FALSE,SG107,Arctica islandica,76,44615.59722,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,76,42.27702128,653.2520811,288.2520811,6.042001091,12,December,62,350.2520811,12
44621.22292,A_isl_071+072,555,BV,28,14221.887,0.065624061,19.85885386,0.016447795,-0.255593415,0.1013608,0.58665,2.432906504,1.362302708,FALSE,SG107,Arctica islandica,71;72,44621.22292,Sample,Sample,0.644964052,10,NA,0.638089378,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,12.57475022,2.201289708,71.5,43.61458334,684.2238642,319.2238642,NA,1,January,62,16.2238642,1
44623.52639,A_isl_054+055,557,BV,5,13087.466,0.062050958,19.93821318,0.019687325,-0.259757008,0.116678916,0.58204,2.598420944,1.32348265,FALSE,SG107,Arctica islandica,54;55,44623.52639,Sample,Sample,0.637202944,5,NA,0.631072486,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,14.65875751,2.824875065,54.5,46.04652778,744.0229516,14.02295156,3.193764607,3,March,62,76.02295156,3
44623.55208,A_isl_051+052+053,557,BV,6,13702.225,0.07908407,20.01402891,0.019734795,-0.277335782,0.126189723,0.5635,2.754188144,1.25371785,FALSE,SG107,Arctica islandica,51;52;53,44623.55208,Sample,Sample,0.634270166,7,NA,0.628021398,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,15.579262,3.181015187,52,46.40416667,751.4310307,21.43103066,3.08739543,3,March,62,83.43103066,3
44623.65486,A_isl_016+017+018,557,BV,8,27130.842,0.016182435,19.02913935,0.017327031,-0.133689004,0.100180854,0.71575,2.041822509,0.862934891,FALSE,SG107,Arctica islandica,16;17;18,44623.65486,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,17,51.41111111,1180.117137,85.11713708,9.52539653,5,May,62,147.1171371,5
44623.68056,A_isl_085+086+087,557,BV,9,30522.349,-0.012442065,18.76038096,0.012270291,-0.190430756,0.07761224,0.65579,1.509253741,1.209375003,FALSE,SG107,Arctica islandica,85;86;87,44623.68056,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,86,40.56212766,533.5181602,168.5181602,10.17123211,8,August,62,230.5181602,8
44623.73333,A_isl_080+081,557,BV,11,18120.537,0.038213248,19.43322169,0.0154652,-0.171531264,0.100166031,0.67544,2.167376054,1.118964421,FALSE,SG107,Arctica islandica,80;81,44623.73333,Sample,Sample,0.666894326,34,NA,0.660332415,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,6.256131938,0.50704471,80.5,41.50531915,620.7987477,255.7987477,NA,11,November,62,317.7987477,11
44623.91181,A_isl_024+025+026,557,BV,18,22567.762,0.040772539,20.08487957,0.012986871,-0.176806923,0.08438298,0.67144,2.743767814,1.134599692,FALSE,SG107,Arctica islandica,24;25;26,44623.91181,Sample,Sample,0.654003366,5,NA,0.647657036,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,9.804765802,1.892975123,25,50.26666667,1155.574618,60.57461823,14.16458602,5,May,62,122.5746182,5
44623.96181,A_isl_027+028,557,BV,20,15397.677,0.058158075,20.19861168,0.02093692,-0.203140643,0.13561009,0.6435,2.765929331,1.274036523,FALSE,SG107,Arctica islandica,27;28,44623.96181,Sample,Sample,0.671383312,21,NA,0.664439555,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,5.134615039,0.844291212,27.5,49.90902778,1135.426882,40.42688241,NA,4,April,62,102.4268824,4
44728.57639,PWP_OED_001,249,NdW,6,14197.215,0.001375833,20.18220647,0.019067723,-0.330887358,0.115036281,0.55506,1.407419982,2.363389006,FALSE,SG113,Ostrea edulis,1,44728.57639,Sample,Sample,0.528114194,5,NA,0.520007534,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,55.20899544,9.412646944,1,0,63.88850866,63.88850866,NA,4,April,34,97.88850866,4
44728.71458,PWP_OED_005,249,NdW,11,16107.224,0.001158803,18.52262378,0.019296267,-0.26825005,0.10922279,0.62061,0.615510442,1.43993468,FALSE,SG113,Ostrea edulis,5,44728.71458,Sample,Sample,0.570938198,13,NA,0.559395519,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,38.94050286,5.731588093,5,2.507826087,257.2960534,257.2960534,NA,10,October,34,291.2960534,10
44728.82083,PWP_OED_001,249,NdW,15,12283.191,0.003005454,19.98379209,0.024360133,-0.317488756,0.138135744,0.56853,1.195237274,2.374691837,FALSE,SG113,Ostrea edulis,1,44728.82083,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,NA,NA,1,0,63.88850866,63.88850866,NA,4,April,34,97.88850866,4
44733.825,PWP_OED_010,251,NdW,5,13971.747,0.001464043,18.0975584,0.021693847,-0.21197876,0.126291039,0.68145,0.315598746,1.22085323,FALSE,SG113,Ostrea edulis,10,44733.825,Sample,Sample,0.655569941,6,NA,0.636207644,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,13.12917665,0.206697629,10,5.642608696,622.1345694,257.1345694,23.29726256,10,October,34,291.1345694,10
44733.87917,PWP_OED_013,251,FH,7,15612.528,0.001992236,18.70146066,0.021127519,-0.25179167,0.114928233,0.63932,1.011006492,1.138017382,FALSE,SG113,Ostrea edulis,13,44733.87917,Sample,Sample,0.620085169,5,NA,0.60382037,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,23.20772349,3.048102139,13,7.523478261,793.76588,63.76588004,18.56904303,4,April,34,97.76588004,4
44733.90625,PWP_OED_007,251,FH,8,18849.841,0.001344083,18.18206069,0.026332884,-0.358323699,0.116015522,0.52609,0.299636319,1.469938816,FALSE,SG113,Ostrea edulis,7,44733.90625,Sample,Sample,0.515145253,18,NA,0.50736227,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,60.99688598,9.255461986,7,3.76173913,569.3620016,204.3620016,28.90481599,8,August,34,238.3620016,8
44733.9875,PWP_OED_014,251,FH,11,18010.949,0.001133139,18.21685549,0.020805732,-0.252015044,0.11125065,0.63815,0.55650312,1.148593774,FALSE,SG113,Ostrea edulis,14,44733.9875,Sample,Sample,0.610600126,13,NA,0.595331651,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,26.03026658,3.168294375,14,8.150434783,751.7795031,21.7795031,24.26904276,2,February,34,55.7795031,2
44734.01458,PWP_OED_009,251,FH,12,18329.296,0.000871669,18.62278121,0.018325407,-0.243299545,0.087681933,0.64741,0.715964742,1.384594949,FALSE,SG113,Ostrea edulis,9,44734.01458,Sample,Sample,0.62700631,15,NA,0.610708634,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,20.97513477,2.289493515,9,5.015652174,611.0583444,246.0583444,NA,10,October,34,280.0583444,10
44734.04097,PWP_OED_013,251,FH,13,17695.875,0.001242403,18.84623396,0.02373475,-0.251131032,0.10515875,0.63881,1.09273421,1.222886336,FALSE,SG113,Ostrea edulis,13,44734.04097,Sample,Sample,0.619217671,14,NA,0.603564122,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,23.29176121,3.14729734,13,7.523478261,793.76588,63.76588004,18.56904303,4,April,34,97.76588004,4
44734.12222,PWP_OED_006_007,251,FH,16,21090.534,0.001091504,18.78766077,0.023476179,-0.25941459,0.08828605,0.62971,0.974876724,1.285813272,FALSE,SG113,Ostrea edulis,006;007,44734.12222,Sample,Sample,0.640783781,11,NA,0.622580299,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,17.2429797,1.759277194,6.5,3.44826087,417.8962426,52.89624256,30.08705675,3,March,34,86.89624256,3
44734.16319,PWP_OED_010,251,FH,18,16084.216,0.001199012,18.57774509,0.017718534,-0.206644547,0.103600371,0.68561,0.637620396,1.349863543,FALSE,SG113,Ostrea edulis,10,44734.16319,Sample,Sample,0.668804983,7,NA,0.648305416,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,9.619951985,-0.253022265,10,5.642608696,622.1345694,257.1345694,23.29726256,10,October,34,291.1345694,10
44734.20417,PWP_OED_003_004,251,FH,20,10301.215,0.002153942,19.09057992,0.023820078,-0.114282488,0.116379755,0.78336,0.128198687,2.274998038,FALSE,SG113,Ostrea edulis,003;004,44734.20417,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,NA,NA,3.5,1.567391304,259.0305035,259.0305035,24.11140425,10,October,34,293.0305035,10
44734.24722,PWP_OED_013,251,FH,22,20098.391,0.001342656,18.63900243,0.018815621,-0.201689567,0.087035526,0.69076,0.92670553,1.064145892,FALSE,SG113,Ostrea edulis,13,44734.24722,Sample,Sample,0.7036578,15,NA,0.679909297,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,1.028468816,-1.960279414,13,7.523478261,793.76588,63.76588004,18.56904303,4,April,34,97.76588004,4
44734.33125,PWP_OED_005_006,251,FH,26,20890.714,0.000705461,18.83881962,0.013735081,-0.198692975,0.093206835,0.69311,0.937535959,1.248589201,FALSE,SG113,Ostrea edulis,005;006,44734.33125,Sample,Sample,0.695992535,12,NA,0.673046042,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,2.82762197,-1.521521122,5.5,2.821304348,264.6773986,264.6773986,27.03961801,10,October,34,298.6773986,10
44734.35764,PWP_OED_015_016,251,FH,27,13810.425,0.00080677,18.31378216,0.024555636,-0.228202948,0.127222782,0.6619,0.665781443,1.052251674,FALSE,SG113,Ostrea edulis,015;016,44734.35764,Sample,Sample,0.622981382,5,NA,0.606002671,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,22.49491364,2.555104962,15.5,9.090869565,808.5841854,78.58418542,17.52053518,4,April,34,112.5841854,4
44734.38472,PWP_OED_010,251,FH,28,16377.084,0.000951102,18.54216391,0.025529077,-0.251825616,0.109100097,0.63786,0.623430221,1.374497232,FALSE,SG113,Ostrea edulis,10,44734.38472,Sample,Sample,0.612371892,8,NA,0.596190452,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,25.74103845,3.176892846,10,5.642608696,622.1345694,257.1345694,23.29726256,10,October,34,291.1345694,10
44734.4375,PWP_OED_023_024,251,FH,30,21305.101,0.000111128,17.9706751,0.027999457,-0.221762894,0.108880499,0.66962,0.645895831,0.772368871,FALSE,SG113,Ostrea edulis,023;024,44734.4375,Sample,Sample,0.680486599,10,NA,0.659158771,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,6.579112113,-0.937480279,23.5,14.10652174,1511.676566,51.67656561,NA,3,March,34,85.67656561,3
44734.46597,PWP_OED_008,251,FH,31,14731.865,0.000922465,17.91239015,0.039125391,-0.177060127,0.122589634,0.71661,0.065527923,1.293034093,FALSE,SG113,Ostrea edulis,8,44734.46597,Sample,Sample,0.687022325,7,NA,0.665243224,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,4.91673657,-1.901605931,8,4.388695652,599.9821194,234.9821194,24.84961637,9,September,34,268.9821194,9
44734.49306,PWP_OED_011_012_013,251,FH,32,18138.34,0.000438998,18.615156,0.033487666,-0.196193343,0.111009071,0.69635,0.859221453,1.207053385,FALSE,SG113,Ostrea edulis,011;012;013,44734.49306,Sample,Sample,0.665035791,14,NA,0.644326303,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,10.75990148,0.224422483,12,6.896521739,631.8987086,266.8987086,17.89407388,10,October,34,300.8987086,10
44734.51944,PWP_OED_015,251,FH,33,22814.657,0.001049997,18.30461634,0.028460147,-0.250593078,0.110332617,0.63875,0.677306568,1.137494027,FALSE,SG113,Ostrea edulis,15,44734.51944,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,NA,NA,15,8.777391304,793.9234222,63.92342223,19.60331192,4,April,34,97.92342223,4
44734.57292,PWP_OED_009,251,FH,35,23613.745,0.001516406,18.25918558,0.018259635,-0.176909746,0.08605821,0.71677,0.626103247,1.079858911,FALSE,SG113,Ostrea edulis,9,44734.57292,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,NA,NA,9,5.015652174,611.0583444,246.0583444,NA,10,October,34,280.0583444,10
44734.60139,PWP_OED_020_021_022,251,FH,36,14139.433,0.001755889,17.95927857,0.020788549,-0.148086471,0.117645705,0.74696,0.587443698,0.785465574,FALSE,SG113,Ostrea edulis,020;021;022,44734.60139,Sample,Sample,0.710915081,5,NA,0.687209564,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,-0.847147408,-2.750373307,21,12.53913043,1271.362814,176.3628141,NA,7,July,34,210.3628141,7
44734.64167,PWP_OED_014,251,FH,38,15847.835,0.000786144,18.34785197,0.029663174,-0.181647498,0.099802061,0.71158,0.535193457,1.27089796,FALSE,SG113,Ostrea edulis,14,44734.64167,Sample,Sample,0.716313326,5,NA,0.692580242,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,-2.202688746,-3.132728072,14,8.150434783,751.7795031,21.7795031,24.26904276,2,February,34,55.7795031,2
44734.69514,PWP_OED_008,251,FH,40,19211.203,0.001421731,17.75677222,0.02333999,-0.22818599,0.110036426,0.66229,-0.008767203,1.286464628,FALSE,SG113,Ostrea edulis,8,44734.69514,Sample,Sample,0.64978506,20,NA,0.631347988,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,14.57607186,0.199091385,8,4.388695652,599.9821194,234.9821194,24.84961637,9,September,34,268.9821194,9
44734.75,PWP_OED_010,251,FH,42,13173.772,0.0021753,18.47250884,0.030026809,-0.267679174,0.120687579,0.62233,0.603100915,1.409754922,FALSE,SG113,Ostrea edulis,10,44734.75,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,NA,NA,10,5.642608696,622.1345694,257.1345694,23.29726256,10,October,34,291.1345694,10
44737.19375,PWP_OED_019,253,NdW,17,14154.069,0.000461796,18.30779864,0.029929481,-0.243716517,0.109727543,0.65391,0.621037133,1.197899907,FALSE,SG113,Ostrea edulis,19,44737.19375,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,NA,NA,19,11.28521739,1151.649897,56.64989657,72.53257619,3,March,34,90.64989657,3
44737.35347,PWP_OED_009,253,NdW,23,19200.201,0.000345321,18.41405133,0.031851672,-0.312299548,0.12452819,0.58069,0.751502901,1.234959901,FALSE,SG113,Ostrea edulis,9,44737.35347,Sample,Sample,0.580892411,34,NA,0.566622851,NA,PACMAN,0.049933999,0.092848257,0.141236548,calcite,36.2098277,5.355471548,9,5.015652174,611.0583444,246.0583444,NA,10,October,34,280.0583444,10
44365.65,PWP-OED_014,474,NdW,6,21596.319,0.349761719,18.23505069,0.019389038,0.041278845,0.107555457,0.74026,0.590951278,1.167132483,FALSE,SG113,Ostrea edulis,14,44365.65,Sample,Sample,0.834247388,11,NA,0.823712712,NA,PLUS,0.036363811,0.174757385,0.088195272,calcite,-30.0758226,-10.65532976,14,8.150434783,751.7795031,21.7795031,24.26904276,2,February,34,55.7795031,2
