Specimen,ID,d13C ,d13C_SD,d18Occ ,d18O_SD,Final_D47,D47_SD,Modelled age,Modelled age_align,Modelled age_align,Modelled age_align1
A. incurva,A103,1.326984482,0.009148807,-0.070573834,0.018494617,0.715409086,0.110888743,0.936986301,0.020319634,0.020319634,0.936986301
A. incurva,A103,0.992447279,0.009148807,-0.204040488,0.018494617,0.690089413,0.110888743,0.936986301,0.020319634,0.020319634,0.936986301
A. incurva,A104,1.234881024,0.010413401,-0.154693367,0.004,0.709791027,0.03,0.043835616,0.127168949,0.127168949,0.043835616
A. incurva,A104,1.20977332,0.010413401,-0.169814204,0.004,0.731507986,0.03,0.043835616,0.127168949,0.127168949,0.043835616
A. incurva,A105,1.031210767,0.008122155,-0.397808437,0.01460037,0.632589084,0.142772492,0.126027397,0.20936073,0.20936073,0.126027397
A. incurva,A105,1.318178378,0.008122155,-0.152542734,0.01460037,0.681925541,0.142772492,0.126027397,0.20936073,0.20936073,0.126027397
A. incurva,A106,1.177214798,0.010447608,-0.526779999,0.01855056,0.733382981,0.150433545,0.197260274,0.280593607,0.280593607,0.197260274
A. incurva,A106,1.238839521,0.010447608,-0.430722596,0.01855056,0.689931158,0.150433545,0.197260274,0.280593607,0.280593607,0.197260274
A. incurva,A107,0.94786382,0.007312638,-1.108149239,0.015434174,0.674389197,0.141414201,0.263013699,0.346347032,0.346347032,0.263013699
A. incurva,A107,0.897242665,0.007312638,-1.077694713,0.015434174,0.618790545,0.141414201,0.263013699,0.346347032,0.346347032,0.263013699
A. incurva,A108,0.992154477,0.010132271,-1.096537257,0.013391629,0.734402213,0.105669194,0.326027397,0.40936073,0.40936073,0.326027397
A. incurva,A109,1.43560028,0.008788754,-0.707087549,0.014922772,0.665151696,0.175915575,0.394520548,0.477853881,0.477853881,0.394520548
A. incurva,A109,1.420807458,0.008788754,-0.70161071,0.014922772,0.691402899,0.175915575,0.394520548,0.477853881,0.477853881,0.394520548
A. incurva,A110,1.615303868,0.008010092,-0.630323138,0.01962215,0.703918517,0.105139138,0.97260274,0.055936073,0.055936073,0.97260274
A. incurva,A110,1.572031736,0.008010092,-0.875757805,0.01962215,0.719522757,0.105139138,0.97260274,0.055936073,0.055936073,0.97260274
A. incurva,A111,1.578310027,0.010413401,-0.508295427,0.004,0.645421859,0.03,0.010958904,0.094292237,0.094292237,0.010958904
A. incurva,A111,1.769351879,0.010413401,-0.356246655,0.004,0.648664748,0.03,0.010958904,0.094292237,0.094292237,0.010958904
A. incurva,A112,1.292537134,0.009806611,-0.613372718,0.016782167,0.714427104,0.136506135,0.046575342,0.129908675,0.129908675,0.046575342
A. incurva,A112,1.193193333,0.009806611,-0.68342452,0.016782167,0.747275426,0.136506135,0.046575342,0.129908675,0.129908675,0.046575342
A. incurva,A113,0.768607178,0.008970322,-0.81241656,0.019298388,0.73026867,0.11216212,0.087671233,0.171004566,0.171004566,0.087671233
A. incurva,A113,0.923925803,0.008970322,-0.679762319,0.019298388,0.68247266,0.11216212,0.087671233,0.171004566,0.171004566,0.087671233
A. incurva,A114,0.74009676,0.010413401,-1.007371156,0.004,0.676869331,0.03,0.126027397,0.20936073,0.20936073,0.126027397
A. incurva,A114,0.81039414,0.010413401,-0.910814356,0.004,0.757157053,0.03,0.126027397,0.20936073,0.20936073,0.126027397
A. incurva,A115,1.299669354,0.010413401,-0.417869353,0.004,0.67440384,0.03,0.169863014,0.253196347,0.253196347,0.169863014
A. incurva,A115,1.231882164,0.010413401,-0.641023367,0.004,0.722176701,0.03,0.169863014,0.253196347,0.253196347,0.169863014
A. incurva,A116,0.885126775,0.011914264,-0.953234911,0.015355109,0.83091267,0.168328109,0.216438356,0.299771689,0.299771689,0.216438356
A. incurva,A116,0.715889919,0.011914264,-1.062968558,0.015355109,0.816363911,0.168328109,0.216438356,0.299771689,0.299771689,0.216438356
A. incurva,A117,0.792623951,0.013193329,-1.137306703,0.01607374,0.71193161,0.14734838,0.265753425,0.349086758,0.349086758,0.265753425
A. incurva,A117,0.764522143,0.013193329,-1.000252141,0.01607374,0.703922088,0.14734838,0.265753425,0.349086758,0.349086758,0.265753425
A. incurva,A118,0.952706428,0.008353683,-2.174177456,0.015627662,0.699519164,0.15901587,0.326027397,0.40936073,0.40936073,0.326027397
A. incurva,A118,1.117900439,0.008353683,-2.259095612,0.015627662,0.648722721,0.15901587,0.326027397,0.40936073,0.40936073,0.326027397
A. incurva,A119,1.015188441,0.008576938,-2.114269387,0.017394915,0.718033096,0.143300753,0.402739726,0.486073059,0.486073059,0.402739726
A. incurva,A119,1.151505497,0.008576938,-2.22337015,0.017394915,0.668375172,0.143300753,0.402739726,0.486073059,0.486073059,0.402739726
A. incurva,A120,1.464267988,0.008083581,-2.112502794,0.016046984,0.683958946,0.144460758,0.57260274,0.655936073,0.655936073,0.57260274
A. incurva,A120,1.431507847,0.008083581,-2.135675015,0.016046984,0.683491143,0.144460758,0.57260274,0.655936073,0.655936073,0.57260274
A. incurva,A121,1.416559407,0.008880943,-2.263337798,0.015694066,0.702603597,0.130998159,0.97260274,0.055936073,0.055936073,0.97260274
A. incurva,A121,1.268192557,0.008880943,-2.213416283,0.015694066,0.646036822,0.130998159,0.97260274,0.055936073,0.055936073,0.97260274
B. suecicus,M001,0.990035195,0.011958118,-2.353116137,0.022713828,0.706427835,0.148305526,0.120547945,0.453881278,0.453881278,0.370547945
B. suecicus,M002,0.94168969,0.009695771,-1.479293333,0.018133774,0.709674976,0.121413086,0.221917808,0.555251141,0.555251141,0.471917808
B. suecicus,M002,1.66395648,0.009989247,-2.296673432,0.02483719,0.689049872,0.135487972,0.22739726,0.560730593,0.560730593,0.47739726
B. suecicus,M002,1.460097175,0.009989247,-2.560676499,0.02483719,0.652895117,0.135487972,0.22739726,0.560730593,0.560730593,0.47739726
B. suecicus,M003,1.248212921,0.009492583,-2.276175762,0.015416064,0.696940814,0.182816388,0.328767123,0.662100456,0.662100456,0.578767123
B. suecicus,M003,1.461940505,0.009492583,-2.146077769,0.015416064,0.689924307,0.182816388,0.328767123,0.662100456,0.662100456,0.578767123
B. suecicus,M003,1.385961825,0.009492583,-2.225370294,0.015416064,0.633355902,0.182816388,0.328767123,0.662100456,0.662100456,0.578767123
B. suecicus,M004,1.525779068,0.008269876,-2.002109971,0.027962319,0.688001333,0.143799533,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M004,1.450511981,0.008269876,-2.045251946,0.027962319,0.66743776,0.143799533,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M004,1.441359639,0.008269876,-1.915899686,0.027962319,0.699779296,0.143799533,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M004,1.411873565,0.008269876,-2.106103919,0.027962319,0.758602958,0.143799533,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M004,1.477311619,0.008269876,-2.255090989,0.027962319,0.630952665,0.143799533,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M005,1.56547063,0.012262438,-1.850549741,0.024691442,0.761877706,0.151690567,0.849315068,0.182648401,0.182648401,0.099315068
B. suecicus,M005,1.664930316,0.012262438,-1.88752463,0.024691442,0.635037832,0.151690567,0.849315068,0.182648401,0.182648401,0.099315068
B. suecicus,M006,0.680906788,0.009695771,-2.251595258,0.018133774,0.703809979,0.121413086,0.975342466,0.308675799,0.308675799,0.225342466
B. suecicus,M006,1.469529399,0.012842119,-2.066469374,0.022061156,0.648232546,0.13923889,0,0.333333333,0.333333333,0.25
B. suecicus,M006,1.590358701,0.012842119,-2.020501711,0.022061156,0.693771526,0.13923889,0,0.333333333,0.333333333,0.25
B. suecicus,M006,1.625970179,0.012842119,-2.277915828,0.022061156,0.686878037,0.13923889,0,0.333333333,0.333333333,0.25
B. suecicus,M007,2.755502133,0.009695771,-1.787726361,0.018133774,0.670186926,0.121413086,0.095890411,0.429223744,0.429223744,0.345890411
B. suecicus,M007,1.867776462,0.009771543,-2.582049085,0.01600016,0.751840609,0.119484674,0.120547945,0.453881278,0.453881278,0.370547945
B. suecicus,M008,1.199044091,0.009309686,-2.703907626,0.033239747,0.716140388,0.121222303,0.22739726,0.560730593,0.560730593,0.47739726
B. suecicus,M008,1.532459225,0.009309686,-2.217873638,0.033239747,0.652122548,0.121222303,0.22739726,0.560730593,0.560730593,0.47739726
B. suecicus,M009,2.280236947,0.009695771,-1.070374331,0.018133774,0.564822869,0.121413086,0.301369863,0.634703196,0.634703196,0.551369863
B. suecicus,M009,1.383547141,0.011590547,-2.322101366,0.019978564,0.669639298,0.108021905,0.328767123,0.662100456,0.662100456,0.578767123
B. suecicus,M009,1.453527041,0.011590547,-2.502799528,0.019978564,0.702224448,0.108021905,0.328767123,0.662100456,0.662100456,0.578767123
B. suecicus,M009,1.625170941,0.011590547,-2.451914998,0.019978564,0.698577044,0.108021905,0.328767123,0.662100456,0.662100456,0.578767123
B. suecicus,M010,2.009651269,0.009695771,-1.25917338,0.01,0.719756982,0.127481059,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M010,1.926327731,0.009695771,-1.35639368,0.018133774,0.691197354,0.101753904,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M010,1.823304285,0.009695771,-1.695641897,0.018133774,0.736387732,0.119511903,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M010,1.516184414,0.009695771,-2.128165148,0.03,0.728287244,0.120405819,0.594520548,0.927853881,0.927853881,0.844520548
B. suecicus,M011,1.920752762,0.009695771,-1.926688923,0.018133774,0.669302386,0.121413086,0.780821918,0.114155251,0.114155251,0.030821918
B. suecicus,M011,1.968265552,0.01008197,-1.076422835,0.015068328,0.74423503,0.117439868,0.852054795,0.185388128,0.185388128,0.102054795
B. suecicus,M011,1.890552555,0.01008197,-1.241017166,0.015068328,0.744258677,0.117439868,0.852054795,0.185388128,0.185388128,0.102054795
B. suecicus,M011,1.654223784,0.01008197,-1.324948494,0.015068328,0.731599245,0.117439868,0.852054795,0.185388128,0.185388128,0.102054795
B. suecicus,M011,1.822930802,0.01008197,-1.166856426,0.015068328,0.732926442,0.117439868,0.852054795,0.185388128,0.185388128,0.102054795
B. suecicus,M011,1.822906976,0.01008197,-1.370503696,0.015068328,0.710364332,0.117439868,0.852054795,0.185388128,0.185388128,0.102054795
B. suecicus,M012,1.672301626,0.009902889,-1.549180081,0.017633471,0.694170435,0.128763222,0.917808219,0.251141552,0.251141552,0.167808219
B. suecicus,M012,1.55601388,0.009902889,-1.540387542,0.017633471,0.66499116,0.128763222,0.917808219,0.251141552,0.251141552,0.167808219
B. suecicus,M012,1.462228323,0.009902889,-1.567575311,0.017633471,0.679242195,0.128763222,0.917808219,0.251141552,0.251141552,0.167808219
B. suecicus,M012,1.533909551,0.009902889,-1.518453797,0.017633471,0.732564027,0.128763222,0.917808219,0.251141552,0.251141552,0.167808219
B. suecicus,M013,2.461254798,0.009695771,-1.852444719,0.018133774,0.657837152,0.121413086,0.950684932,0.284018265,0.284018265,0.200684932
B. suecicus,M013,0.955734446,0.010431503,-1.857051862,0.013517955,0.635947266,0.134943787,0.97260274,0.305936073,0.305936073,0.22260274
B. suecicus,M014,0.999488654,0.008522275,-2.325858601,0.016143434,0.678296695,0.109935413,0.016438356,0.349771689,0.349771689,0.266438356
B. suecicus,M014,1.177654463,0.008522275,-2.220480893,0.016143434,0.728579873,0.109935413,0.016438356,0.349771689,0.349771689,0.266438356
B. suecicus,M014,1.103552808,0.008522275,-2.208995747,0.016143434,0.731732657,0.109935413,0.016438356,0.349771689,0.349771689,0.266438356
B. suecicus,M015,2.262750612,0.006497556,-2.088953673,0.014285968,0.65719456,0.119836114,0.057534247,0.39086758,0.39086758,0.307534247
B. suecicus,M015,1.293006354,0.006497556,-2.099003147,0.014285968,0.715309536,0.119836114,0.057534247,0.39086758,0.39086758,0.307534247
B. suecicus,M015,1.477639084,0.006497556,-1.982418434,0.014285968,0.695730529,0.119836114,0.057534247,0.39086758,0.39086758,0.307534247
B. suecicus,M016,2.683321891,0.009695771,-1.585958825,0.018133774,0.629136106,0.121413086,0.079452055,0.412785388,0.412785388,0.329452055
B. suecicus,M016,1.377577038,0.007222131,-2.102071632,0.013317967,0.685005122,0.128418044,0.098630137,0.43196347,0.43196347,0.348630137
B. suecicus,M016,1.0367337,0.007222131,-2.327154302,0.013317967,0.69589484,0.128418044,0.098630137,0.43196347,0.43196347,0.348630137
B. suecicus,M016,0.921809576,0.007222131,-2.401924053,0.013317967,0.644323818,0.128418044,0.098630137,0.43196347,0.43196347,0.348630137
B. suecicus,M016,1.450947183,0.007222131,-2.369074019,0.013317967,0.688418048,0.128418044,0.098630137,0.43196347,0.43196347,0.348630137
B. suecicus,M017,1.650159176,0.009262731,-1.857136318,0.017841807,0.704371116,0.106470394,0.136986301,0.470319634,0.470319634,0.386986301
B. suecicus,M017,1.359853836,0.009262731,-2.328979521,0.017841807,0.711789544,0.106470394,0.136986301,0.470319634,0.470319634,0.386986301
B. suecicus,M017,1.487086673,0.009262731,-2.258297111,0.017841807,0.65516112,0.106470394,0.136986301,0.470319634,0.470319634,0.386986301
B. suecicus,M017,1.539972617,0.009262731,-2.306827118,0.017841807,0.697350971,0.106470394,0.136986301,0.470319634,0.470319634,0.386986301
B. suecicus,M018,1.12812766,0.008153674,-2.289662242,0.014392412,0.733069347,0.12140448,0.175342466,0.508675799,0.508675799,0.425342466
B. suecicus,M018,1.174906265,0.008153674,-2.375933874,0.014392412,0.696650024,0.12140448,0.175342466,0.508675799,0.508675799,0.425342466
B. suecicus,M018,1.206918083,0.008153674,-2.37603067,0.014392412,0.676349763,0.12140448,0.175342466,0.508675799,0.508675799,0.425342466
B. suecicus,M019,2.177586504,0.00916819,-2.309143941,0.015698889,0.682727515,0.137202303,0.219178082,0.552511415,0.552511415,0.469178082
B. suecicus,M019,1.773139855,0.00916819,-2.445320497,0.015698889,0.668411127,0.137202303,0.219178082,0.552511415,0.552511415,0.469178082
B. suecicus,M019,1.702672557,0.00916819,-2.479015105,0.015698889,0.696139391,0.137202303,0.219178082,0.552511415,0.552511415,0.469178082
B. suecicus,M020,1.570767128,0.006387083,-2.4047965,0.016978338,0.712933362,0.111657528,0.263013699,0.596347032,0.596347032,0.513013699
B. suecicus,M020,1.768972306,0.006387083,-2.415361709,0.016978338,0.716624404,0.111657528,0.263013699,0.596347032,0.596347032,0.513013699
B. suecicus,M020,1.646883077,0.006387083,-2.433465691,0.016978338,0.672731947,0.111657528,0.263013699,0.596347032,0.596347032,0.513013699
B. suecicus,M021,1.675723047,0.008797863,-2.537116564,0.017572375,0.67685409,0.100281312,0.315068493,0.648401826,0.648401826,0.565068493
B. suecicus,M021,1.822989753,0.008797863,-2.316752552,0.017572375,0.665962943,0.100281312,0.315068493,0.648401826,0.648401826,0.565068493
B. suecicus,M021,1.826342796,0.008797863,-2.456674907,0.017572375,0.779424473,0.100281312,0.315068493,0.648401826,0.648401826,0.565068493
B. suecicus,M022,2.511840007,0.011398613,-2.354845259,0.01748754,0.681863351,0.16018362,0.380821918,0.714155251,0.714155251,0.630821918
B. suecicus,M022,2.470733462,0.011398613,-2.097388822,0.01748754,0.663521456,0.16018362,0.380821918,0.714155251,0.714155251,0.630821918
B. suecicus,M022,2.273801636,0.011398613,-2.394823158,0.01748754,0.747652112,0.16018362,0.380821918,0.714155251,0.714155251,0.630821918
B. suecicus,M022,2.530775415,0.011398613,-2.436965482,0.01748754,0.643109574,0.16018362,0.380821918,0.714155251,0.714155251,0.630821918
B. suecicus,M022,2.328228483,0.010187172,-2.163109148,0.020147458,0.655594965,0.109763956,0.380821918,0.714155251,0.714155251,0.630821918
B. suecicus,M022,2.434649865,0.010187172,-2.151419913,0.020147458,0.612498015,0.122534839,0.380821918,0.714155251,0.714155251,0.630821918
B. suecicus,M023,2.437077187,0.011787128,-1.685025793,0.019794835,0.641252009,0.151061183,0.506849315,0.840182648,0.840182648,0.756849315
B. suecicus,M023,2.422713498,0.011787128,-1.97263846,0.019794835,0.696019186,0.151061183,0.506849315,0.840182648,0.840182648,0.756849315
B. suecicus,M023,2.399419543,0.011787128,-1.634495303,0.019794835,0.695305164,0.151061183,0.506849315,0.840182648,0.840182648,0.756849315
B. suecicus,M023,2.771896779,0.010840129,-1.655669965,0.021581135,0.699807452,0.112156626,0.506849315,0.840182648,0.840182648,0.756849315
B. suecicus,M023,2.402312829,0.010840129,-1.631679528,0.021581135,0.72364406,0.101748939,0.506849315,0.840182648,0.840182648,0.756849315
B. suecicus,M023,2.693295778,0.010840129,-1.641307607,0.021581135,0.677864634,0.081543079,0.506849315,0.840182648,0.840182648,0.756849315
B. suecicus,M024,1.411048077,0.009292776,-1.357458887,0.019926655,0.701134603,0.144800107,0.808219178,0.141552511,0.141552511,0.058219178
B. suecicus,M024,1.199938043,0.009292776,-1.432008164,0.019926655,0.678528624,0.144800107,0.808219178,0.141552511,0.141552511,0.058219178
B. suecicus,M024,1.048121418,0.009292776,-1.507310485,0.019926655,0.575986402,0.144800107,0.808219178,0.141552511,0.141552511,0.058219178
B. suecicus,M025,0.998360437,0.011079163,-1.607511779,0.017098063,0.677825414,0.160937084,0.893150685,0.226484018,0.226484018,0.143150685
B. suecicus,M025,0.812178405,0.011079163,-1.655429875,0.017098063,0.72986407,0.160937084,0.893150685,0.226484018,0.226484018,0.143150685
B. suecicus,M025,1.104849353,0.011079163,-1.577949525,0.017098063,0.695775259,0.160937084,0.893150685,0.226484018,0.226484018,0.143150685
B. suecicus,M026,0.456147922,0.009578306,-1.943476049,0.028179736,0.667209086,0.106963541,0.950684932,0.284018265,0.284018265,0.200684932
B. suecicus,M026,0.538677381,0.009578306,-1.995792457,0.028179736,0.74913679,0.106963541,0.950684932,0.284018265,0.284018265,0.200684932
B. suecicus,M026,0.547018299,0.009578306,-1.955473417,0.028179736,0.666917936,0.106963541,0.950684932,0.284018265,0.284018265,0.200684932
B. suecicus,M027,0.772464885,0.009605616,-1.910169606,0.019425853,0.658801385,0.126590249,0,0.333333333,0.333333333,0.25
B. suecicus,M027,1.076207359,0.009605616,-1.406311421,0.019425853,0.634360596,0.126590249,0,0.333333333,0.333333333,0.25
B. suecicus,M027,0.861430495,0.009605616,-2.125980858,0.019425853,0.694611544,0.126590249,0,0.333333333,0.333333333,0.25
B. suecicus,M028,0.956267987,0.012269654,-1.984660061,0.025506391,0.667003053,0.137672899,0.04109589,0.374429223,0.374429223,0.29109589
B. suecicus,M028,0.677162011,0.012269654,-2.211117623,0.025506391,0.697682468,0.137672899,0.04109589,0.374429223,0.374429223,0.29109589
B. suecicus,M028,0.572012184,0.012269654,-2.166485374,0.025506391,0.696985542,0.137672899,0.04109589,0.374429223,0.374429223,0.29109589
B. suecicus,M029,0.838501582,0.009695771,-2.188995534,0.018133774,0.766389416,0.097327668,0.082191781,0.415525114,0.415525114,0.332191781
B. suecicus,M029,1.158381195,0.009695771,-1.602458274,0.02,0.597295572,0.107041937,0.082191781,0.415525114,0.415525114,0.332191781
B. suecicus,M029,1.160258322,0.009695771,-1.595949136,0.01,0.625978355,0.122399924,0.082191781,0.415525114,0.415525114,0.332191781
B. suecicus,M030,1.205350338,0.009695771,-1.941227742,0.018133774,0.6834721,0.108101767,0.120547945,0.453881278,0.453881278,0.370547945
B. suecicus,M031,1.560489352,0.009695771,-2.105251839,0.018133774,0.678810081,0.184214822,0.161643836,0.494977169,0.494977169,0.411643836
B. suecicus,M032,0.81499461,0.011975261,-2.098272986,0.016618381,0.711136918,0.160845735,0.2,0.533333333,0.533333333,0.45
