,mu_prior_SST,std_prior_SST,mu_prior_SAT,std_prior_SAT,mu_prior_SSS,std_prior_SSS,mu_prior_precip,std_prior_precip,mu_prior_d18Oc,std_prior_d18Oc,mu_prior_D47,std_prior_D47,mu_likelihood_SST,std_likelihood_SST,mu_likelihood_d18Oc,std_likelihood_d18Oc,mu_likelihood_D47,std_likelihood_D47,mu_post_SST,std_post_SST,mu_post_SAT,std_post_SAT,mu_post_SSS,std_post_SSS,mu_post_precip,cov_post_precip,mu_post_d18Oc,cov_post_d18Oc,mu_post_D47,std_post_D47
0,23.86139364415018,2.839030416484688,16.279542236328137,3.4637789578825746,34.567593958624755,2.9309347639942738,2.05036494662636,0.6656403333772699,-0.8713443060724121,0.4307416228169818,0.5965678862698325,0.008904111131852476,13.128135009253185,,0.016000000000000014,0.0447213595499958,0.6315000000000001,0.0145,23.660530404337067,0.5560733486984614,28.222565200978693,0.7886809301000248,37.28373992244188,0.4846003497312999,1.0559622136013926,0.4475803388864417,-0.05944659865577695,0.0380757759153097,0.5974643297195603,0.0013246744173310064
1,23.17810471866319,2.986352310968253,17.01156005859377,3.1059437409506288,34.58037046968395,3.0000472686968362,2.0900210780609987,0.6261987838670506,-0.7161340389081051,0.4079074037753691,0.5985813934465994,0.009444673016201725,23.999930569083176,,0.10700000000000001,0.0316227766016838,0.5964285714285714,0.01096096971726759,23.021995929253023,0.4449340013716749,30.178046312399147,0.828340884426811,36.37394841695855,0.3940340771877869,1.2571748938251535,0.43024669299854423,-0.1616017119222558,0.035523463361273884,0.5994227412418135,0.0008574420392219926
2,23.147724742925575,2.9586497391988686,18.668688964843767,2.7891873199211266,34.56138134772649,2.9615959988890648,2.131098924337493,0.5604317511758444,-0.7139882951692403,0.3979276161096577,0.5986792408080414,0.0093615677591329,20.749052540373157,,-0.22615384615384615,0.02773500981126146,0.6065,0.010253048327204941,22.984413132045404,0.38431831915090364,32.32352863185008,0.8587618671050208,36.12579842159059,0.3391432120851419,1.7342211679922144,0.32290944938950694,-0.22093517996007656,0.030669029962275902,0.599538440867435,0.0005087567431354071
3,23.9290866648725,2.740060088751453,21.54889648437501,2.5427116907420104,34.51812306313648,2.798718251625985,1.9671563542260622,0.676730407379574,-0.8989457806186367,0.3988986619201525,0.5963820413025376,0.008595544775568932,,,-0.5469999999999999,0.01414213562373095,,,24.015195909644262,0.34765519813551427,34.76245335576493,0.8713730874778038,36.93721102995366,0.30241629340361303,2.17190239681271,0.30670749083006,-0.23611567771073094,0.02830314777243454,0.5963820413025376,7.081267575614875e-10
4,26.57514352265598,2.422163970224882,27.122449951171888,2.4648838679584877,34.46747836922367,2.593439057963672,1.4064344921962402,0.7139255137278882,-1.5104770505963203,0.41067086026290267,0.5885868545689854,0.007396864990513588,31.31198531610761,,-1.2017647058823526,0.009166984970282115,0.5749687499999999,0.0051265241636024705,26.393209725863983,0.46853717249286936,39.46233002496183,0.8624550204229209,37.76090720952149,0.39827145862002955,1.6255250782221835,0.22057565520739242,-0.558352375251015,0.02933908247348214,0.5892276008074326,0.0009154492300652535
5,30.58667586161037,2.225476871257093,32.08118530273438,2.733310054615005,34.42889084669983,2.475400414338939,1.6901619032978488,0.981286570145122,-2.4350462747375294,0.41700845337710984,0.5770581086206973,0.006538685099501597,25.277515107849013,,-1.6498290598290601,0.009245003270420488,0.5925625,0.00725,30.349165449841166,0.4819440473087774,43.7890932984555,0.8452700141577653,38.341868313592066,0.41328144032495917,1.9073496325977053,0.3134652498018987,-1.3106795682142918,0.035180458434360525,0.5777040063750548,0.0008969166229111642
6,34.10417350923086,2.0215067461388547,35.76927734375,2.8553574916225153,34.38776902184371,2.3784112620831865,2.0951558468311764,1.2533398290455173,-3.2513630266766484,0.4304877217589145,0.5672792191565635,0.005755265679133298,26.528405679384605,,-2.0610810810810816,0.009491579957524992,0.5888260869565218,0.004275816728492018,34.13101192464302,0.40672252201984,46.45724771023367,0.8544907320840632,39.39142061641076,0.36717875962883095,2.447648008434922,0.4153916653633472,-1.894495434200922,0.046910725477889874,0.5671107143180018,0.000384829259000927
7,35.4887913884634,1.9040936000527455,35.78623779296875,2.6463149972980697,34.37323503283798,2.4547891455949573,1.9801853387093622,1.0071089319803872,-3.573177634208624,0.4887290530445367,0.5635119548835784,0.005348171824932041,,,-1.7621904761904763,0.009759000729485335,,,35.449067104115045,0.3873338669480624,45.9459648978102,0.8677494151851091,39.68279467149641,0.3503603924887389,2.1186651982549405,0.4164468047373761,-2.118358293216215,0.045439855157881175,0.5635119548835784,5.206251464550825e-10
8,34.18526063481184,1.7371081362592797,32.02878784179689,2.525962013185988,34.38416153945246,2.5654907184245497,1.9421263511958378,0.7562729631334596,-3.2723418417022767,0.56171093357729,0.5670408969464823,0.004939846708675991,28.511260423184638,,-1.3562711864406782,0.009205746178983237,0.5830000000000001,0.004973458969132757,33.996234563771054,0.4723249848064561,40.912117151637744,0.7833712360744886,40.413997888216464,0.41491442668474476,2.163280703960463,0.5090759041503145,-1.5832545702810046,0.0426355319203911,0.567481394912068,0.0007723558843282571
9,31.27739675301695,1.6493087739480345,25.728966064453154,3.0079178405466136,34.425270133968525,2.6021008655329902,1.6398234649841477,0.48859498936348833,-2.5945587972316293,0.5893628299995839,0.575105084802133,0.004825306250007755,,,-0.5620833333333334,0.014433756729740647,,,31.263739412495283,0.36828682118611666,33.4448202960092,0.6534207744376535,41.36777616962381,0.35880208925174556,2.200868060482809,0.3852646582221021,-0.6923121434620827,0.05642310548355416,0.575105084802133,1.028152283552085e-09
10,28.24302759130872,2.073197558372759,20.42561767578126,3.588247353477814,34.47491547630984,2.6197419634488406,1.8276501341460962,0.6868409525864702,-1.8863486429308807,0.5174938654658029,0.5837636438640461,0.0062177576167070795,24.80053885438241,,-0.06419354838709676,0.017960530202677495,0.594,0.011839200423452026,28.486919551831534,0.5607394807838072,29.479296454019448,0.6762991589259535,40.29925620723459,0.49003325924820124,1.511199573216782,0.2911428121914484,-0.34526636876415817,0.04493518484691772,0.583070849036263,0.0012565591401957153
11,25.51228171652508,2.5427338453709867,17.17369750976563,3.6993307688340047,34.533981891523425,2.7972951267542605,1.943341875517035,0.6802820061636992,-1.2508405703832222,0.46825536827909053,0.5917107744092964,0.00782821972637155,25.42036654519211,,-0.162,0.0223606797749979,0.5921333333333333,0.007487767802667672,25.3306534992347,0.6326752117422991,27.66492380828589,0.7387093572368683,38.57231063110717,0.5459489775822975,1.262166644096665,0.29528475426720435,-0.09119921408923926,0.03952293458817333,0.5924026970298583,0.0015838892293216094
