Month,SST
1,17.12123299
1,17.33909607
1,15.03623676
1,17.75846672
1,16.70784569
1,11.60587978
1,16.03685188
1,NA
1,10.76894665
1,11.57912731
1,8.467573166
1,8.409194946
2,16.60716438
2,16.84860611
2,13.95733547
2,17.02357101
2,15.96238232
2,10.58720493
2,15.05531693
2,NA
2,9.792779922
2,10.60975647
2,7.51533699
2,7.409824848
3,16.61223221
3,16.78232002
3,13.99424744
3,16.66793251
3,15.63539505
3,10.82424545
3,14.74121571
3,NA
3,9.790925026
3,10.46525097
3,7.511482716
3,7.219774246
4,17.15574646
4,17.21022224
4,14.99266434
4,16.87602425
4,15.93311405
4,12.20151043
4,15.21818066
4,NA
4,10.88495827
4,11.44624329
4,8.831110954
4,8.128948212
5,19.27651215
5,19.22509003
5,17.92608643
5,18.49253273
5,18.0327549
5,15.69696712
5,17.29021072
5,NA
5,14.30078697
5,14.47760105
5,12.78335953
5,11.58251762
6,23.43219566
6,23.35033226
6,22.62002373
6,22.96829033
6,22.87419891
6,21.17091751
6,22.6525135
6,NA
6,20.29532623
6,20.32963943
6,19.46516991
6,18.10103798
7,26.02318192
7,25.91003227
7,25.5078392
7,26.42469406
7,26.18130875
7,24.85837746
7,26.66918564
7,NA
7,24.95104408
7,25.19798279
7,24.1739254
7,23.17290115
8,26.70290947
8,26.61855507
8,26.3258419
8,27.20807266
8,26.90242195
8,25.82736397
8,27.38957405
8,NA
8,26.20145416
8,26.24713516
8,25.31076813
8,24.66131973
9,26.15545464
9,26.13500214
9,25.55998611
9,26.03865433
9,25.71451187
9,24.18749428
9,25.50651932
9,NA
9,23.76435661
9,23.44198608
9,22.09694481
9,21.80721474
10,23.47588921
10,23.61354256
10,22.66208267
10,23.39188766
10,22.98035049
10,20.43166542
10,22.33498001
10,NA
10,19.53114128
10,19.35917664
10,17.10305405
10,17.06159973
11,20.40095901
11,20.70956421
11,19.52521324
11,20.66509819
11,19.89565659
11,16.79894638
11,19.39684868
11,NA
11,15.64907551
11,15.69162464
11,12.97984219
11,13.08593082
12,18.29854012
12,18.51288795
12,16.86463356
12,18.82930756
12,17.85375977
12,13.79272842
12,17.43096924
12,NA
12,12.72677898
12,13.21960831
12,10.20153713
12,10.22235203
