Month,SSS
1,36.90305582
1,36.88642682
1,36.71014282
1,36.91772217
1,36.84274989
1,36.38309062
1,36.87216164
1,NA
1,36.07136625
1,36.59455219
1,36.27479958
1,35.99394808
2,36.88133912
2,36.87867158
2,36.68312062
2,36.9056329
2,36.84094603
2,36.3465177
2,36.83755928
2,NA
2,36.05153664
2,36.56690029
2,36.26118085
2,36.0270403
3,36.88047579
3,36.88763917
3,36.6955852
3,36.89110416
3,36.84274651
3,36.36554486
3,36.82598445
3,NA
3,36.03176828
3,36.55696238
3,36.25473272
3,36.0398624
4,36.88993034
4,36.90138421
4,36.7226293
4,36.88857445
4,36.85499073
4,36.4037916
4,36.83393748
4,NA
4,36.02275074
4,36.58665632
4,36.27105939
4,36.02150696
5,36.87480764
5,36.90420565
5,36.75600557
5,36.86092453
5,36.85549096
5,36.42629771
5,36.81861338
5,NA
5,35.93201251
5,36.58552371
5,36.24506955
5,35.93655672
6,36.86494074
6,36.92116341
6,36.7866306
6,36.83143758
6,36.83881598
6,36.43494457
6,36.75151054
6,NA
6,35.83310239
6,36.51958328
6,36.22155237
6,35.8541444
7,36.84832118
7,36.90115464
7,36.77304854
7,36.80155993
7,36.81972003
7,36.42188731
7,36.7784019
7,NA
7,35.92498423
7,36.57237356
7,36.27373065
7,35.85865211
8,36.82749121
8,36.87894888
8,36.76404475
8,36.72646903
8,36.78620138
8,36.38837472
8,36.74820528
8,NA
8,35.94386667
8,36.6018186
8,36.2444373
8,35.75713056
9,36.89242384
9,36.9307097
9,36.81524432
9,36.78546621
9,36.83664146
9,36.47805561
9,36.76587771
9,NA
9,35.99272374
9,36.5850265
9,36.23073033
9,35.74803748
10,36.94685219
10,36.95928873
10,36.83208659
10,36.85262959
10,36.88597734
10,36.53040653
10,36.83482456
10,NA
10,36.08693831
10,36.63293153
10,36.27783557
10,35.86004596
11,36.96267432
11,36.94935745
11,36.80055958
11,36.89195888
11,36.86141126
11,36.49849884
11,36.88873487
11,NA
11,36.11677474
11,36.65619655
11,36.29014719
11,35.90943865
12,36.93940115
12,36.9186507
12,36.75692257
12,36.90877425
12,36.84440264
12,36.44714618
12,36.89641886
12,NA
12,36.09505677
12,36.63483387
12,36.28758128
12,35.95790409
