ID,D,Run,Row,Sample.intensity,X49.parameter,D47_raw,D47_SD,D47_final,Temperature,d18O,d13C,Whorl,sample_nr,Year,season_manual,d18O_SD,day,DOY_SD,season_label,T_d18O,DOY,Season
AS021,968,,,,,,,,,-1.48,0.3,,,,,0.1,604.2435279,8.086607945,,,239.2435279,
AS023,974,,,,,,,,,-1.65,0.26,,,,,0.1,607.5706853,8.108721409,,,242.5706853,
AS025,980,,,,,,,,,-1.57,0.17,,,,,0.1,608.6735042,8.100946362,,,243.6735042,
AS027,986,,,,,,,,,-1.48,0.28,,,,,0.1,610.0391549,8.102961796,,,245.0391549,
AS029,992,,,,,,,,,-1.4,0.37,,,,,0.1,612.1626901,8.34772734,,,247.1626901,
AS031,998,,,,,,,,,-1.43,0.28,,,,,0.1,614.0907939,9.565859682,,,249.0907939,
AS703,1000,,,,,,,,,-1.54,0.23,,,,,0.1,614.3875136,10.81796488,,,249.3875136,
AS033,1004,,,,,,,,,-1.41,0.28,,,,,0.1,616.294734,14.53679008,,,251.294734,
AS035,1010,,,,,,,,,-1.39,0.45,,,,,0.1,617.9482681,17.231025,,,252.9482681,
ATavg01,1014,,,,,,,,,-1.39,,,,,,0.1,618.3929316,14.96090313,,,253.3929316,
AT101,1014,,,,,,,,,-1.57,,,,,,0.1,618.3929316,14.96090313,,,253.3929316,
AT201,1014,,,,,,,,,-1.31,,,,,,0.1,618.3929316,14.96090313,,,253.3929316,
AT301,1014,,,,,,,,,-1.38,,,,,,0.1,618.3929316,14.96090313,,,253.3929316,
AT401,1014,,,,,,,,,-1.32,,,,,,0.1,618.3929316,14.96090313,,,253.3929316,
AT501,1014,,,,,,,,,-1.36,,,,,,0.1,618.3929316,14.96090313,,,253.3929316,
AT001,1016,,,,,,,,,-1.46,0.44,,,,,0.1,618.008808,17.48262058,,,253.008808,
AT003,1022,,,,,,,,,-1.52,0.24,,,,,0.1,621.6330637,20.14807313,,,256.6330637,
AT005,1028,,,,,,,,,-1.46,0.26,,,,,0.1,621.3702366,14.60784908,,,256.3702366,
AT007,1034,,,,,,,,,-1.55,0.71,,,,,0.1,624.241958,10.36812719,,,259.241958,
AT009,1040,,,,,,,,,-1.34,0.29,,,,,0.1,624.4588924,9.621517597,,,259.4588924,
AT011,1046,,,,,,,,,-1.53,0.29,,,,,0.1,624.3283341,14.33725991,,,259.3283341,
AT013,1052,,,,,,,,,-1.19,0.34,,,,,0.1,624.8768341,16.93001726,,,259.8768341,
AT015,1058,,,,,,,,,-1.21,0.45,,,,,0.1,626.7229717,11.12735798,,,261.7229717,
AT017,1064,,,,,,,,,-1.19,0.52,,,,,0.1,628.9436232,10.89595355,,,263.9436232,
AT019,1070,,,,,,,,,-1.17,0.3,,,,,0.1,631.7838105,12.59213273,,,266.7838105,
AT701,1074,501,42,19620,0.027,-0.189,0.113,0.592,25.7,-1.49,0.87,AT,701,2,autumn,0.1,631.6752391,18.83587157,4,22.9436,266.6752391,autumn
AT701,1074,502,27,22221,0.004,-0.249,0.112,0.594,25,-1.65,0.12,AT,701,2,autumn,0.1,631.6752391,18.83587157,4,23.638,266.6752391,autumn
AT701,1074,502,33,17178,0.064,-0.218,0.104,0.601,22.7,-1.61,0.15,AT,701,2,autumn,0.1,631.6752391,18.83587157,4,23.4644,266.6752391,autumn
AT701,1074,503,38,22141,-0.077,-0.273,0.1,0.521,53.3,-1.47,0.2,AT,701,2,autumn,0.1,631.6752391,18.83587157,4,22.8568,266.6752391,autumn
AT701,1074,506,20,18174,0.06,-0.246,0.116,0.589,26.6,-1.58,0.16,AT,701,2,autumn,0.1,631.6752391,18.83587157,4,23.3342,266.6752391,autumn
AT701,1074,508,23,12166,0.096,-0.28,0.113,0.552,40.2,-1.7,0.19,AT,701,2,autumn,0.1,631.6752391,18.83587157,4,23.855,266.6752391,autumn
AT701,1074,508,24,18507,0.057,-0.271,0.111,0.562,36.4,-1.55,0.2,AT,701,2,autumn,0.1,631.6752391,18.83587157,4,23.204,266.6752391,autumn
AT021,1076,,,,,,,,,-1.31,0.09,,,,,0.1,633.6115029,21.76284146,,,268.6115029,
AT702,1080,,,,,,,,,-1.21,0.12,,,,,0.1,633.4527266,22.41736393,,,268.4527266,
AT023,1082,,,,,,,,,-1.05,0.22,,,,,0.1,635.4632627,18.93496656,,,270.4632627,
AT025,1088,,,,,,,,,-1.1,0.25,,,,,0.1,636.6323806,19.42077386,,,271.6323806,
AT027,1094,,,,,,,,,-1.03,0.18,,,,,0.1,637.7639435,26.1262185,,,272.7639435,
AT029,1100,,,,,,,,,-1.04,0.3,,,,,0.1,640.5182883,21.40009083,,,275.5182883,
AT031,1106,,,,,,,,,-0.83,0.57,,,,,0.1,644.5302054,13.70018769,,,279.5302054,
AT033,1112,,,,,,,,,-0.59,0.63,,,,,0.1,648.0921649,13.52383353,,,283.0921649,
AT034,1115,,,,,,,,,-0.48,0.94,,,,,0.1,651.6991329,13.19056241,,,286.6991329,
AT035,1118,,,,,,,,,-0.65,0.51,,,,,0.1,652.7509957,13.72094956,,,287.7509957,
AT036,1121,,,,,,,,,-0.49,0.52,,,,,0.1,656.1265357,13.80261102,,,291.1265357,
AT037,1124,,,,,,,,,-0.62,0.72,,,,,0.1,659.0173399,13.83147127,,,294.0173399,
AT038,1127,,,,,,,,,-0.28,0.93,,,,,0.1,663.0199938,15.37162499,,,298.0199938,
AT601a,1128,,,,,,,,,-0.5,0.82,,,,,0.1,668.1074184,15.42097332,,,303.1074184,
AT039,1130,,,,,,,,,-0.44,0.63,,,,,0.1,669.942213,16.30913914,,,304.942213,
AUavg01,1133,,,,,,,,,-0.22,,,,,,0.1,679.3699404,16.90035267,,,314.3699404,
AU101,1133,,,,,,,,,-0.19,,,,,,0.1,679.3699404,16.90035267,,,314.3699404,
AU201,1133,,,,,,,,,-0.21,,,,,,0.1,679.3699404,16.90035267,,,314.3699404,
AU301,1133,,,,,,,,,-0.19,,,,,,0.1,679.3699404,16.90035267,,,314.3699404,
AU401,1133,,,,,,,,,-0.33,,,,,,0.1,679.3699404,16.90035267,,,314.3699404,
AU501,1133,,,,,,,,,-0.19,,,,,,0.1,679.3699404,16.90035267,,,314.3699404,
AU001,1136,,,,,,,,,-0.39,0.74,,,,,0.1,685.3943644,17.47736067,,,320.3943644,
AU002,1139,503,15,14951,0.065,-0.262,0.127,0.58,29.7,-0.38,1.04,AU,2,2,winter,0.1,693.7653394,18.5539093,5,18.1262,328.7653394,winter
AU002,1139,500,6,18694,0.112,-0.245,0.104,0.609,20.1,-0.2,1.02,AU,2,2,winter,0.1,693.7653394,18.5539093,5,17.345,328.7653394,winter
AU002,1139,502,11,15112,0.098,-0.256,0.13,0.586,27.8,-0.15,1.03,AU,2,2,winter,0.1,693.7653394,18.5539093,5,17.128,328.7653394,winter
AU003,1142,500,41,17874,0.065,-0.229,0.135,0.609,20,-0.8,0.06,AU,3,2,winter,0.1,699.7018916,22.24058269,5,19.949,334.7018916,winter
AU003,1142,502,30,24125,-0.024,-0.261,0.087,0.582,29,-0.37,0.11,AU,3,2,winter,0.1,699.7018916,22.24058269,5,18.0828,334.7018916,winter
AU003,1142,502,36,17923,0.062,-0.26,0.118,0.502,61.8,-0.25,0.16,AU,3,2,winter,0.1,699.7018916,22.24058269,5,17.562,334.7018916,winter
AU003,1142,503,18,17453,0.057,-0.282,0.102,0.613,18.8,-0.22,0.17,AU,3,2,winter,0.1,699.7018916,22.24058269,5,17.4318,334.7018916,winter
AU003,1142,503,20,18056,0.042,-0.264,0.112,0.675,0.8,-0.29,0.17,AU,3,2,winter,0.1,699.7018916,22.24058269,5,17.7356,334.7018916,winter
AU003,1142,503,35,23228,-0.02,-0.245,0.086,0.588,26.8,-0.45,0.16,AU,3,2,winter,0.1,699.7018916,22.24058269,5,18.43,334.7018916,winter
AU003,1142,503,36,23970,0.002,-0.253,0.086,0.581,29.6,-0.26,0.19,AU,3,2,winter,0.1,699.7018916,22.24058269,5,17.6054,334.7018916,winter
AU003,1142,503,41,17205,0.059,-0.213,0.097,0.566,34.8,-0.54,0.16,AU,3,2,winter,0.1,699.7018916,22.24058269,5,18.8206,334.7018916,winter
AU003,1142,503,42,15203,0.071,-0.232,0.12,0.547,42.4,-0.14,0.17,AU,3,2,winter,0.1,699.7018916,22.24058269,5,17.0846,334.7018916,winter
AU004,1145,503,5,19007,0.05,-0.187,0.092,0.591,25.9,-0.07,0.4,AU,4,2,winter,0.1,710.6086489,26.3354896,5,16.7808,345.6086489,winter
AU004,1145,500,35,14873,0.068,-0.195,0.127,0.557,38.2,-0.22,0.2,AU,4,2,winter,0.1,710.6086489,26.3354896,5,17.4318,345.6086489,winter
AU005,1148,,,,,,,,,-0.08,0.87,,,,,0.1,718.7896815,29.31400622,,,353.7896815,
AU006,1151,502,32,13267,0.07,-0.214,0.129,0.66,4.7,0.24,1.16,AU,6,2,winter,0.1,746.8853448,31.83525641,1,15.4354,16.8853448,winter
AU006,1151,502,26,18373,0.063,-0.199,0.097,0.645,9.1,0.05,1.25,AU,6,2,winter,0.1,746.8853448,31.83525641,1,16.26,16.8853448,winter
AU007,1152,,,,,,,,,-0.13,1.44,,,,,0.1,790.6566542,36.79523166,,,60.6566542,
AU008,1156,,,,,,,,,-0.19,0.7,,,,,0.1,807.045807,33.52425982,,,77.045807,
AU009,1160,,,,,,,,,-0.39,-0.93,,,,,0.1,823.1091028,28.43108282,,,93.1091028,
AU010,1163,,,,,,,,,-0.09,-0.59,,,,,0.1,819.6743461,22.00376302,,,89.6743461,
AU011,1166,,,,,,,,,-0.59,-1.46,,,,,0.1,820.8755789,18.66130645,,,90.8755789,
AU012,1169,,,,,,,,,0.52,-0.47,,,,,0.1,821.8182026,16.90839451,,,91.8182026,
AU013,1172,,,,,,,,,-0.5,-1.52,,,,,0.1,823.8929468,13.44864303,,,93.8929468,
AU014,1175,,,,,,,,,-0.06,-1.19,,,,,0.1,825.0901843,12.45968119,,,95.0901843,
AU015,1178,,,,,,,,,-0.61,-1.42,,,,,0.1,832.4218148,13.19880516,,,102.4218148,
AU017,1184,,,,,,,,,-0.74,-1.79,,,,,0.1,834.8235336,12.03639978,,,104.8235336,
AU019,1190,,,,,,,,,-0.94,-2.06,,,,,0.1,836.1904012,11.97649452,,,106.1904012,
AU021,1196,,,,,,,,,-0.81,-1.89,,,,,0.1,837.8471455,11.51188497,,,107.8471455,
AU023,1202,,,,,,,,,-0.9,-1.75,,,,,0.1,839.5539927,11.13950631,,,109.5539927,
AU025,1208,,,,,,,,,-0.86,-1.15,,,,,0.1,841.2873541,10.82608243,,,111.2873541,
AU701,1210.5,,,,,,,,,-0.77,-1.19,,,,,0.1,841.9479908,10.7176401,,,111.9479908,
AU027,1214,,,,,,,,,-0.81,-1.34,,,,,0.1,842.7073412,10.64902187,,,112.7073412,
AU029,1219,,,,,,,,,-0.91,-1.35,,,,,0.1,844.0521838,10.54353029,,,114.0521838,
AU031,1226,,,,,,,,,-0.95,-1.15,,,,,0.1,845.8741226,10.43156687,,,115.8741226,
AU033,1232,,,,,,,,,-0.74,-1.18,,,,,0.1,847.5768946,10.40895431,,,117.5768946,
AU035,1238,,,,,,,,,-0.85,-1.19,,,,,0.1,849.2917425,10.37895122,,,119.2917425,
AU037,1244,,,,,,,,,-1.1,-1.12,,,,,0.1,850.2667993,10.38776378,,,120.2667993,
AU039,1250,,,,,,,,,-0.88,-1.14,,,,,0.1,851.7166512,10.4479183,,,121.7166512,
AU041,1256,,,,,,,,,-0.91,-1.04,,,,,0.1,854.0820158,10.48172648,,,124.0820158,
AU702,1261,,,,,,,,,-0.87,-0.88,,,,,0.1,855.259346,10.36051049,,,125.259346,
AU043,1262,,,,,,,,,-0.84,-1.02,,,,,0.1,855.8757611,10.3628453,,,125.8757611,
AV001,1268,,,,,,,,,-0.9,-1.02,,,,,0.1,857.5033793,10.40414647,,,127.5033793,
AVavg01,1269.5,,,,,,,,,-0.93,,,,,,0.1,858.6530684,10.45050449,,,128.6530684,
AV101,1269.5,,,,,,,,,-1.02,,,,,,0.1,858.6530684,10.45050449,,,128.6530684,
AV201,1269.5,,,,,,,,,-0.99,,,,,,0.1,858.6530684,10.45050449,,,128.6530684,
AV301,1269.5,,,,,,,,,-0.97,,,,,,0.1,858.6530684,10.45050449,,,128.6530684,
AV401,1269.5,,,,,,,,,-0.7,,,,,,0.1,858.6530684,10.45050449,,,128.6530684,
AV501,1269.5,,,,,,,,,-0.99,,,,,,0.1,858.6530684,10.45050449,,,128.6530684,
AV701,1270.5,,,,,,,,,-0.95,-0.73,,,,,0.1,859.4172808,10.46222554,,,129.4172808,
AV003,1274,,,,,,,,,-0.98,-0.95,,,,,0.1,860.2888055,10.40055832,,,130.2888055,
AV005,1280,,,,,,,,,-0.87,-0.92,,,,,0.1,862.3231864,10.52328508,,,132.3231864,
AV007,1286,,,,,,,,,-0.89,-1.01,,,,,0.1,864.0144022,10.5747866,,,134.0144022,
AV009,1292,,,,,,,,,-1.22,-0.55,,,,,0.1,865.9895595,10.74636753,,,135.9895595,
AV011,1298,,,,,,,,,-0.93,-0.69,,,,,0.1,868.0968229,10.92008599,,,138.0968229,
AV013,1304,,,,,,,,,-1.27,-0.79,,,,,0.1,870.2406497,11.05150646,,,140.2406497,
AV015,1310,501,32,25642,-0.017,-0.272,0.09,0.592,25.7,-1.52,-0.08,AV,15,3,spring,0.1,872.6528287,11.18573888,3,23.0738,142.6528287,summer
AV015,1310,502,29,16603,0.068,-0.252,0.106,0.591,25.9,-1.68,-0.77,AV,15,3,spring,0.1,872.6528287,11.18573888,3,23.7682,142.6528287,summer
AV015,1310,502,42,24011,-0.014,-0.244,0.1,0.545,43.2,-1.49,-0.55,AV,15,3,spring,0.1,872.6528287,11.18573888,3,22.9436,142.6528287,summer
AV017,1316,501,8,16549,0.045,-0.225,0.1,0.579,30.3,-1.42,-0.53,AV,17,3,spring,0.1,874.5142637,11.68157819,3,22.6398,144.5142637,summer
AV017,1316,501,26,19348,0.025,-0.212,0.093,0.66,4.9,-1.77,-0.09,AV,17,3,spring,0.1,874.5142637,11.68157819,3,24.1588,144.5142637,summer
AV017,1316,502,20,24206,-0.007,-0.259,0.099,0.583,28.9,-1.97,-0.59,AV,17,3,spring,0.1,874.5142637,11.68157819,3,25.0268,144.5142637,summer
AV017,1316,502,39,17277,0.035,-0.211,0.094,0.57,33.5,-1.67,-0.48,AV,17,3,spring,0.1,874.5142637,11.68157819,3,23.7248,144.5142637,summer
AV017,1316,503,24,18673,0.044,-0.251,0.107,0.563,36.1,-1.34,-0.55,AV,17,3,spring,0.1,874.5142637,11.68157819,3,22.2926,144.5142637,summer
AV017,1316,506,32,19838,0.018,-0.137,0.111,0.608,20.2,-1.84,-0.67,AV,17,3,spring,0.1,874.5142637,11.68157819,3,24.4626,144.5142637,summer
AV017,1316,506,33,13475,0.079,-0.196,0.161,0.547,42.1,-1.24,-0.41,AV,17,3,spring,0.1,874.5142637,11.68157819,3,21.8586,144.5142637,summer
AV017,1316,508,30,16896,0.062,-0.187,0.083,0.592,25.6,-1.51,-0.48,AV,17,3,spring,0.1,874.5142637,11.68157819,3,23.0304,144.5142637,summer
AV019,1322,501,33,8356,0.05,-0.315,0.169,0.547,42.3,-1.44,0.16,AV,19,3,spring,0.1,875.7388714,13.01494275,3,22.7266,145.7388714,summer
AV019,1322,502,14,23938,-0.003,-0.28,0.113,0.547,42.1,-1.43,-0.35,AV,19,3,spring,0.1,875.7388714,13.01494275,3,22.6832,145.7388714,summer
AV019,1322,503,9,17415,0.045,-0.223,0.123,0.596,24.4,-1.7,-0.45,AV,19,3,spring,0.1,875.7388714,13.01494275,3,23.855,145.7388714,summer
AV021,1328,501,5,21322,0,-0.227,0.105,0.581,29.6,-1.97,-0.65,AV,21,3,spring,0.1,877.7207701,13.42155307,3,25.0268,147.7207701,summer
AV021,1328,502,18,17956,0.047,-0.221,0.124,0.596,24.2,-1.93,-0.73,AV,21,3,spring,0.1,877.7207701,13.42155307,3,24.8532,147.7207701,summer
AV021,1328,505,11,17174,0.082,-0.255,0.106,0.592,25.7,-1.72,-0.59,AV,21,3,spring,0.1,877.7207701,13.42155307,3,23.9418,147.7207701,summer
AV021,1328,506,11,13593,0.145,-0.273,0.142,0.579,30,-1.16,-0.43,AV,21,3,spring,0.1,877.7207701,13.42155307,3,21.5114,147.7207701,summer
AV021,1328,508,36,13632,0.103,-0.241,0.107,0.567,34.5,-1.49,-0.42,AV,21,3,spring,0.1,877.7207701,13.42155307,3,22.9436,147.7207701,summer
AV023,1334,501,36,17657,0.05,-0.251,0.104,0.549,41.6,-1.4,-0.06,AV,23,3,spring,0.1,878.74362,13.7744767,3,22.553,148.74362,summer
AV023,1334,502,15,19483,0.041,-0.264,0.111,0.564,35.7,-1.44,-0.77,AV,23,3,spring,0.1,878.74362,13.7744767,3,22.7266,148.74362,summer
AV023,1334,503,6,19451,0.053,-0.26,0.097,0.517,55.3,-1.22,-0.67,AV,23,3,spring,0.1,878.74362,13.7744767,3,21.7718,148.74362,summer
AV023,1334,503,23,15691,0.061,-0.252,0.112,0.561,36.8,-1.52,-0.74,AV,23,3,spring,0.1,878.74362,13.7744767,3,23.0738,148.74362,summer
AV023,1334,508,38,18346,0.035,-0.221,0.094,0.59,26.2,-1.4,-0.64,AV,23,3,spring,0.1,878.74362,13.7744767,3,22.553,148.74362,summer
AV025,1340,501,11,22199,0.018,-0.146,0.083,0.652,7.1,-1.54,-0.43,AV,25,3,spring,0.1,880.0337895,14.03002185,3,23.1606,150.0337895,summer
AV025,1340,502,8,22471,0.01,-0.272,0.097,0.574,32.1,-1.35,-0.49,AV,25,3,spring,0.1,880.0337895,14.03002185,3,22.336,150.0337895,summer
AV025,1340,504,41,19609,0.04,-0.259,0.119,0.571,32.9,-1.42,-0.4,AV,25,3,spring,0.1,880.0337895,14.03002185,3,22.6398,150.0337895,summer
AV025,1340,506,29,17153,0.066,-0.296,0.125,0.512,57.3,-1.28,-0.11,AV,25,3,spring,0.1,880.0337895,14.03002185,3,22.0322,150.0337895,summer
AV027,1346,501,23,24350,-0.015,-0.277,0.078,0.571,33.1,-1.63,0.13,AV,27,3,spring,0.1,881.8355515,14.63588344,3,23.5512,151.8355515,summer
AV027,1346,502,9,23692,-0.013,-0.318,0.082,0.527,50.7,-1.75,-0.54,AV,27,3,spring,0.1,881.8355515,14.63588344,3,24.072,151.8355515,summer
AV027,1346,503,8,20809,0.016,-0.184,0.11,0.628,14,-1.41,-0.38,AV,27,3,spring,0.1,881.8355515,14.63588344,3,22.5964,151.8355515,summer
AV027,1346,506,35,19620,0.023,-0.186,0.112,0.548,41.9,-1.36,-0.37,AV,27,3,spring,0.1,881.8355515,14.63588344,3,22.3794,151.8355515,summer
AV029,1352,,,,,,,,,-1.22,-0.12,,,,,0.1,883.1554956,15.64745734,,,153.1554956,
AV031,1358,,,,,,,,,-1.22,-0.59,,,,,0.1,885.0086985,17.51834202,,,155.0086985,
AV033,1364,,,,,,,,,-1.12,-0.05,,,,,0.1,886.2770017,16.56365914,,,156.2770017,
AV035,1370,,,,,,,,,-1.26,,,,,,0.1,887.4013806,16.67084762,,,157.4013806,
AV037,1376,,,,,,,,,-1.17,-0.15,,,,,0.1,889.1692472,15.94751204,,,159.1692472,
AV702,1379,,,,,,,,,-1.22,-0.32,,,,,0.1,889.5496031,16.08188486,,,159.5496031,
AV039,1382,,,,,,,,,-1.21,-0.07,,,,,0.1,889.9324033,16.25448171,,,159.9324033,
AV041,1388,,,,,,,,,-1.29,0.08,,,,,0.1,890.3021912,15.37774987,,,160.3021912,
AV043,1394,,,,,,,,,-1.42,-0.01,,,,,0.1,891.1235877,14.35453436,,,161.1235877,
AV045,1400,,,,,,,,,-1.24,0.06,,,,,0.1,892.5081464,14.68912113,,,162.5081464,
AV047,1406,,,,,,,,,-1.48,0.29,,,,,0.1,894.7764476,15.05746955,,,164.7764476,
AWavg01,1412,,,,,,,,,-1.47,,,,,,0.1,896.660722,16.11117458,,,166.660722,
AW101,1412,,,,,,,,,-1.32,,,,,,0.1,896.660722,16.11117458,,,166.660722,
AW201,1412,,,,,,,,,-1.49,,,,,,0.1,896.660722,16.11117458,,,166.660722,
AW301,1412,,,,,,,,,-1.42,,,,,,0.1,896.660722,16.11117458,,,166.660722,
AW401,1412,,,,,,,,,-1.49,,,,,,0.1,896.660722,16.11117458,,,166.660722,
AW501,1412,,,,,,,,,-1.61,,,,,,0.1,896.660722,16.11117458,,,166.660722,
AW003,1417,,,,,,,,,-1.37,,,,,,0.1,895.745849,14.86199819,,,165.745849,
AW005,1423,,,,,,,,,-1.48,-0.01,,,,,0.1,897.7953498,15.05070831,,,167.7953498,
AW007,1429,,,,,,,,,-1.56,-0.1,,,,,0.1,899.8769308,15.39517818,,,169.8769308,
AW009,1435,,,,,,,,,-1.5,-0.2,,,,,0.1,900.2904175,14.76935604,,,170.2904175,
AW011,1441,,,,,,,,,-1.52,-0.09,,,,,0.1,901.4577627,14.90756879,,,171.4577627,
AW013,1447,,,,,,,,,-1.57,0.28,,,,,0.1,902.5239841,15.05062558,,,172.5239841,
AW015,1453,500,11,18243,0.111,-0.217,0.091,0.599,23.1,-1.78,0.29,AW,15,3,summer,0.1,904.2941382,14.23831099,3,24.2022,174.2941382,summer
AW015,1453,504,24,15737,0.042,-0.285,0.098,0.546,42.6,-1.77,0.28,AW,15,3,summer,0.1,904.2941382,14.23831099,3,24.1588,174.2941382,summer
AW017,1459,,,,,,,,,-1.9,0.43,,,,,0.1,904.9947528,13.99169285,,,174.9947528,
AW019,1465,,,,,,,,,-1.97,0.3,,,,,0.1,906.2013724,13.45586169,,,176.2013724,
AW021,1471,500,17,16647,0.084,-0.171,0.138,0.653,6.8,-1.92,0.42,AW,21,3,summer,0.1,908.1214864,12.7958044,3,24.8098,178.1214864,summer
AW021,1471,504,33,24522,-0.026,-0.297,0.098,0.562,36.4,-1.82,0.53,AW,21,3,summer,0.1,908.1214864,12.7958044,3,24.3758,178.1214864,summer
AW023,1477,500,15,17887,0.07,-0.261,0.108,0.564,35.8,-1.95,0.51,AW,23,3,summer,0.1,909.8217075,11.01967765,3,24.94,179.8217075,summer
AW023,1477,504,18,23917,-0.011,-0.251,0.106,0.6,23,-1.87,0.7,AW,23,3,summer,0.1,909.8217075,11.01967765,3,24.5928,179.8217075,summer
AW025,1483,500,26,25129,0.018,-0.205,0.081,0.627,14.3,-2.05,0.73,AW,25,3,summer,0.1,911.1776915,11.07955783,3,25.374,181.1776915,summer
AW025,1483,505,14,18873,0.021,-0.177,0.112,0.644,9.4,-2.24,0.71,AW,25,3,summer,0.1,911.1776915,11.07955783,3,26.1986,181.1776915,summer
AW027,1489,500,36,16365,0.085,-0.19,0.123,0.563,36.2,-1.94,0.85,AW,27,3,summer,0.1,912.8952863,11.408446,3,24.8966,182.8952863,summer
AW027,1489,504,17,19717,0.023,-0.252,0.091,0.6,22.8,-1.77,0.99,AW,27,3,summer,0.1,912.8952863,11.408446,3,24.1588,182.8952863,summer
AW029,1495,500,23,21229,0.017,-0.232,0.096,0.592,25.5,-2.34,0.65,AW,29,3,summer,0.1,914.131834,11.79832022,3,26.6326,184.131834,summer
AW029,1495,505,18,18542,0.033,-0.277,0.099,0.548,41.8,-1.69,0.69,AW,29,3,summer,0.1,914.131834,11.79832022,3,23.8116,184.131834,summer
AW031,1501,500,42,25528,-0.031,-0.3,0.094,0.535,47,-2.16,0.7,AW,31,3,summer,0.1,915.4326729,11.49472705,3,25.8514,185.4326729,summer
AW031,1501,504,6,20515,0.035,-0.254,0.102,0.595,24.8,-2.32,0.66,AW,31,3,summer,0.1,915.4326729,11.49472705,3,26.5458,185.4326729,summer
AW033,1507,,,,,,,,,-1.95,0.8,,,,,0.1,916.9458736,11.34495078,,,186.9458736,
AW035,1513,500,8,21636,0.058,-0.226,0.094,0.626,14.7,-2.6,0.64,AW,35,3,summer,0.1,918.5307909,11.63666138,3,27.761,188.5307909,summer
AW035,1513,504,11,19345,0.042,-0.256,0.094,0.567,34.4,-1.85,0.96,AW,35,3,summer,0.1,918.5307909,11.63666138,3,24.506,188.5307909,summer
AW035,1513,505,20,17535,0.053,-0.269,0.108,0.578,30.4,-1.89,0.99,AW,35,3,summer,0.1,918.5307909,11.63666138,3,24.6796,188.5307909,summer
AW037,1519,501,9,15611,0.064,-0.183,0.119,0.622,16,-2.24,0.61,AW,37,3,summer,0.1,919.9126471,12.00442414,3,26.1986,189.9126471,summer
AW037,1519,504,35,18712,0.008,-0.218,0.082,0.636,11.7,-2,0.84,AW,37,3,summer,0.1,919.9126471,12.00442414,3,25.157,189.9126471,summer
AW039,1525.5,501,14,21170,0.058,-0.246,0.087,0.664,3.8,-2.05,1.29,AW,39,3,summer,0.1,921.5662715,10.81565631,3,25.374,191.5662715,summer
AW041,1531,500,18,16072,0.091,-0.215,0.136,0.607,20.6,-2.11,0.68,AW,41,3,summer,0.1,923.0125718,11.26066266,3,25.6344,193.0125718,summer
AW041,1531,505,15,15817,0.055,-0.199,0.118,0.591,25.9,-1.9,0.77,AW,41,3,summer,0.1,923.0125718,11.26066266,3,24.723,193.0125718,summer
AW043,1537,,,,,,,,,-1.9,0.87,,,,,0.1,924.6349513,10.48319608,,,194.6349513,
AW045,1543,,,,,,,,,-1.83,0.72,,,,,0.1,926.1690834,10.44085106,,,196.1690834,
AW047,1549,500,24,25216,-0.016,-0.28,0.101,0.541,44.8,-2.32,0.38,AW,47,3,summer,0.1,927.8619898,10.4991772,3,26.5458,197.8619898,summer
AW047,1549,504,23,16815,0.03,-0.247,0.12,0.586,27.6,-2.12,0.54,AW,47,3,summer,0.1,927.8619898,10.4991772,3,25.6778,197.8619898,summer
AW048,1549,505,30,23060,0.015,-0.231,0.089,0.56,37,-2.19,0.49,AW,47,3,summer,0.1,928.5660552,10.52350079,3,25.9816,198.5660552,summer
AW049,1555,500,33,24264,-0.006,-0.24,0.108,0.55,40.9,-2.56,0.33,AW,49,3,summer,0.1,929.2701205,10.54782437,3,27.5874,199.2701205,summer
AW049,1555,504,20,17573,0.029,-0.206,0.105,0.67,2.2,-2,0.43,AW,49,3,summer,0.1,929.2701205,10.54782437,3,25.157,199.2701205,summer
AW049,1555,505,26,16481,0.076,-0.226,0.107,0.598,23.5,-1.93,0.6,AW,49,3,summer,0.1,929.2701205,10.54782437,3,24.8532,199.2701205,summer
AW051,1561,501,15,19002,0.035,-0.204,0.094,0.708,-7.4,-2.69,1.3,AW,51,3,summer,0.1,930.6490054,10.58292444,3,28.1516,200.6490054,summer
AW051,1561,504,32,25295,-0.042,-0.233,0.1,0.627,14.4,-2.46,0.63,AW,51,3,summer,0.1,930.6490054,10.58292444,3,27.1534,200.6490054,summer
AW051,1561,505,29,10679,0.091,-0.261,0.127,0.518,54.6,-2.32,0.83,AW,51,3,summer,0.1,930.6490054,10.58292444,3,26.5458,200.6490054,summer
AW053,1567,501,18,21892,0.004,-0.286,0.101,0.592,25.5,-2.27,1.19,AW,53,3,summer,0.1,932.0875148,10.43538764,3,26.3288,202.0875148,summer
AW053,1567,505,42,16668,0.058,-0.275,0.116,0.538,45.8,-2.13,0.71,AW,53,3,summer,0.1,932.0875148,10.43538764,3,25.7212,202.0875148,summer
AX001,1573,501,24,21051,-0.001,-0.277,0.107,0.57,33.3,-2.24,1.18,AX,1,3,summer,0.1,933.4579304,10.31697517,3,26.1986,203.4579304,summer
AX001,1573,504,38,27721,-0.051,-0.293,0.073,0.524,52,-2.3,0.57,AX,1,3,summer,0.1,933.4579304,10.31697517,3,26.459,203.4579304,summer
AX003,1579,501,35,15487,0.045,-0.217,0.108,0.583,28.6,-2.78,1.06,AX,3,3,summer,0.1,935.0487037,10.32861361,3,28.5422,205.0487037,summer
