"Month","SST"
1,22.9041997445355
1,22.5841543954534
1,22.2116514244777
1,14.6674394065736
1,14.675110527973
1,23.0566461061979
1,22.7363641913403
1,22.4125118902873
1,21.8804453502104
1,14.4879687343207
1,23.2419608983146
1,22.9595791222256
1,22.6742673942451
1,22.4734694953343
1,22.0320896270411
1,14.3582672992905
1,23.4301180297634
1,23.1663319274826
1,22.8850320795857
1,22.6815101761649
1,22.3766442214596
1,14.2296307970917
1,14.2790749372313
1,23.6219754571678
1,23.3733192096859
1,23.0892179653103
1,22.8648583060275
1,22.6134322744353
1,13.994785281332
1,14.0367528858308
1,23.8033533369343
1,23.583486809364
1,23.3120554640334
1,23.0601789985893
1,22.8494036897753
1,13.9736152951749
1,13.7171789653144
1,23.9472559180604
1,23.7588880395729
1,23.5220636891308
1,23.2496461823111
1,23.0247676091381
1,22.5957934215322
1,13.4583231298222
1,23.9372003701264
1,23.7157844243893
1,23.5669255558782
1,23.3455136593797
1,23.088165930702
1,22.8152120185593
1,21.8363021415728
1,20.2371271250062
1,19.2944983676551
1,18.8031595392252
1,24.0086499967003
1,23.4444186186066
1,23.2628592340659
1,23.2371245322444
1,23.0939743001413
1,22.8525761692981
1,22.3871823139995
1,21.269539109409
1,20.3810031731764
1,19.8975343897877
1,19.6773975923742
1,19.3055357053049
1,19.0099595083297
1,18.6685568566379
1,23.0558252065486
1,22.8394435051595
1,22.8509353435872
1,22.7317245675542
1,22.403415678614
1,21.876496496386
1,21.253913496977
1,20.6107097659907
1,20.0126202198113
1,19.5076932766793
1,19.1230959589863
1,18.838558909246
1,18.368056177337
2,22.4169788014893
2,22.1833505348559
2,21.8776409554867
2,13.8185378603095
2,13.7794227778415
2,22.5709167045568
2,22.3360408521908
2,22.096896461438
2,21.6350987812652
2,13.5840951007373
2,22.7581736132988
2,22.5558741193858
2,22.3506693034811
2,22.1989735765873
2,21.7660330473894
2,13.4132668116128
2,22.9482841033879
2,22.7613589976245
2,22.5520309221601
2,22.3873702104517
2,22.0861121293841
2,13.2889736204697
2,13.2565495943558
2,23.1183815253522
2,22.938942886624
2,22.7230154961797
2,22.5330458988463
2,22.2825150655326
2,13.0551267304078
2,13.0245951601964
2,23.2497539227289
2,23.0794509116194
2,22.864643263589
2,22.6495656429147
2,22.4440283970733
2,13.0498131390075
2,12.7525869527505
2,23.3359893955363
2,23.1760824802227
2,22.9774429017251
2,22.7301092169118
2,22.5107777540924
2,22.0859116968261
2,12.5537430996216
2,23.2848730751235
2,23.0866895594299
2,22.9517545051972
2,22.7398767186618
2,22.4640728680019
2,22.1738986819529
2,21.2912111832319
2,19.8874294489268
2,18.992620387753
2,18.3134180969602
2,23.3079242757945
2,22.7873455567259
2,22.6085011200829
2,22.5649282323926
2,22.3880318675975
2,22.1090075948221
2,21.5942987878705
2,20.6129215029888
2,19.828772097464
2,19.3558320083182
2,19.1306786069462
2,18.7867795817806
2,18.5071411500365
2,18.1288775812939
2,22.3365290076404
2,22.0998348947258
2,22.066272047019
2,21.8974007076284
2,21.4804922513636
2,20.9801531448196
2,20.4443642984516
2,19.8677524391047
2,19.3408603528648
2,18.9006444714711
2,18.5509981811811
2,18.2579954836763
2,17.7556274162619
3,22.4403709600642
3,22.1713614907864
3,21.8794129529048
3,13.7270211347539
3,13.6136251744965
3,22.5822489996704
3,22.3501866908073
3,22.1151036381379
3,21.7417937558481
3,13.4683656783916
3,22.7515909883528
3,22.577208711042
3,22.3974770427968
3,22.2627090667036
3,21.844272627427
3,13.3184207994552
3,22.9015237503505
3,22.7412043696344
3,22.557420927207
3,22.4120714083452
3,22.1131938339017
3,13.3321000235963
3,13.1826602143046
3,23.0179292859962
3,22.853524413974
3,22.6550420085824
3,22.4879845003551
3,22.2461793936061
3,13.1962868964348
3,13.0663017151431
3,23.1042169311842
3,22.9385018677058
3,22.7335979506103
3,22.541851805857
3,22.3425359914509
3,13.24706147088
3,12.9223733722154
3,23.1564711368836
3,22.9992670146392
3,22.8071863670091
3,22.5789226423011
3,22.3601707825685
3,21.9303019767419
3,12.8036853999825
3,23.1142233220279
3,22.9334592704125
3,22.7813822660271
3,22.5715749096765
3,22.2888457564924
3,21.9708829120399
3,21.1474923533791
3,19.949295916262
3,19.2089975163927
3,18.3914517358669
3,23.1041293448019
3,22.7215319259469
3,22.5298087626179
3,22.4171368256295
3,22.2125793969782
3,21.9203905222943
3,21.3599128963378
3,20.5069845486953
3,19.824879954589
3,19.4137953322068
3,19.1821616370611
3,18.8588068470442
3,18.5670183667235
3,18.1695908893215
3,22.2793142607001
3,22.0251745129903
3,21.9246399884291
3,21.7549276435945
3,21.2997237140675
3,20.8236523435734
3,20.3399920955435
3,19.8208371815155
3,19.3449465666056
3,18.9377798846682
3,18.5825323790798
3,18.2593073942256
3,17.749352800174
4,23.3272410466139
4,22.8622183941188
4,22.5305686611784
4,14.8710169990685
4,14.6744376854382
4,23.433064988968
4,23.1138506410498
4,22.8111975482599
4,22.5516360222555
4,14.6030198036933
4,23.5756515643873
4,23.3921075543266
4,23.208756890666
4,23.0681668682354
4,22.6700320671096
4,14.528210436259
4,23.6796440445383
4,23.5276219452711
4,23.3587957813613
4,23.2075618134545
4,22.8931554854015
4,14.7701333798927
4,14.5131390494715
4,23.7356495748717
4,23.5761664636911
4,23.3853303739149
4,23.2141921654895
4,22.9569508740811
4,14.7699933337268
4,14.5543318912523
4,23.7723005870946
4,23.6071153352173
4,23.4053148897191
4,23.2100282943607
4,22.9843000180127
4,14.8666964051525
4,14.5337591993687
4,23.7850230318821
4,23.6299638294489
4,23.4379427028402
4,23.2147320561128
4,22.9599182235885
4,22.5025758349589
4,14.4771875694935
4,23.7538929950193
4,23.6014510187455
4,23.4359433393766
4,23.2202603714072
4,22.914288505004
4,22.5245990299583
4,21.7581199876942
4,20.9083439652728
4,20.4554943932899
4,19.5140658462517
4,23.733112252586
4,23.5248694098233
4,23.3445814158963
4,23.1738106759459
4,22.9168474084227
4,22.5536548306292
4,21.9994650342394
4,21.3562926506172
4,20.8544895026904
4,20.5552730674578
4,20.3045006942959
4,19.9841596819677
4,19.6697040279604
4,19.235905860027
4,23.1839112244167
4,22.9478615341462
4,22.7798075544276
4,22.5627636445572
4,22.1659825804069
4,21.7514829179448
4,21.3436442869734
4,20.8998557144467
4,20.4616351869853
4,20.0525023653302
4,19.6481858084237
4,19.2554409130076
4,18.7517740223301
5,25.8698899191131
5,25.2233220869135
5,24.8675228342963
5,18.0119930161099
5,17.7940897326302
5,25.8756521910173
5,25.515411730426
5,25.1995826116349
5,25.0137884712889
5,17.7898480781788
5,25.9769743476662
5,25.8389586756607
5,25.7353913527225
5,25.6489447953051
5,25.2622624436388
5,17.7848855083233
5,26.0656617948133
5,25.9775666761963
5,25.9145271124913
5,25.8138323998247
5,25.4931719935894
5,18.1509827591488
5,17.8492247583878
5,26.0933110215669
5,25.995365069968
5,25.8991072700529
5,25.7743150177512
5,25.5048684392084
5,18.2435262991619
5,17.999044175022
5,26.0859135544599
5,25.9764855976835
5,25.8521774121081
5,25.6892565308049
5,25.4341480384814
5,18.360415623299
5,18.0374297962981
5,26.0502838710659
5,25.9426589784482
5,25.8124286966577
5,25.6229191746754
5,25.3188710920496
5,24.8564463477489
5,18.0061101368008
5,25.9998565386547
5,25.9031617979314
5,25.7993577461167
5,25.6164138243189
5,25.2876930165013
5,24.841231223494
5,24.1869480885621
5,23.6015735083525
5,23.3118802293889
5,22.5567069938093
5,26.0121792575665
5,25.8969340438941
5,25.8029145258143
5,25.681070379583
5,25.392179056394
5,24.9532697417278
5,24.4272152573413
5,23.9063830420024
5,23.5193247106162
5,23.3591650722286
5,23.1981281918616
5,22.9797475188039
5,22.7219103173698
5,22.2849717283575
5,25.7316976176648
5,25.5727596194778
5,25.3769112577699
5,25.104212218207
5,24.7269543960165
5,24.3366849954945
5,24.0175912316714
5,23.6722306003143
5,23.3609597167598
5,23.0335514237
5,22.6521819708905
5,22.2489647844418
5,21.7836787523653
6,29.5698533242912
6,28.8334188005348
6,28.4617772437609
6,22.0429917959713
6,21.857802303987
6,29.4937995959047
6,29.1256728430442
6,28.8065076144832
6,28.6543861645363
6,21.9128249538544
6,29.5658926709413
6,29.4741840913733
6,29.421359917898
6,29.3755382290011
6,28.9826206002699
6,21.9431989757254
6,29.6430615195333
6,29.6159352259631
6,29.6217996592915
6,29.5423891117313
6,29.2148548329934
6,22.3147755983658
6,22.0001790105164
6,29.6536773451352
6,29.619009554759
6,29.5916284969473
6,29.4846173035542
6,29.2020352863678
6,22.470633396499
6,22.2171245994872
6,29.6141246698646
6,29.571485797784
6,29.5177642834265
6,29.3794002798251
6,29.1155396446706
6,22.5860148013197
6,22.2680520124526
6,29.5204119369052
6,29.4907768466581
6,29.4488409240109
6,29.3193202601538
6,29.0332907259491
6,28.562203066293
6,22.2010180493934
6,29.3930687864241
6,29.3924382688109
6,29.4016950587902
6,29.3098513510818
6,29.0265054810526
6,28.5500774925395
6,27.8136552587447
6,27.250285346794
6,27.0040781322692
6,26.5078274684934
6,29.3401392250556
6,29.3497909034308
6,29.4011104343934
6,29.3859169115906
6,29.13270671814
6,28.6694224698661
6,28.0723541239301
6,27.5456687415942
6,27.1889941866617
6,27.1394539583082
6,27.0732871236766
6,26.9416738445092
6,26.7157018505636
6,26.2937454721571
6,29.3431827874782
6,29.2962315464818
6,29.1224010288457
6,28.8560028277602
6,28.4461535554206
6,28.0304932215623
6,27.7666722100768
6,27.4964576916694
6,27.3008744381765
6,27.0448188980354
6,26.6912238653112
6,26.295741295394
6,25.8507810719721
7,32.5989966645216
7,31.7475603964503
7,31.3496039161269
7,25.3324037143485
7,25.2466689467533
7,32.6062447187603
7,32.1692337357402
7,31.8089389845643
7,31.6546007799938
7,25.4408992048575
7,32.7399667433707
7,32.6165926610345
7,32.5465405823796
7,32.518049874149
7,32.1277236838143
7,25.5632780989451
7,32.8506360048062
7,32.8196544837919
7,32.8361889432274
7,32.7813395459762
7,32.454701271756
7,25.96882327395
7,25.6638965044064
7,32.8714049847366
7,32.8523942054756
7,32.8556892146132
7,32.7806437445429
7,32.5084452777459
7,26.2531544920266
7,26.0131265475629
7,32.8087770633106
7,32.8027186626405
7,32.804862941211
7,32.73367029736
7,32.4957376241152
7,26.3903141321423
7,26.0932988990354
7,32.6484390701038
7,32.6686193539317
7,32.7035268639704
7,32.6572142799828
7,32.4179914977045
7,31.8667838011598
7,26.040339671808
7,32.4411061332853
7,32.4910057827073
7,32.5741964526009
7,32.5701823598397
7,32.3346949140742
7,31.8275582179912
7,31.0561431642165
7,30.4998754696634
7,30.3210847594344
7,30.2508391363882
7,32.3268363203061
7,32.4087730065753
7,32.5531967614666
7,32.6092115021558
7,32.4225163516006
7,31.9667617525409
7,31.3663882600875
7,30.8653047620827
7,30.5498050064229
7,30.6759317309258
7,30.7612631882589
7,30.7434660973857
7,30.5549761325224
7,30.1387549290795
7,32.5459166012373
7,32.5969952103123
7,32.4411646209953
7,32.2038492286579
7,31.8061337679226
7,31.4309271473087
7,31.2679567626486
7,31.0929748309524
7,31.060674661743
7,30.9038702572284
7,30.5940027777752
7,30.2127089711504
7,29.7853836843569
8,34.0167736494732
8,33.2449264266855
8,32.8547424576115
8,26.9951758944156
8,26.9508053604977
8,34.1405906461124
8,33.6928712080771
8,33.3164894737793
8,33.1224656113212
8,27.2429507724564
8,34.3329037326125
8,34.1551668873139
8,34.0205429717326
8,33.9623439003326
8,33.498758016039
8,27.4270897092885
8,34.3999817303526
8,34.2999234674554
8,34.2307974020848
8,34.1541701841429
8,33.7791358907095
8,27.9064566998661
