"Month","SSS"
1,35.4458487395585
1,35.447265643335
1,35.3703297221346
1,27.6777436517664
1,27.64781521353
1,35.4016556174224
1,35.4357075373581
1,35.467721080441
1,35.4931949539659
1,27.4219091044052
1,35.4051578522579
1,35.4385786881584
1,35.4724811439419
1,35.5002355977507
1,35.3913349861227
1,27.1755984043811
1,35.4352257479552
1,35.4618006444742
1,35.4907068779285
1,35.5160667077342
1,35.4762273844797
1,26.9390019446821
1,26.8686870396398
1,35.4721116779906
1,35.4935081534362
1,35.5182040460939
1,35.5416125324961
1,35.5382650265307
1,26.6888188316618
1,26.6100827877058
1,35.5069722567942
1,35.5252975922215
1,35.5468531640092
1,35.5705557402626
1,35.585997542169
1,26.8360001628011
1,26.3758602580798
1,35.5334815798421
1,35.5500313852637
1,35.5690400872297
1,35.5952290673082
1,35.6229323446095
1,35.6450534341383
1,26.323751732491
1,35.5604600743118
1,35.5828717664376
1,35.5964561492568
1,35.6187952875247
1,35.6498119292247
1,35.6817196337542
1,35.7374409631473
1,35.8355168686892
1,35.9091068165826
1,35.7415404147638
1,35.5672942173312
1,35.6341408243718
1,35.6599017096319
1,35.6620555769414
1,35.6759074868854
1,35.6947919021244
1,35.7359279630419
1,35.8178060598992
1,35.9168305223384
1,36.0133456712068
1,36.0828154606108
1,36.169241227053
1,36.2458970192529
1,35.9845929142627
1,35.7075125493289
1,35.7405868230969
1,35.7327769865306
1,35.7387739433964
1,35.7653627059497
1,35.8116888959618
1,35.8808147528339
1,35.9831127388047
1,36.0929669549244
1,36.189051634297
1,36.2541734034081
1,36.2887296625215
1,35.6614661823538
2,35.4649530420491
2,35.4715877142187
2,35.3909643487581
2,27.7496601433614
2,27.7183571121572
2,35.4282504606112
2,35.4592430703374
2,35.4856798265008
2,35.503072167369
2,27.4917033120036
2,35.4271669960877
2,35.4570215574023
2,35.4850294709986
2,35.5074424491253
2,35.391319334717
2,27.2263343560853
2,35.4447571158796
2,35.4692146158023
2,35.493612143419
2,35.5155695337404
2,35.4708312712883
2,26.984934022421
2,26.9100914963632
2,35.4666615278091
2,35.4871078057225
2,35.5087230490005
2,35.5302865104846
2,35.5248591925024
2,26.7337990795893
2,26.6575651113411
2,35.4863950288639
2,35.5055617407955
2,35.526165284752
2,35.5490251019792
2,35.5643332830316
2,26.890025515496
2,26.4438712934205
2,35.5001642281565
2,35.5202982079994
2,35.540485254179
2,35.5671298757091
2,35.5959545745228
2,35.6174799558984
2,26.4382380073054
2,35.5139878184522
2,35.5407829722361
2,35.5599148094291
2,35.5859908248224
2,35.6220548781519
2,35.6575605463525
2,35.7055556569896
2,35.77974417783
2,35.8379012446671
2,35.7140369989559
2,35.5124910347894
2,35.5752139256842
2,35.6063647699955
2,35.62361332175
2,35.652109935467
2,35.6820673321482
2,35.7317746398712
2,35.7964846212212
2,35.8710067977201
2,35.9544077112791
2,36.0274230113767
2,36.1253285303068
2,36.2181188490424
2,35.9706921371274
2,35.6497557819831
2,35.6954235327022
2,35.7085682677775
2,35.7280955845055
2,35.7669925892865
2,35.8082822101785
2,35.8608127612552
2,35.9440486049861
2,36.0470617993927
2,36.1480969989111
2,36.2281687391862
2,36.2768516668039
2,35.6644204539696
3,35.4614104387924
3,35.4748366858421
3,35.3918401038418
3,27.7404620347438
3,27.6957032793048
3,35.4367673265306
3,35.4665766389541
3,35.4876686785571
3,35.5003880578394
3,27.4695279971519
3,35.4364181694052
3,35.4629715100818
3,35.4832727039364
3,35.500099039818
3,35.3787767146874
3,27.1981184032573
3,35.44911857383
3,35.4710773870554
3,35.4877652545739
3,35.5039742199402
3,35.4551149747142
3,26.9850205344756
3,26.8899797150449
3,35.4649143204058
3,35.4834548848545
3,35.4984036129412
3,35.5141374512382
3,35.5053131367141
3,26.7615883606682
3,26.6769060040815
3,35.4785651965769
3,35.4957889521299
3,35.5111602980173
3,35.527921833862
3,35.53982055578
3,26.9433650316962
3,26.5115241628421
3,35.4882055808723
3,35.5057768725054
3,35.5210892891595
3,35.5426685413132
3,35.567540843953
3,35.5897216755081
3,26.5353467705764
3,35.498681351282
3,35.5214091223466
3,35.5367974041682
3,35.5592917030762
3,35.593955872424
3,35.6312396855347
3,35.6813272634045
3,35.7418896272911
3,35.7861441656309
3,35.660950695417
3,35.4989497502564
3,35.5490363298553
3,35.5747024795413
3,35.593299864522
3,35.6218122156199
3,35.6523995805958
3,35.7129278735969
3,35.7691118960911
3,35.8323949808909
3,35.9073659608096
3,35.9755995193164
3,36.0674292094367
3,36.1591593581245
3,35.9214754911494
3,35.615566086837
3,35.6584998625269
3,35.674570374384
3,35.6910357273177
3,35.7390351618145
3,35.7816987710618
3,35.8296375068155
3,35.9048870085986
3,35.9996008810735
3,36.0939102697967
3,36.1737631346415
3,36.2285249115482
3,35.6289321017595
4,35.476314731113
4,35.4918146309435
4,35.4072008913632
4,27.6693058494299
4,27.6090179447635
4,35.4524576309756
4,35.4853133474714
4,35.5067271074114
4,35.5174164130656
4,27.3716646530942
4,35.4497630885607
4,35.4801021584931
4,35.5010593977295
4,35.5172957778222
4,35.3889894956896
4,27.1130209816783
4,35.4577427519464
4,35.48405582028
4,35.5021473370809
4,35.5177129867069
4,35.4644155239033
4,26.9522139576877
4,26.8370197652069
4,35.468871842464
4,35.4914551175048
4,35.5080157117834
4,35.5227070753318
4,35.5106590142272
4,26.7609498627745
4,26.6596677286685
4,35.4795845151175
4,35.4995681264255
4,35.5156953815256
4,35.5306557876767
4,35.5393781798427
4,26.9646973523293
4,26.5306945810157
4,35.4891124177399
4,35.507303923561
4,35.5218032254329
4,35.5397386605779
