Month,SAT
1,8.052789307
1,5.543664551
1,5.441796875
1,11.65734253
1,3.336206055
1,8.091088867
1,14.19841919
1,12.35308228
1,9.83046875
1,15.1557251
1,14.46004639
1,12.8795105
2,7.99251709
2,5.446466064
2,5.020135498
2,11.68251953
2,5.344659424
2,7.716973877
2,14.01650391
2,12.36937866
2,9.225549316
2,14.88652954
2,14.23504028
2,12.13030396
3,8.733209229
3,6.303369141
3,5.603723145
3,12.35430298
3,8.21050415
3,8.224511719
3,14.47271118
3,13.01317749
3,9.720025635
3,15.30614624
3,14.70345459
3,12.5163208
4,10.35906372
4,8.327386475
4,7.323083496
4,13.54863892
4,11.03344116
4,9.832177734
4,15.32549438
4,14.22512207
4,11.42977295
4,16.17568359
4,15.71499023
4,13.93804321
5,13.97298584
5,12.78896484
5,11.37972412
5,16.45916138
5,15.83342896
5,13.9421936
5,17.9013916
5,17.4046875
5,15.41057739
5,18.85595093
5,18.61834106
5,17.39751587
6,19.52443848
6,18.90627441
6,17.33129272
6,21.68065796
6,20.86809692
6,19.64837036
6,22.35750732
6,22.07109985
6,20.54064331
6,22.80495605
6,22.57869873
6,21.81316528
7,24.15447388
7,23.3555542
7,22.39852295
7,25.43990479
7,23.15993652
7,23.96453247
7,25.45848999
7,25.19362793
7,24.18673096
7,25.32994995
7,25.16414795
7,24.7741333
8,25.11202393
8,24.3784729
8,23.91436157
8,26.11925659
8,23.44051514
8,24.99160156
8,26.16088257
8,25.88448486
8,25.13479004
8,25.96590576
8,25.84801636
8,25.57027588
9,22.21483765
9,21.27132568
9,21.04741821
9,24.08690796
9,20.5375
9,22.63134155
9,24.822229
9,24.37886963
9,23.4649292
9,25.27831421
9,25.10375366
9,24.65877686
10,17.09105835
10,15.54073486
10,15.62905273
10,19.73873291
10,14.65953979
10,17.91896973
10,21.38125
10,20.63756714
10,19.4197937
10,22.33764038
10,22.15258179
10,21.56090698
11,12.31166992
11,10.44506226
11,10.73677979
11,15.53426514
11,8.547113037
11,13.36239014
11,17.68599854
11,16.48043213
11,15.21907959
11,18.746698
11,18.49694214
11,17.83446655
12,9.673120117
12,7.390893555
12,7.493066406
12,13.18026123
12,4.933496094
12,10.22719727
12,15.57210693
12,13.97936401
12,12.10158691
12,16.57802734
12,16.05462036
12,14.94674072
